"ex.sig","ref.sig","sim"
"hdp.1","SBS1",0.998884977686889
"hdp.2","SBS2",0.9996099779763
"hdp.3","SBS13",0.997951011342041
"hdp.4","SBS17b",0.999267225362474
"hdp.5","SBS28",0.984546158082745
"hdp.6","SBS18",0.997891126096733
"hdp.7","SBS40",0.999224042122899
"hdp.8","SBS17a",0.998377463658467
"hdp.9","SBS44",0.994494756826616
"hdp.10","SBS35",0.996910453778125
"hdp.11","SBS5",0.999127241866183
"hdp.12","SBS12",0.993338340712018
"hdp.13","SBS3",0.997675330745927
"hdp.14","SBS4",0.998878026708193
"hdp.15","SBS22",0.98878082032244
"hdp.16","SBS7c",0.999285427283197
"hdp.17","SBS41",0.993696291270942
"hdp.18","SBS7d",0.979061018515767
"hdp.19","SBS16",0.989704554943524
"hdp.20","SBS29",0.951776915629069
