Type,Subtype,Indel_size,Repeat_MH_size,W.1,W.2,W.3,W.4,W.5,W.6,W.7,W.8,W.9,W.10,W.11,W.12,W.13,W.14
DEL,C,1,0,0.0254113403961992,2.33992830006185e-97,1.43023549870528e-140,2.03113411332513e-26,2.35922069393768e-185,4.80548584434443e-205,2.21890320450767e-24,0,0,0.00318639173206969,0.0833070987296159,0.0228770550695581,9.08483380441644e-167,0.554559321220132
DEL,C,1,1,0,0.0189588510473232,0,0,0,0,0.0158418464121801,0.000504507795920284,0,0,0.253262002198365,0.000997656757499917,5.53809406685325e-302,0.131961391447413
DEL,C,1,2,0,0.0225926494623516,0,0,0,0,0,0,0,0,0.237980344251781,0.00544718684948776,1.29885801425817e-70,0
DEL,C,1,3,0.0188794487289569,0.017584744834739,0.000303353623434496,0,6.4019563863222e-306,3.47365124032574e-292,0.00483491416677863,0.00154573812262647,0,0.00161612750036332,0.0752463389407968,0,0.00317979574931896,0.012250877072349
DEL,C,1,4,0.0245104211869913,0,0.000879888065727076,0.00208239634104119,0.00327344133150372,0,0,0.000276796010381568,0,0.00267672265274363,0.0502624716530779,0.00204252373573063,0,0.014802505095667
DEL,C,1,5+,0.111805958446858,0,0.00178290166209209,0.0050363262278616,0,0,0,0.000755203743024975,0,0.010383896811245,0.0277044164592231,0.000785467517581699,0,3.52417152501843e-184
DEL,T,1,0,0.0521054350900238,0.167899498598876,2.24766218081436e-151,0.0218883375919944,0.0118421422986461,0.0543703002516261,0.0303962885584817,3.02339099307854e-233,0,0.00572926053785537,0.026075733741704,0,0.0416013707510033,0.133837353667553
DEL,T,1,1,0,8.40200853602284e-27,0,0,0,0,0,0,0,0,7.43292172327428e-116,0,0.769651032933068,0
DEL,T,1,2,0.0216858921567227,0.199907660110489,0,0.00943080334222351,0.0423865844680956,0.0612400220824335,2.15031032687565e-214,0.000522596495091029,0,0.00372277831099546,0.00687337687354621,0.010053167679389,5.46358583986909e-62,0.0939469542261838
DEL,T,1,3,0.101020261640952,1.0645297572302e-19,0,0,1.19998393760929e-68,0.864878135841826,2.61050506888291e-243,7.6370537401794e-08,0,0.00875693714734295,4.67073163152427e-40,3.58938650168602e-19,5.01755731649754e-161,3.44679093229921e-85
DEL,T,1,4,7.95629723047141e-240,3.55473252532032e-92,0,0,0.906339648297655,9.10157106296867e-176,1.1125369292536e-308,1.20485339411936e-103,0,0.028285602812657,3.8578109349856e-149,1.02629307679638e-145,1.0444641252273e-202,1.17639566809661e-212
DEL,T,1,5+,6.65712556589775e-154,0.00653390795680682,0,0,3.31019242666559e-197,3.7570889620202e-230,2.68517038145057e-171,4.21278952443891e-132,0,0.885684224145427,6.3828494481789e-87,4.37275824174663e-209,1.84038643063855e-189,0
INS,C,1,0,0,0,0,0.730947695423142,0,0,0,0,0,0,0,0,0,0
INS,C,1,1,0.000969882595635185,0,0,0.0222468872949462,0,0,0,0,0.168720606462469,0.000187963169846255,0,0.00119593354691047,0,0
INS,C,1,2,0,0.00371033917853146,0,0.000252756809934698,0,1.28821418550311e-152,4.6607658729477e-05,0,0.100609781145256,1.60009807625869e-05,0.000771247555484045,0,0.000536972819981958,0
INS,C,1,3,0.00472952132860335,0,0.000244803606181273,0.00175551118294618,0,0,0,0.000687881994851471,0.0382527749339718,0.000274321018865253,0.00685816617336883,0,0,0
INS,C,1,4,0.0209164959133158,0,0,0.00226924791702594,0.0035862671600679,0,1.14314507755829e-29,0.00153496253256222,0.0102980551317844,0.00161306354850245,0.00658920534277888,0.000237462240571025,0,0
INS,C,1,5+,0.127496174863048,0,0,0,0,0,0,0.0205238761088885,0,0.00639685291602112,0.00695685919724885,0,0,0
INS,T,1,0,0.0134051227170476,0,0.000931751166477927,0.0443962154995379,5.06283956300391e-254,1.45890894026881e-193,0.00187050101973267,0.00212834311542143,0.000295687089601516,0.00080124686491218,0.0215626841626933,0.00702314875062011,0.0425287550477507,0.015443290768369
INS,T,1,1,0,0.0128896264470934,3.18327686324424e-292,0,0,0,0.00187949904230584,0,0.31919326880595,0,0.0519785566305261,0,8.01077950223822e-28,0.00798631882424438
INS,T,1,2,0.00227313278203444,0.0473885115465836,0,0.00140325298522619,0.00572087410502029,0,0,2.25472945655316e-05,0.169853747839627,0.00041195779357558,0.0447206631419741,0,7.05584243591936e-152,0
INS,T,1,3,0.0112001202851214,0.0269672646359483,2.36735337952758e-293,0,0,2.25764759944002e-185,0,0.0035129166514177,0.120550627432682,0.000709463219504586,0.0289724854904751,8.58720644226342e-05,0.00814129937494671,0
INS,T,1,4,0.0459334385584752,0.0134084255810373,0.000327029810475751,0.00313185170619552,0,4.83079486778878e-114,3.21853110480948e-239,0.0146314394885118,0.0578887075398813,0.00188351916447986,0.00759363974921603,0.000820378648890443,0.0190481928107234,0
INS,T,1,5+,1.90248916875471e-121,6.66302679664829e-53,1.06306459176322e-240,0,3.07237241328257e-163,3.90825136199824e-170,1.97209780763063e-59,0.92479296107899,0,0.00188964166622345,9.1379959106156e-101,8.67621770760641e-88,4.16092159810031e-172,1.19697802001675e-149
DEL,repeats,2,0,0.000407135832424794,0.0410057289505192,0.0748485452764606,0,0,0.000122010417038844,0.00706052007000842,0.000184673835012821,0,6.9957410296026e-05,0.00619389613973906,0.00072944039108677,0.0286338774362433,0.0151463427882464
DEL,repeats,2,1,0.0244586435591474,0.0271380859639442,0.237107858199428,0.00500294010736138,0.00201337428657081,6.57837985011526e-246,0.00637677504914085,0.000394996007183876,0.000854731507908075,0.00179952611799879,0.00886515955650433,0.000867534421079912,0.00436738027485088,0
