Type,Subtype,Indel_size,Repeat_MH_size,W.1,W.2,W.3,W.4,W.5,W.6,W.7,W.8,W.9,W.10,W.11,W.12,W.13,W.14
DEL,repeats,2,2,0.00925681727491589,0.00188060237806937,0.052743384671756,0.00427194274988263,7.60990319823199e-225,0,0,0.000250886407839543,0.000567156417993228,0.00139196483284412,0.0148110266600954,0.0016500357212457,0.00249933868762779,0
DEL,repeats,2,3,0.00533625910476155,0,0.00995648736456581,0.000249305365723754,0,0,0,0.000275712463776773,0,0.000481838942684314,0.00788550081391542,0.000216183540486012,0,0
DEL,repeats,2,4,0.00771010806105455,0.00117602685691805,0.00330213936190134,0,2.89555979039265e-27,0,0,0,0,0.000501956519091012,0.0031422824979709,0.000253374676919965,0,0.000148308522566013
DEL,repeats,2,5+,0,0.0480298389523981,0,0,0,0,0,0,0.0038792070221316,0,0,0,0,0
DEL,repeats,3,0,0,0.031058550662104,0.00452157274094748,0.00140264403579275,0,1.11264402929976e-308,0.0131452663079598,8.65101975310613e-05,0.000497881081683286,2.79205308229702e-06,0.000570840984749861,0.000633191527914159,0.00559272349694104,0.00259876470695181
DEL,repeats,3,1,0.0385661071356252,0.00264331958839113,0.105176983487549,0.00417918859768395,3.56423945814996e-181,8.12921009161909e-10,0,0.00344492276027237,0,0.0037691501596847,0,0.00503520917102143,0.000632984010669743,3.91928350812373e-26
DEL,repeats,3,2,0.0139548565735191,0,0.0190578314560899,0.0018784245940453,0.00414860032472515,0,0.000190203972132383,0.000276201821573933,0,0.00166668244930971,0,0.000349830961023277,0.000113984379130331,0
DEL,repeats,3,3,0.00239343972182636,0.00109922065949052,0.0045106855352207,0.000610347194871087,3.17052330384371e-41,0,0.000176553721642,0.000242537044288725,4.87845626312873e-05,0.000327894436431497,0,0,0,0
DEL,repeats,3,4,0,0.0128702178395958,0.000213144902133248,0,0,0,0,0,0.00110466951471051,0,0,0,0,0
DEL,repeats,3,5+,0,0.0182073341740768,0,0,0,0,0,0,0.000939156328398386,0,0,0,0,0
DEL,repeats,4,0,0,0.0197913962876315,0.00869492330020055,0,0,0.00052237954167905,0.00824941873445063,2.27231212007236e-05,2.16629955985418e-05,3.48405265959761e-06,5.82747349612875e-05,0.00145465350212931,0.00213686137378062,0.00209468950218337
DEL,repeats,4,1,0.0126281929003905,0,0.0684095566502217,0,0.00436084459446756,0,7.71723476296856e-49,0.000288083728941821,0.000399655927392655,0.00140203309287342,1.90373008979013e-05,0.0025189282291344,0,0.00172689432897526
DEL,repeats,4,2,0.0035917481384764,0,0.0123817337838184,0.00043598489030309,1.42905463356541e-196,0,0,0,0,0.000331234979792979,0,0.000534791907963861,0,8.91753269401616e-05
DEL,repeats,4,3,0,0.00772779042533032,0.00373680293048728,0.000128350793675323,0,0,0,0,5.90843797302765e-05,2.51139758898369e-06,0,0.00018364462898249,0,0
DEL,repeats,4,4,0,0.00972998158488638,0.000523318384472896,0,0,0,0.000187493251291854,0,0.000702950949899112,0,0,0,0,0
DEL,repeats,4,5+,0.00215776820494617,0.00373653300590082,0.000132494484601446,0,0,0,0,0,5.6979745906337e-05,0.000135647992160274,0,0,0,0
DEL,repeats,5+,0,0,0.0162998525305529,0.00122060749345192,0.00235592739528126,0,0,0.331621616217891,0,0,0,0.00154979961879701,1.98621721312884e-52,0.00949405700997061,0
DEL,repeats,5+,1,0.0188728165790121,0,0.00972552491306427,0,0,0,0,0,7.9147115330411e-05,0.00222996571219648,0,0.00836932162222089,0.00101379167445798,0
DEL,repeats,5+,2,0.00291852302504517,0.000643967438194281,0.00307956083746986,0.000112280967829626,0.00053294945478474,0,0.000447557128533765,5.67474529816748e-05,0,0.000237958052600531,0,0.000490544773180473,0,0
DEL,repeats,5+,3,0.000777993689829113,0.000465842902341443,0.00145273022843581,0.000113564093823337,7.17095515979975e-87,0,0,2.13462812783721e-05,1.07913855843157e-05,9.83804432721164e-05,0,0.000111898894778022,0,0
DEL,repeats,5+,4,0.000591605683976217,0.000125108516561655,0,0,1.54492347321449e-180,0,7.27018102715331e-05,0,0,5.76200196852894e-05,3.69799561107798e-05,7.27919353510593e-05,4.73210838607252e-05,0
DEL,repeats,5+,5+,0.000341417001244588,0.00129154237087217,0.000377380959294306,0.000110595579971828,0,0.000162671968506197,0,3.63932142888494e-06,3.74792584828387e-05,1.07297483159325e-05,0,4.23494451371823e-05,0,2.91311097118753e-05
INS,repeats,2,0,0.00346416158955649,0.0100858910084458,0,0.033389501484029,5.60856874495832e-28,1.112536931488e-308,0.00192273092674798,0.000329507168458038,0,0.000199027537963152,0.0030388992631506,0.00222722828327081,0.0119450356567131,3.77947205723199e-05
INS,repeats,2,1,0.00102087302347394,0.0353890627413592,0,0,0.000497788261781767,2.59262015311161e-201,0.00173901814558527,0,0,0.000206446124289238,0.00257108912298302,0,0.00227317985249733,0.00259435811613548
INS,repeats,2,2,0.00774803114913871,0.0125164386789039,0.000224645972833489,0.00100847099869272,0.0018606389521406,0.00280246057612511,2.58158592051451e-26,0,4.58075783031355e-05,0.000718191445583078,0.00100026889743506,0.000632368516902511,1.30580008894732e-41,0
INS,repeats,2,3,0.00262315903128952,0.00158016698114064,0,0.00162260432293482,1.35959832796927e-189,0.00174709230539007,8.45022518143001e-42,0.000549954945554882,0.000147424581815819,0.000278375567628362,0.00144849175648391,0.00049994979409405,0.000276474499132451,2.89622173973361e-228
INS,repeats,2,4,0.0228769071300817,0,0,0.00265542232047738,6.41879034272173e-72,0,0,0.0019868494714175,0.000334060854192386,0.00144805047486438,0.000199798704796332,0,0,0
INS,repeats,2,5+,0.132741498621583,0.000504302011350413,0,0,0,0,0.000542974412179468,0.0139515473198565,0,0.0079306781056197,0,0.000276559035485542,7.05838494051557e-232,0
INS,repeats,3,0,0.000519870966673887,0.00725299472418856,0,0.0105744214023147,0,0,0.000737103125715673,3.48508431376501e-130,0,2.90564289292015e-05,0.000295821323387723,0.000953321231921477,0.000105244782324944,0
INS,repeats,3,1,0.00520278807797837,0.00905498972487615,0.000136659524624036,0.00318065482193883,0,0.0054768905113987,0.000583269899630068,0.000164360430312349,7.10063806576818e-05,0.00088848514734355,1.1536229028663e-229,1.94701822022232e-24,0.00494522855025486,1.58663111955709e-36
INS,repeats,3,2,0.00166772589104531,0.00181856108447385,0.00088608625190226,4.97453600541293e-05,0,0.000634889088727352,7.98326467586712e-05,0,0,0.000169048233590032,0,0.000892227493231387,0.000617756174900727,0
INS,repeats,3,3,0.000253298546691304,1.90150138721606e-05,0,0.000724519201661287,0,0,0,0.000172438554069586,0.000122584574116792,0,0,0.00031478719953501,0,0
INS,repeats,3,4,0.00116421362434418,1.89049611756874e-05,0.00017032350500574,0.000718371890595395,0,0,7.37795065677128e-05,9.01744919261897e-05,4.16233557738312e-05,5.8446907982816e-05,2.63413179220105e-05,0.000230231205892855,0,0
INS,repeats,3,5+,0.0118729374918084,0,0,0.00266205147461543,0,0,0,0.00102436597253512,2.23239799881393e-282,0.00144143863162947,0,0,0,0
INS,repeats,4,0,7.73491840848736e-05,0.00460655806530908,0,0.0091034974746086,0,0,0.000666321050213141,0,7.45850094895805e-05,7.75769339427685e-06,0,0.00162932766547508,0.000862464379523655,3.03288198181178e-05
INS,repeats,4,1,0.0083147923322465,0.00635904238942775,0.000998112817802605,0.000892227116372612,1.6505275939387e-38,9.87074175858046e-160,0.00076342462129318,0.000469670493391267,0.000359683099962905,0.00093301675909041,0,0.00052649609346057,0.00358074193966499,0.00138258650524352
INS,repeats,4,2,0.000159974349190924,0.000822877125110951,0.000267069134278742,0,0,1.31607984351019e-36,4.10312473833686e-05,5.82836888187899e-05,1.46408967504372e-05,1.11472642732599e-05,0,0.000511436169406292,6.93387823367767e-05,0
INS,repeats,4,3,0.00125977543460584,0,7.31691892864282e-05,0.000895567839613119,1.01515379838142e-22,0,0,8.68097251591929e-05,0,9.1118833387581e-05,5.85218918638291e-05,0.000353127420034182,0,0.000170166829720757
INS,repeats,4,4,0.00315658971577387,0,0.000326287158244709,0.00232955512573233,0,0,0.000142163023477863,0.000208857303715429,0,0.000144173686817492,0,5.66916408482507e-05,0,6.23552428616195e-38
INS,repeats,4,5+,0.0155142546372521,0.00121927889732428,9.29563705860286e-05,0.000171811491483512,0,1.11253696102516e-308,0.000536106302797771,0.000551934488604276,0,0.00184538758234212,0,0.000172886684354761,0,0
INS,repeats,5+,0,0,0.008628092979178,0,0.00399742538583824,0,0,0,0,0.000860723922209177,0,0.00010651999861723,0.00923721512062012,0.00244624425921831,0
INS,repeats,5+,1,0.00159585446991799,0.00656928012359434,0.00229227469776247,0.0482697069901487,0.00134507365876355,0,0.0107223699823382,0.00145372791859182,0.000873084022544022,3.74965393925172e-05,0,0.00645389494817678,0.0148631824701557,0.00150947688710077
INS,repeats,5+,2,0.000444651250768756,0.00056295679103614,0.000141403390946935,0.00102529788885501,0,1.14529633774855e-67,0,0.00019066529135858,0.000803207491983597,0,3.97761451435527e-05,0.00130094892510304,0,8.07210093135885e-05
INS,repeats,5+,3,0.00089844753089387,0.000227171875765254,0,0,0.000272106042515733,0.000329809506783909,0,0.000201141793968158,0,6.308709723787e-05,1.58512919420379e-05,0,0,0
INS,repeats,5+,4,0.000513412803080948,0.00032104468515999,6.1103975096707e-05,0.000458077150253927,0,0,1.37865696063639e-05,0.000199787206344328,0.000104299075586595,0,0,6.02572705284932e-06,0,0
INS,repeats,5+,5+,0.00143253868493911,0.00104387199885835,4.09524448843959e-05,0.000282643658181004,0,0,0.000296087361763814,4.52566932595183e-05,4.29462918363476e-05,6.9613221913996e-05,4.21080992412421e-263,4.92556979622211e-05,0,3.39369273547345e-05
DEL,MH,2,1,0,0.0387095497634227,0.214261605658868,0,0,0,0,0,0,1.43124219273514e-05,0.00707674142762877,0,0.01094254918481,0
DEL,MH,3,1,0,0.0236837715385532,0.00713011793440394,0.00122016042747517,0,0,0.01205637063826,2.44357771699457e-05,0,0,4.81462172315509e-56,0.000310993935803696,0,0.00440572844036845
DEL,MH,3,2,0.0186786714227797,0.0122436971894241,0.0590894907207138,0.00345318540957876,0.00143521728752788,1.11253692926996e-308,0.00255210163353803,0.000797344262786121,0.000676576333774115,0.00189278057497197,0.000118407542601054,0.00454789342260204,0.000509759424560392,1.27660853933331e-184
DEL,MH,4,1,0,0.0151193965786878,0.0116818460054479,0,0.00165434046235344,0.00102788222192807,0.00679002236543864,0,0,9.16062162155876e-05,0,0.00250922057596689,0.00123405979562932,0.00184215759260032
DEL,MH,4,2,0.00198190506827996,0.00874552104308356,0.0329980861513201,0.00081587102873165,0.00485196222399248,0.00185532100205861,0.000119809071246114,0,0,0.000285324579217251,0,0.00959406045759992,0,0.00129142554428474
DEL,MH,4,3,0.00189712214519064,0.00152982837157202,0.039961900895843,0.0035835386175904,0.00226543170692261,0.00483013387155723,4.86275870125933e-05,1.48410768072068e-05,0.000505151956399937,0.000426512965660507,0,0.0052835997022242,6.73467215342775e-39,0
DEL,MH,5+,1,0.00234963987492331,0,0,0,0,0,0.395564865191992,0,0,0.000406205389580678,0,0.0519699915612514,0,0
DEL,MH,5+,2,2.49420626027038e-90,0.00206035167393717,0,0.00122289242990286,0.000420426757168589,0,0.114353329124179,0,0,0,0.00236123779540617,0.321745455672378,5.92926654581233e-99,0
DEL,MH,5+,3,0,0.00619954045686017,0,8.11806657164879e-34,0,0,0.0250390176552899,0,0,0,0.00111948506162494,0.249003842547923,0,0
DEL,MH,5+,4,0.00218546476896863,0.000345421036350059,0.00352291330418985,0,0.00119228832529632,0,0.00221809478945425,0,0,0.000254613670136532,0.000674659903396713,0.140828017763943,0,0
DEL,MH,5+,5+,0.022078012007259,0,0,0,0,0,2.52100340971152e-255,0.000439218679793802,0,0.00131130049305697,0,0.112803367297163,0.00610900133395197,0
