Type,Subtype,Indel_size,Repeat_MH_size,ID83A,ID83B,ID83C,ID83D,ID83E,ID83F,ID83G,ID83H,ID83I,ID83J,ID83K,ID83L
INS,C,1,1,0.00017283,0,2.687e-05,7.245e-05,9.57e-05,0.00085539,5.778e-05,0,0.00109457,0.0007881,0.14423388,0.01721142
INS,C,1,2,2.27e-06,0,2.4e-07,0.00125825,7.463e-05,5.48e-06,0.00041926,2.66e-06,0.00202974,0.00044221,0.0953846,0.00184272
INS,C,1,3,0.00030377,0.00068883,0.00169549,1.105e-05,4.878e-05,4.53e-06,0.00598961,0,0.00023943,0.00046315,0.03393512,0.00204809
INS,C,1,4,0.00143653,0.00119532,0.01200823,0.00012619,0.00032518,0.00026085,0.0063166,1e-05,4.647e-05,0.00026355,0.01031527,0.0024601
INS,C,1,5+,0.00313889,0.01613836,0.0779028,8.607e-05,0.00217423,0,0.00694983,0,0,0.0032815,0.00918792,0.00474247
INS,T,1,0,0.00070275,0.00179192,0.00703711,0.0001489,0.00278873,0.0063506,0.01989275,0.01243673,0.02791466,0.00227112,0.00113249,0.03430278
INS,T,1,1,3e-08,1.1e-07,0,0.0014119,0.00127231,1.918e-05,0.0507346,0.00428854,0.00715829,0.00163889,0.29969976,0.0046713
INS,T,1,2,0.00023942,0,0.00232259,0.04247137,6.7e-07,0,0.04252488,0,0.00793412,0.00067699,0.15377212,0.00312682
INS,T,1,3,0.00067438,0.00325677,0.00566784,0.02266063,0.00020878,2.743e-05,0.02738225,0,0.01095207,0.0011234,0.11030732,0.00225074
INS,T,1,4,0.00085447,0.01359577,0.02869865,0.00952385,0.00089775,0.00061992,0.00749272,0,0.01625138,0.002494,0.05750561,0.00727261
INS,T,1,5+,0.00131119,0.93695963,0.14680536,0.00168809,0.01594108,0.00546753,0.00598381,0.00862105,0.00048276,0.0227525,0.03784828,0.13902896
DEL,repeats,2,0,1.623e-05,6.186e-05,8.88e-06,0.03288376,0.00707127,0.00072807,0.00669458,0.0113074,0.02700067,0.07057123,3.474e-05,0.00128866
DEL,repeats,2,1,0.00159186,2.419e-05,0.01027053,0.02166035,0.00630213,0.00092107,0.00856224,0.00023067,0.00813663,0.22334146,0.00132568,0.00899322
DEL,repeats,2,2,0.00128228,5.359e-05,0.00440991,0.00064634,2.45e-05,0.0014929,0.01405477,7.6e-05,0.00258022,0.04869448,0.00097024,0.00472696
DEL,repeats,2,3,0.00058496,0.00026604,0.00184887,4.66e-06,3.168e-05,0.00018714,0.00715356,0,3.411e-05,0.0090345,0.00012805,0.00061316
DEL,repeats,2,4,0.00049767,4.05e-06,0.00332081,0.00092598,6.673e-05,0.0001749,0.00304488,0.00028909,0.00014386,0.00313815,0.00017049,0.00027739
DEL,repeats,2,5+,0,0,1.45e-06,0.0177173,5.466e-05,1.36e-06,0.00054836,1e-08,0.03812979,0.00071004,0.00483803,7.197e-05
DEL,repeats,3,0,8.8e-07,2.669e-05,9.29e-06,0.02501358,0.01230371,0.000881,0.00118096,0.00155013,0.00981065,0.00462382,0.0006449,0.00115027
DEL,repeats,3,1,0.00298543,0.00276244,0.02204586,0.00159564,0.00030394,0.00450719,1.45e-05,0.00098386,0.00106784,0.09881332,0.00201316,0.00743105
DEL,repeats,3,2,0.00171002,0.00018794,0.00704953,0.00010946,0.0003818,0.00039238,1.264e-05,0.00040966,0.00025241,0.01822167,0.00049036,0.00234266
DEL,repeats,3,3,0.00033948,0.00023534,0.00108772,0.00093942,0.00018737,1.03e-06,1.408e-05,1.764e-05,0.0001112,0.0043061,0.00025676,0.00054386
DEL,repeats,3,4,0,1e-08,0,0.00706449,7.3e-07,0,0.00015568,9e-07,0.0068382,0.00029337,0.0012284,3.359e-05
DEL,repeats,3,5+,0,2e-08,3.1e-07,0.01194935,0,1.854e-05,6.962e-05,6e-08,0.00710731,3.832e-05,0.00118289,1.3e-05
DEL,repeats,4,0,5.2e-07,6.05e-06,0,0.01538756,0.00789983,0.00161663,0.00042099,0.00127815,0.00619356,0.00820013,0.00011001,0.00016069
DEL,repeats,4,1,0.00095914,0.00014838,0.00860177,0.00023984,0.00011079,0.00237676,4.695e-05,0.00165954,0.00022529,0.06422438,0.00069177,0.00203941
DEL,repeats,4,2,0.00034509,0,0.0013644,7.32e-06,3.33e-06,0.00049048,6e-07,0.00020068,4.721e-05,0.01119824,6.722e-05,0.0007608
DEL,repeats,4,3,9e-08,0,1.39e-06,0.00602861,3.14e-06,0.00014015,7.6e-06,0,0.00171747,0.00374636,0.00013302,0.00013959
DEL,repeats,4,4,0,0,0,0.00495402,0.00012356,3.4e-07,6.557e-05,0,0.00566766,0.0007532,0.00090748,2.231e-05
DEL,repeats,4,5+,0.00011387,3.32e-06,0.00083675,0.00303403,1.997e-05,0,0,5.71e-06,0.00071309,0.00019104,0.00013329,2.377e-05
DEL,repeats,5+,0,0,0,0,0.00283599,0.31045196,0.01035233,0.0024858,0.0001023,0.02220082,0.0024212,0.00024794,0.0015659
DEL,repeats,5+,1,0.00235177,2.8e-07,0.00652554,0.00012461,0,0.0078531,0,5.81e-06,0.00078228,0.00910986,0.00051736,0.00062865
DEL,repeats,5+,2,0.00026896,2.935e-05,0.00120229,0.00063162,0.00049276,0.00046247,3.95e-06,3.18e-05,7.686e-05,0.00294488,6.585e-05,0.00017881
DEL,repeats,5+,3,6.259e-05,9.37e-06,0.00050477,0.00030729,2.92e-06,9.914e-05,1.668e-05,3.2e-07,0.00015609,0.00140322,6.796e-05,0.00020285
DEL,repeats,5+,4,7.326e-05,7.33e-06,0.00010278,7.747e-05,6.954e-05,7.128e-05,3.926e-05,1.98e-06,0.00011159,4e-08,1.427e-05,0
DEL,repeats,5+,5+,2.56e-06,1.053e-05,0.00016682,0.00106457,1.518e-05,3.057e-05,5.7e-07,4.845e-05,0.00028639,0.00038106,6e-05,0.00010268
INS,repeats,2,0,0.00011947,0.00025561,0.0020315,0.00774743,0.00200102,0.00204168,0.00299518,0.00021411,0.01031347,0.0009506,0.00020905,0.02472625
INS,repeats,2,1,0.00014274,1e-08,0.00025911,0.02929067,0.00177303,6.6e-07,0.00308232,0.00135592,0.00784517,0.00027969,8.12e-06,6.681e-05
INS,repeats,2,2,0.00039897,2.86e-06,0.00553003,0.01123181,0.00021956,0.00055456,0.00125736,0.00012023,0.00215167,0.00047338,0.0002861,0.00090208
INS,repeats,2,3,0.00024755,0.00046004,0.00142246,0.00165319,0.0001212,0.00049863,0.00141924,0.00020684,0.00051406,0.00010236,0.00036786,0.00148829
INS,repeats,2,4,0.00113743,0.0020401,0.01080998,3.05e-05,0.00016292,2.596e-05,0.00016002,3.804e-05,4.8e-06,0.00039836,0.00129494,0.00302505
INS,repeats,2,5+,0.00488857,0.01093673,0.08481893,0.00042454,0.00204784,6.193e-05,0,9.477e-05,9.867e-05,0.00336035,0.00949552,0.00481153
INS,repeats,3,0,2.629e-05,2.59e-06,0.00024954,0.00591673,0.00064882,0.00086217,0.00040091,1.225e-05,0.00139717,0.0002949,7.94e-06,0.00752568
INS,repeats,3,1,0.00076533,0.00015296,0.00363725,0.00827602,0.00057858,7.291e-05,0.0001141,0.00070081,0.00546283,0.00049429,0.00037819,0.00279279
INS,repeats,3,2,0.0001646,4.25e-06,0.00073898,0.00165395,0.00011963,0.00083447,2.061e-05,6.468e-05,0.00076133,0.00091116,4.325e-05,0.00013244
INS,repeats,3,3,1.395e-05,0.00014078,0.00012266,1.951e-05,1.298e-05,0.00029145,3.57e-06,0,1.1e-07,2.331e-05,0.00014405,0.00063308
INS,repeats,3,4,7.284e-05,7.049e-05,0.00042408,3.515e-05,7.324e-05,0.00021945,2.729e-05,9.94e-06,1.22e-06,0.00016657,0.00013435,0.00048507
INS,repeats,3,5+,0.00142193,0.00101725,0.00521709,4.33e-06,4.044e-05,7.7e-07,0,2.633e-05,3.32e-05,0.00017212,0.00058079,0.00225467
INS,repeats,4,0,2.57e-06,2e-08,2.153e-05,0.00370862,0.00068817,0.00146911,3.9e-07,7.728e-05,0.00153928,0.0001782,0.00010937,0.00667881
INS,repeats,4,1,0.00077615,0.00045874,0.00529789,0.00515266,0.00085746,0.00037904,2.26e-06,0.00108281,0.00361551,0.00132602,0.00072641,0.00103486
INS,repeats,4,2,8.79e-06,5.579e-05,7.013e-05,0.00067535,6.186e-05,0.0004704,1.16e-05,2.448e-05,0.00015959,0.00026067,7.937e-05,2.408e-05
INS,repeats,4,3,0.00012597,6.521e-05,0.00052006,5.91e-06,1.219e-05,0.00034402,5.124e-05,0.00013983,2.17e-06,8.633e-05,5.522e-05,0.0006457
INS,repeats,4,4,9.846e-05,0.00015825,0.0017241,9.58e-06,0.00015559,5.173e-05,2.7e-07,3.745e-05,1.43e-06,0.00039047,0.00023117,0.00199544
INS,repeats,4,5+,0.00146567,0.00052877,0.00749712,0.00117914,0.00068528,0.00014574,1.294e-05,1.325e-05,7.163e-05,0.00041067,0.00063348,0.0005226
INS,repeats,5+,0,0,4e-08,4.69e-05,0.00374404,9.5e-06,0.00864635,0.00032142,4.55e-06,0.00744641,0.00019788,0.00096968,0.00381735
INS,repeats,5+,1,1.076e-05,0.00116609,0.00236592,0.00415813,0.01032348,0.00641162,0.00010615,0.00120837,0.01292041,0.00412664,0.00136933,0.03459539
INS,repeats,5+,2,4.2e-07,0.00015183,0.000511,0.00047688,3.109e-05,0.00118287,5.142e-05,9.015e-05,4.025e-05,0.00020271,0.00077009,0.00087726
INS,repeats,5+,3,3.052e-05,0.00020637,0.00059466,0.00029094,2.24e-05,1.97e-06,1.833e-05,8.321e-05,1.06e-05,3.25e-05,7.222e-05,3.762e-05
INS,repeats,5+,4,1.2e-07,0.00022325,0.0002861,0.00023362,3.528e-05,5.97e-06,4e-08,8.47e-06,4.378e-05,8.227e-05,0.00014659,0.00043963
INS,repeats,5+,5+,2.291e-05,2.516e-05,0.00093256,0.00093681,0.00028219,5.44e-05,3.202e-05,7.323e-05,4.892e-05,0.00011642,0.00018233,0.00029807
DEL,MH,2,1,4.81e-06,1.893e-05,2.864e-05,0.02916366,0.00011976,1.131e-05,0.00712111,0.00031532,0.01495562,0.19977422,6.734e-05,0.00395026
DEL,MH,3,1,0,5.12e-06,2.88e-06,0.01503158,0.0117619,0.00058296,0.00068743,0.00274801,0.00912015,0.00737454,0.00013272,0.00100826
DEL,MH,3,2,0.00153778,0.00052984,0.01091782,0.01034619,0.00270343,0.00425111,0.00018494,0.00034566,0.00223991,0.05644568,0.00142951,0.00426944
DEL,MH,4,1,8.253e-05,1.78e-06,0.00017759,0.01301403,0.006369,0.00240499,7.4e-06,0.00194195,0.00340231,0.01132532,7e-07,0.00017873
DEL,MH,4,2,0.00026299,9e-08,0.00152318,0.00860874,0.00026219,0.0088659,4.627e-05,0.00184866,0.00080977,0.03084417,6.637e-05,0.00135023
DEL,MH,4,3,0.00041984,6e-07,0.00151884,0.00207593,0.00018902,0.00506577,1.585e-05,0.00060862,0.0008323,0.03736884,0.00041794,0.00328657
DEL,MH,5+,1,0.00041536,0,5.24e-06,0.00081719,0.3658879,0.06134267,4.774e-05,3.391e-05,0.00306353,0,1e-08,0.00026767
DEL,MH,5+,2,3e-08,3e-08,4e-08,0.00031903,0.10323925,0.31060297,0.00189968,2.72e-06,0.00060448,6.96e-06,4.45e-06,0.00112273
DEL,MH,5+,3,0,1e-08,0,0.00621092,0.02305036,0.23106948,0.00099371,7e-08,0.000989,5.394e-05,8.3e-06,7.196e-05
DEL,MH,5+,4,0.00027859,1.9e-07,0.00084423,0.00213359,0.00147284,0.1300851,0.00042185,1.572e-05,1.552e-05,0.00299261,1.303e-05,4.782e-05
DEL,MH,5+,5+,0.00109469,0.00014318,0.0101411,0.00160495,8.734e-05,0.10445962,0,2.47e-06,0.00360267,0.0002313,0.0004667,0.00022815
