Signature,NumberOfPostSamples
low confidence hdp.1,3538
low confidence hdp.2,2711
low confidence hdp.3,2594
low confidence hdp.4,1600
low confidence hdp.5,1400
low confidence hdp.6,1245
low confidence hdp.7,1198
low confidence hdp.8,691
low confidence hdp.9,306
low confidence hdp.10,198
low confidence hdp.11,197
low confidence hdp.12,194
low confidence hdp.13,176
low confidence hdp.14,153
