"ex.sig","ref.sig","sim"
"signeR.9","SBS1",0.995634594694629
"signeR.8","SBS2",0.994591679398227
"signeR.5","SBS3",0.987177229283507
"signeR.4","SBS4",0.996012209638083
"signeR.1","SBS5",0.960497647179627
"signeR.2","SBS7a",0.99534721160992
"signeR.17","SBS7c",0.997894751738032
"signeR.24","SBS7d",0.93595879799769
"signeR.22","SBS12",0.963174344015131
"signeR.25","SBS13",0.999054172056007
"signeR.19","SBS17a",0.998512462248452
"signeR.7","SBS17b",0.999165909435344
"signeR.12","SBS18",0.995077749164715
"signeR.31","SBS22",0.979515517630418
"signeR.32","SBS28",0.978425388536214
"signeR.3","SBS40",0.978829065076615
"signeR.30","SBS41",0.970394081032431
"signeR.10","SBS44",0.942652925493519
