Type,Subtype,Indel_size,Repeat_MH_size,hdp.0,hdp.1,hdp.2,hdp.3,hdp.4,hdp.5,hdp.6,hdp.7,hdp.8,hdp.9,hdp.10,hdp.11,hdp.12
DEL,C,1,0,0.0187500680506833,0.002301805089179,0.0004267042456296,0.0186043315991284,0.0308444262484539,0.0294389656780318,0.117745411537818,0.343843225452219,0.0462780005458001,0.0123985742631155,0.0102098425796987,0.00579920072613797,0.0292634926980723
DEL,C,1,1,0.0124405175808968,1.87194305614405e-05,0.000441926253067074,0.0281429912028665,0.0200387052134651,0.0118600461672523,0.198302705563552,0.0981941369883132,0.0125687814086126,0.00305511726162328,0.00198666151949771,0.00948744458797266,0.00192366850841746
DEL,C,1,2,0.00439080351431053,5.54999699221374e-07,1.3081520698652e-06,0.0271278198709294,0.00238881245017127,0.00984108649025769,0.210728591123384,0.00238224940082561,0.0065891497870565,0.000500199601859813,0.00335399222994396,0.00189641701558037,0.000386160514204094
DEL,C,1,3,0.00839479235866372,0.00150946574003553,0.00158064130385612,0.0136187694123108,0.00564137972537722,0.00240653039137007,0.0711602966498055,0.0114417140843198,0.00397629696910325,0.00111242007075459,0.00163908247280203,0.00197957221982851,0.0273725546752661
DEL,C,1,4,0.0150194537004307,0.00208023317231134,0.000698569617164236,0.00250304079521852,0.00122853725737633,0.00341240858034363,0.0448179285182527,0.0132865771074289,0.00397765220965183,0.00249289475968527,0.00242910528127273,0.00319818069478736,0.0266255915309291
DEL,C,1,5+,0.0452669688469274,0.0103632773224423,0.00264520003455078,0.00215994574765742,0.000564594753359565,0.00231449314361556,0.025986303636519,0.000820696592120545,0.00122173293664357,0.00447601998931664,0.00242145455527933,0.000926062305728716,0.00641101789382481
DEL,T,1,0,0.031849240997346,0.00393084046844336,0.00150410525297518,0.111211898409441,0.0308800382031046,0.00713561699085757,0.0258276898272792,0.107704971401548,0.0367845137643015,0.0208739942150056,0.00732369865591106,0.0128264563571445,0.0249731431751801
DEL,T,1,1,0.00278242918539032,1.49084650116204e-07,1.34872214845459e-06,0.096645393959902,0.00915245632171654,0.00203009240208521,0.00578676436155774,0.0374595285030549,0.547405795594986,0.000750615234939366,0.00317503736351606,0.00435663599456501,6.30454884929916e-05
DEL,T,1,2,0.032309220437966,0.00439437713337575,0.000569353378651199,0.120894531815796,0.00755043186192757,0.0124160000705841,0.00709928383028229,0.0859377845019932,0.0172046910893047,0.00810287535318061,0.00505614882237329,0.0161192898247211,0.0724022044956858
DEL,T,1,3,0.0910115772291686,0.0135372907023065,0.00172629203208462,0.0781277147013002,0.00861382564117115,0.0232284397513254,0.0101799059578418,0.102726743522595,0.0554096275563354,0.0165086486635254,0.00680693821747916,0.00364612952184575,0.0248583172769658
DEL,T,1,4,0.130242774591649,0.0352981851780354,0.00364932853572997,0.0435472214468411,0.000686718491814533,0.0176972687142664,0.0108635217534592,0.0890306150154477,0.0128695883353994,0.0107167814635008,0.00401901189932037,0.00503404662098788,0.0398974682425514
DEL,T,1,5+,0.0963694943409801,0.867918799882423,0.000735838681768763,0.0255937534013744,0.00946389294548337,0.00381731245748403,0.00847957025426932,0.00307817529737033,0.00560585052438351,0.0155121465013064,0.00179460397445318,0.00639758182814542,0.0126781816842289
INS,C,1,0,0.000145724052654578,1.57308846674799e-07,1.10798372414277e-06,0.000483977334602549,0.00267282191750428,0.00216269707499282,0.00275037973530657,0.000202055653136582,0.00299081800382972,0.611151719531256,0.000454521711441505,0.000744775383062839,9.15002734089209e-06
INS,C,1,1,0.00109733597287325,9.52617582004154e-05,3.69943665776237e-05,0.00110539979315623,0.00212329472332495,0.00179189874099394,0.00126780157548666,0.000207615966359341,0.00249072642366662,0.0185069374962114,0.000352735255759342,0.133857782765154,0.000850018613432723
INS,C,1,2,0.000288833953756684,6.37792664030186e-06,8.60959578463094e-06,0.00298160862245329,0.00142106335895084,0.000242579577353289,0.00201529574616457,0.00032445754735332,0.00196390972131903,0.000830550417610293,0.000212871095841741,0.0733922072522728,0.000196589973975386
INS,C,1,3,0.00276992533109923,0.000160622009963637,0.000813923569359296,0.000285178688640753,0.000153020481725641,0.000371473348962132,0.00631367177851362,0.00024594112226632,0.000418447007234494,0.0011298474411176,0.000883438266114577,0.0297178080387403,0.00156784232623951
INS,C,1,4,0.0103831853469732,0.00155007506145859,0.00153745280913728,0.000177076711943383,0.00022203485305051,0.00113738226217255,0.00798177422060131,0.000434642257211552,0.000283149928610332,0.000971483220379012,0.000104340229578784,0.00851815120871872,0.0243571674765148
INS,C,1,5+,0.0451204575519887,0.00489699514643151,0.018079106564147,0.0010144505669521,0.000686600977743079,0.00113282304234823,0.00992865142231993,0.00110188302144376,0.000815846322850609,0.000839059256730474,0.000953497408173953,0.0014779144181594,0.021522369716243
INS,T,1,0,0.00677111462076362,0.0006298379949985,0.00211211419994848,0.00475413976437754,0.00464697084806286,0.0072766905681341,0.0191369951122512,0.0139798364199645,0.0409754862211026,0.0460112204595343,0.00367390782136766,0.00442318205670715,0.00203719348870513
INS,T,1,1,0.00208059211183965,1.87765899091743e-06,8.67755985985162e-06,0.0140121697634089,0.00382622162734966,0.00224201142100054,0.0454033688355041,0.0106579640521687,0.00458705257180779,0.00443773790802903,0.00126066057994094,0.229608320555192,0.000190565364604375
INS,T,1,2,0.00491653054177471,0.000235499556380941,9.07252248764403e-05,0.0299430475868074,0.00168281570369234,0.00171649408134344,0.0451752393033852,0.00238854787884841,0.00501351309290824,0.00215375809701882,0.000261348678945108,0.145654713245029,0.00813888146604809
INS,T,1,3,0.00734450147624009,0.000728355982926211,0.00311967232061863,0.021370766241906,0.000956581437487179,0.00175436878419027,0.0256105483265684,0.00174687652225759,0.0117837326859828,0.00034946570502397,0.000765334616474475,0.0923666338119157,0.0212107863769308
INS,T,1,4,0.0197023291686874,0.00264188679985588,0.0123384786136835,0.011608304851641,0.00105913595234532,0.00162877919257049,0.00675793148363636,0.00390511616089693,0.0120452321761638,0.00653979282621022,0.00136426427870306,0.0464837412840731,0.04812820907463
INS,T,1,5+,0.189420281260083,0.0121060207605294,0.913667175281642,0.0115879169340813,0.0117825694566618,0.0127991763113071,0.0187126946752304,0.00419279748899268,0.0184203414789503,0.05823977994652,0.0044795646381647,0.0105319769340284,0.0122367773517357
DEL,repeats,2,0,0.00270324418551003,4.76688858847092e-05,0.0005258822841611,0.0279026615067507,0.00824131418052176,0.00138780496249258,0.00891097570009574,0.0151741518982302,0.0237648956771732,0.000870165383342915,0.0867054305053404,0.011041647750424,0.00320754990012489
DEL,repeats,2,1,0.0133434845335393,0.00238062296139082,0.0007329727804792,0.0253200373088267,0.00979734045925433,0.0020650917611071,0.0102927412890988,0.00371452412673425,0.00426403617686086,0.00710247748021202,0.201234433389884,0.00463088247272293,0.0150744713685137
DEL,repeats,2,2,0.00666941991395443,0.00119858225852749,0.000650074487096756,0.00467838138437536,0.000415789782868061,0.00252626061548883,0.0126859245961445,0.000481554102803103,0.0029027336464655,0.00242930414650885,0.0467552245105021,0.00183331124181589,0.0086775259925963
DEL,repeats,2,3,0.00260669598519279,0.000506909285695773,0.00026178006822715,0.000320428883245375,7.63886013893269e-05,0.000849021510703676,0.00690526835025171,0.000178243746966665,9.02592521868947e-05,0.000194800114398729,0.0120473721383819,0.000474019613288156,0.00454450683096393
DEL,repeats,2,4,0.0025587219119361,0.000442870675166,0.000120662651334073,0.000788054199649721,0.000268326509187368,0.000355705080208584,0.00301212569165314,0.000276507583784915,9.35521581390332e-05,0.000295786114490222,0.00314064451892985,0.000395920785631482,0.00882773074974231
DEL,repeats,2,5+,0.000855992792029242,1.26735068759516e-07,8.75881387223412e-07,0.0231333321905629,0.000544307483352756,0.000519291133931431,0.000108278607715931,0.000203390556205342,0.00044071184126836,2.18054124689185e-05,0.00188855951362452,0.0129700014354816,5.77218211212936e-06
DEL,repeats,3,0,0.000833317192158503,6.69897219872251e-06,3.29921405592606e-05,0.0178609824429302,0.0122580823158801,0.00136322849833849,0.00106272625641434,0.00208429075652117,0.00370302442951942,0.00200124440893092,0.00495660517664279,0.00511356064959649,0.000288546823728845
DEL,repeats,3,1,0.0240742564771333,0.00241322348724099,0.00417270518973279,0.00615152888332915,0.0018076320985561,0.00437267997596245,0.000183775363865973,0.00379834813746538,0.000595249761864868,0.00511711864869496,0.0958109459687559,0.000880806178181136,0.00617132609320216
DEL,repeats,3,2,0.0075815697659397,0.00129730963287093,0.000651606087504389,0.000805517377315098,0.000279621375194432,0.000886244187589742,6.38611138661924e-05,0.000829136301094422,0.000838824054582117,0.00156752613840318,0.0145720812426467,0.000412702014917487,0.0175298989156532
DEL,repeats,3,3,0.00249086731435777,0.000215636169777719,0.000251518266676444,0.000453298577950769,0.000287524979877234,0.000235816585743854,9.84407861608849e-05,0.000327180796475224,0.000131860550469926,0.000590728429799951,0.00369115877017263,0.000578212940240928,0.00461098401225975
DEL,repeats,3,4,0.000184261491774069,1.41350681026907e-07,9.61969918145681e-07,0.00587071926155255,2.83277675558445e-05,0.000101290479946141,4.77864353654691e-05,3.43951298356641e-05,0.000728838878052959,2.91610393665644e-05,0.000718259824624743,0.00293863756554731,2.37266055046812e-06
DEL,repeats,3,5+,0.000336266754996512,1.28342909563358e-07,7.95515542206757e-07,0.00900247887186058,3.72236649339462e-05,0.000288105249415437,0.000114942444096307,7.6885437799001e-05,0.000242928707771963,4.63975903051838e-05,0.000617430532891288,0.00344316424352838,2.67220915787116e-06
DEL,repeats,4,0,0.000695338856377608,6.77705310618041e-06,3.69692762758808e-05,0.0111159084944653,0.00671068158540948,0.00245558271151959,0.000138626837269973,0.00118656992129241,0.00389537892920003,0.00037512545336156,0.00678074089058475,0.00507765647810805,0.000221262672991344
DEL,repeats,4,1,0.00876781337641724,0.00119743696493309,0.000889364918823258,0.00266925811969038,0.00138011068640064,0.00281091978382405,0.00131574316148405,0.00347230187087966,0.000527942713527091,0.000199865049999012,0.0568563702155358,0.00175968354405845,0.000839767696815032
DEL,repeats,4,2,0.00210443517029001,0.000316131946983305,3.08465517607375e-05,0.000145197449580626,0.000127101435200463,0.000562390634737455,2.56766295684696e-05,0.000484427175487404,0.00017807780250552,0.000537110110419052,0.0136813207028496,0.000287142592133927,0.00105032473197773
DEL,repeats,4,3,0.000201385828245558,7.6034999548812e-07,1.95684804087328e-06,0.00380972152120968,6.07910273116858e-05,0.000231360162198487,4.51058758567126e-05,9.78413058780266e-05,0.000379913248420263,2.49701162559048e-05,0.00397689051349787,0.00215043604801261,8.65420143053304e-05
DEL,repeats,4,4,0.00017004820404452,1.49155019328004e-07,1.3558721375254e-06,0.00489211730438386,0.000156356008999631,0.000136978842525988,9.68085274749672e-05,3.87404379756167e-05,0.000310661397800873,1.36428677554097e-05,0.000364665765446403,0.000995177666550285,2.58299443110541e-06
DEL,repeats,4,5+,0.00100799841475026,8.38125628821327e-05,2.90136281433986e-05,0.00148345008732743,2.43282048758111e-05,0.000168948694640039,7.01850591380331e-05,4.95165820499266e-05,0.000260639129429298,6.63243953759286e-05,0.000665956834305359,0.000352511683453495,0.00241355182362511
DEL,repeats,5+,0,0.00335297766803577,8.38245412230501e-06,7.22626914853721e-06,0.0204886294376221,0.253162647495776,0.0199045241314698,0.00117142065168031,0.00161113426551993,0.00916040408982762,0.00563726515328895,0.00521399755283149,0.0166470079178709,0.00092238793857042
DEL,repeats,5+,1,0.00687194604870302,0.00234690902135914,5.27122790182446e-05,0.000197402297164842,0.000490241433390133,0.0074027493497214,7.8693988931596e-05,0.000777104510463026,0.00319968708938716,0.000460760292461828,0.0149771251923112,0.000300890125845719,0.0126268556967372
DEL,repeats,5+,2,0.00161521334978939,0.000187204042551373,9.53370292702683e-05,0.00027342301710005,0.000308635111447139,0.000474794873405175,4.01043316435747e-05,0.00017173351176052,0.00036629162156009,3.98389528262134e-05,0.00295657484327144,0.000945949846458727,0.00458428923784851
DEL,repeats,5+,3,0.000725086799789846,6.73799559377997e-05,1.8863220877378e-05,0.000165051621882452,2.76191602694332e-05,0.000225418353079739,3.73524404743989e-05,0.000138422783132123,0.000107190626533829,0.000126473731508866,0.000926204869758417,0.000321653017256494,0.00202755319019658
DEL,repeats,5+,4,0.000439200485091773,2.80124596467473e-05,6.94294087835626e-06,3.04522347510951e-05,1.11873412737682e-05,9.71316662556485e-05,2.57880720353477e-05,6.02152685898837e-05,3.36341719011486e-05,2.11759564058064e-05,0.00015027789943863,0.000144860030343505,0.000206549914924621
DEL,repeats,5+,5+,0.000217875636377901,9.14509192969162e-06,1.40652771547504e-05,0.000672805092800434,2.32113700662472e-05,2.80157992369635e-05,2.84903919566349e-05,7.37924373836789e-05,0.000145871448949291,5.79202090383364e-05,0.00017968599536163,0.000198753848256484,0.000159482596758587
INS,repeats,2,0,0.00180780393328082,0.000163525894655412,0.000383412717256461,0.00624797564598674,0.00209949929911869,0.00218488498559583,0.00226946751397804,0.00142836725943165,0.0106602622363097,0.029352842819911,0.00100219577117667,0.00345077776476252,0.00148774019755177
INS,repeats,2,1,0.00196496906792859,0.000131605324634855,2.90388666149682e-05,0.019954504896194,0.00150317161710975,0.000644579507168976,0.00237585391830576,0.00173540429490922,0.00209245027312367,7.63486110953584e-05,0.00075287661263,0.0022757148011164,0.00124942773201425
INS,repeats,2,2,0.00377684977728152,0.00054310109048677,0.000230110840721924,0.00729664543656953,0.000475412641386691,0.000860357237030833,0.000985777451619322,0.000629882067369498,0.000407910539570391,0.0015276031900884,0.000149463893527645,0.00174090502433492,0.0146524119375228
INS,repeats,2,3,0.00179487453710592,0.000257102998382955,0.000426432296763402,0.00122833951018853,0.000339085985094871,0.000497313831712357,0.000810208447837331,0.000435930394484175,0.000684029247882647,0.00116141975926656,0.00028360437554569,0.000322544543018613,0.00283704284871879
INS,repeats,2,4,0.00879756314545706,0.00124759011286693,0.0020749112932343,0.000177455478137012,0.000121785147706718,0.000199007871040227,0.00041331045989866,0.000228981909967592,0.000159545863583381,0.00469565376256069,0.000257963829314696,0.00024066217931374,0.0260281826082741
INS,repeats,2,5+,0.0428855805050955,0.0112705096607605,0.0138898820308018,0.00148851556416265,0.00213639586476476,0.000608111291457216,0.000273332321626334,0.000633469349015001,0.00152078105781219,0.00038968110358329,0.000236116829125551,0.000671967838340752,0.237486820302347
INS,repeats,3,0,0.000410020104999219,1.19315113663689e-05,1.78250230385712e-05,0.00410782852780457,0.000471562314321053,0.00104887669053606,0.000148234752028753,0.000610843877245817,0.000401610635362616,0.00846941461828214,0.000261461506534993,0.00149970627237468,0.000145477905083902
INS,repeats,3,1,0.00352077651124249,0.000554006174641608,0.000397558025336968,0.00580501138481982,0.000536184258908781,0.000466381750809819,0.000341452146635357,0.000884357547741014,0.00394887519669231,0.00341602699449009,0.000479348729098864,0.00338451710308765,0.0214734725679362
INS,repeats,3,2,0.00102216063314679,5.44914577271037e-05,4.8981395830658e-05,0.00141175974412747,6.61784936962696e-05,0.000805112031941264,9.13697021881299e-05,7.77205471486141e-05,0.000271094334731752,0.000296970359939414,0.00103180393819244,0.00029569780324997,0.00282560109354065
INS,repeats,3,3,0.000175434156118995,5.35315600195941e-06,8.19094785609104e-05,2.54783796772289e-05,4.88220832175346e-05,0.000290215414792374,2.47268661183659e-05,5.46344459975273e-05,0.000133048728116155,0.000333377395042206,4.04539797953474e-05,3.06612404364422e-05,0.000363023382203174
INS,repeats,3,4,0.000690773768046011,5.84040016269402e-05,6.45638743010415e-05,3.15739836264609e-05,0.000100455182300394,0.000167145051066261,3.40786903462558e-05,6.46997979397095e-05,1.06259662188218e-05,0.000933352116579256,0.000182099175440744,4.41390536096774e-05,0.00113640245545271
INS,repeats,3,5+,0.00486944134483918,0.00145602558100108,0.00099074474254107,9.64303077704591e-05,0.000106005604395,0.000139730118425796,3.49298136429551e-05,0.00011754600362989,6.05615042474556e-05,0.00234985071062304,6.41597125846785e-05,0.000413248911220635,0.0441507200178828
INS,repeats,4,0,0.000198437794133363,2.86705383706522e-06,3.92418804845442e-06,0.00258369088763788,0.000703171248405841,0.00159763460060476,6.166659824968e-05,0.000144532307948149,0.00130011813273799,0.00587360780385492,0.000569704373782899,0.00123923472109044,2.39413397696645e-05
INS,repeats,4,1,0.00474787592110886,0.000696399478784634,0.00060521845739243,0.00355298085196046,0.0006886209822852,0.000876489562340448,0.000102202515793246,0.00142310991866198,0.00468699473001813,0.00207072862179078,0.00144812986174836,0.0024336158077118,0.00750545993126837
INS,repeats,4,2,0.000168281100878763,7.51993375076213e-06,1.35494938618818e-05,0.000317588585238862,0.000138744302279733,0.000396656565236349,9.9491341519635e-05,9.64504458084503e-05,0.000122439434099978,7.02611658574696e-05,0.00011645836781902,0.000175544164544379,0.000744948614870642
INS,repeats,4,3,0.000732593511849739,0.000106082197903941,5.90376492107514e-05,2.05700539703585e-05,1.37637601200843e-05,0.00041014629496902,1.21396341711477e-05,2.51043359278613e-05,7.8784582443221e-06,0.000994356305219099,9.59865715285968e-05,8.51265843514666e-05,0.000388140699466775
INS,repeats,4,4,0.000919512263297784,9.82410734522591e-05,0.000273448579801782,3.87428977159401e-05,0.000107390481893971,7.26408132205305e-05,3.41221192612291e-05,0.000142683625435628,0.000109965058459277,0.00172520101969798,0.000243783707622128,0.000113743411345906,0.00233060066202378
INS,repeats,4,5+,0.00538697692633212,0.00157350982050671,0.000806262021767388,0.000622144865638532,0.000850761958527976,0.000293203026005958,6.22687218293949e-05,9.69914532688226e-05,0.000732812381629028,0.000252209112456069,0.000112362956213434,0.000521518304534849,0.00396041930838624
INS,repeats,5+,0,0.000228000018704361,1.88622157031301e-07,1.27622777739832e-06,0.00471145090231632,0.00019903679622241,0.00830064177914843,7.34169505398599e-05,0.000134376508418318,0.00253561697716299,0.00310485188181843,0.000232259996234468,0.00421357864464126,4.94101870389915e-06
INS,repeats,5+,1,0.00203580690373647,3.50508617525719e-05,0.00123155357354144,0.00421409615271726,0.0104356126258395,0.00568033769899128,0.000661248287578649,0.00189894312498491,0.0154637079785524,0.0291946274092482,0.00229570747380147,0.00161920282212484,0.0026952560238259
INS,repeats,5+,2,0.000419979427105805,1.06865947605129e-05,0.000127061439926468,0.000291532891477765,7.36306357354366e-05,0.00125125802745304,3.74726220864308e-05,7.55049308619153e-05,0.000250253591664438,0.000597488166255984,0.000103587752831917,0.000342390462130777,0.000534503488256307
INS,repeats,5+,3,0.000671651356906842,4.48386494332552e-05,0.000158155043139551,0.000162825490050945,6.0361801393168e-05,9.90001997308687e-05,6.91778020164183e-05,0.000197425963329969,3.2619338004829e-05,0.000123843687633745,4.09586633079149e-05,0.000272712952595799,0.000585115026149144
INS,repeats,5+,4,0.000243694989151335,5.11713694670862e-06,0.000103881778617601,0.000138554759557452,4.30142524451588e-05,6.58246305070383e-05,3.31533991396618e-05,0.000133445681473621,3.79212698437309e-05,0.000115457176921066,8.35058798606799e-06,0.000307296924373639,0.000138655978771693
INS,repeats,5+,5+,0.000647787105666077,3.86173138995197e-05,9.87587239049452e-05,0.000574842083105966,0.000317000442295925,7.20311798663105e-05,7.42958496504861e-05,7.10588427043321e-05,0.000186799847790008,3.50153495936845e-05,5.33109231433561e-05,0.000558582025704922,0.00115837689874013
DEL,MH,2,1,0.00476905018904405,0.000119701931877877,0.000699643431978329,0.0312459427081546,0.00310794461211048,0.00146211523076287,0.00937684458520599,0.00438805032716833,0.0100835646915025,0.00203649719987403,0.200846577738561,0.0121434163066903,0.001133371496962
DEL,MH,3,1,0.000716558481642336,3.46840559903667e-06,6.56127747001883e-06,0.014535131927946,0.00996342902705009,0.00135628724001359,0.000565959188729183,0.00237159420246273,0.0020321715586351,0.00164147080430356,0.00612394940098765,0.00266631973174789,9.41854628957208e-05
DEL,MH,3,2,0.00878654938199617,0.00174252235757775,0.00165828179963504,0.00902894261835213,0.00370299527377037,0.00441553956520559,0.000500156769115816,0.00119817515398371,0.000810137701374504,0.00375762656885597,0.041641746818679,0.00515138523196987,0.0568019992498345
DEL,MH,4,1,0.00110748669400677,5.02928633944795e-05,5.70873591910001e-05,0.00949356725420197,0.00528226362834501,0.00259985257190847,0.000178640494259968,0.00246322150490921,0.0010783863160257,2.77066353963244e-05,0.011602628763447,0.0021337489553488,0.00160644029223483
