Type,Subtype,Indel_size,Repeat_MH_size,W.1,W.2,W.3,W.4,W.5,W.6,W.7,W.8,W.9,W.10,W.11,W.12
DEL,C,1,0,0.0362076508255297,1.52191703172481e-75,0.00335792351280858,2.80052200381773e-110,1.4251504501731e-79,0.11459108113534,0.00148828958777915,0.380934319504106,0.0247900386457059,0,0.00478215820603373,0.0219744825452654
DEL,C,1,1,0.0211655978804806,0.000629701729159557,7.78315694517341e-256,0,0,0.236637391532362,0,0.108349886819828,0.000598803092754449,0,3.0961555598365e-05,0.0280658897833977
DEL,C,1,2,8.95436524081939e-30,0,0,0,0.00264150005428898,0.207282098777528,3.36869755552043e-169,0,0.00740878298021674,0,0,0.0270177588822919
DEL,C,1,3,0.00465155654820541,0.00188267144405234,0.000303884540000549,0,0.00252537111009936,0.0741423501205631,0,0.0106440540114163,1.64643732386549e-91,0,0.00248197719495667,0.0144468600955587
DEL,C,1,4,0.00041119315728202,0.000619892424934201,0.000468150622239955,0,0.00249104574424002,0.0505294392895705,0.00187443747648917,0.0139418083265389,0.00207532848175971,0,0.00388760844418223,0.00274588139888859
DEL,C,1,5+,0.000530472907331835,0.0033755138063909,0.00192807030045107,4.20927282818901e-238,0.000403243160688851,0.0259978224088371,0.000413740807663867,7.75299484855756e-254,0.00101862286896827,0.0190014845369461,0.0146351026873907,0.00267002924439352
DEL,T,1,0,0.0340226032141743,0.00125652731694609,0.00351365134352758,0.000258900504968849,0.0284954621952499,0.0313573437317493,0.0212505162407552,0.114398584648261,3.77122340813503e-142,0,0.00790525601148162,0.10685171419619
DEL,T,1,1,1.04304337863179e-35,0,0,0,0.728729496004427,2.4913203024016e-20,0,5.08880835517442e-41,0,0,0,0.113070624697698
DEL,T,1,2,0.00779759601630734,0.000862285332115976,2.17444773805508e-169,5.40745901598815e-108,6.11713169304004e-249,0.00925198168012493,0.0119658165407156,0.0932981511170775,0.0110302033247624,0,0.00705646041294853,0.119828069998438
DEL,T,1,3,0.00784327354341718,0.00227076111498988,0,2.05405199799913e-130,0.0441984861043584,0.0100438918738673,0.0185363517148965,0.122873437710147,0.0223351409549954,0,0.020248269946983,0.0940029311100287
DEL,T,1,4,7.59735382313807e-37,0.00441461663602221,7.44233803227686e-259,0.00029724745097518,1.95873712801239e-131,0.00800337088268567,0.00931473120274029,0.105092368206896,0.0178951267743461,0,0.0471264362582144,0.0554038277374733
DEL,T,1,5+,0.0102862543876591,0.000892247621874747,1.87110548211784e-153,1.88924549344289e-147,8.99064828560996e-147,0.00620975351284095,4.88718798656793e-230,4.08682555685115e-95,3.7301557294989e-18,0,0.815028872929993,0.031556366673494
INS,C,1,0,0,0,0,0,0,0,0.712997180707541,0,0,0,0,0
INS,C,1,1,2.49369259269121e-162,0,0,0.177941262991488,0.000928332364776724,0,0.0182006957451059,0,0.00190021973028719,0,0.000209466018893168,0
