Signature,NumberOfPostSamples
low confidence hdp.1,3392
low confidence hdp.2,3330
low confidence hdp.3,1800
low confidence hdp.4,1400
low confidence hdp.5,798
low confidence hdp.6,793
low confidence hdp.7,596
low confidence hdp.8,400
low confidence hdp.9,400
low confidence hdp.10,386
low confidence hdp.11,200
low confidence hdp.12,13
low confidence hdp.13,2
low confidence hdp.14,2
