Group.1,x
hdp.1,6812
hdp.2,5620
hdp.3,4930
hdp.4,4353
hdp.5,4200
hdp.6,4200
hdp.7,4000
hdp.8,4000
hdp.9,4000
hdp.10,4000
hdp.11,4000
hdp.12,3997
