Type,Subtype,Indel_size,Repeat_MH_size,W.1,W.2,W.3,W.4,W.5,W.6,W.7,W.8,W.9,W.10
DEL,C,1,0,0.029661004308358,3.062257308927e-50,0.0169386383979255,7.99100324641106e-39,0.00485633668688229,0.357687101163573,0.00861421270213943,0.00608011279435147,0.10677448656198,0.0342751758738266
DEL,C,1,1,0.00134182548050126,0.000701115116272862,0.0146057584111936,0,2.51766501285276e-05,0.101914268654533,0.000782493715038972,0,0.225980951028689,0.0209066092806325
DEL,C,1,2,0.00657113103389883,0,0.0146004287861865,0,0,0,0,0,0.200236792210101,8.22590830402172e-80
DEL,C,1,3,4.68069581244514e-182,0.00189872706266169,0.0102511916056744,0,0.00248299756726282,0.0100072697696661,0.000243487876292953,0,0.0721163993722823,0.0045451403268104
DEL,C,1,4,0.0020224490027804,0.000575744678231429,0.000721064131280726,0,0.00390368381087255,0.0133686350487138,0.000724785094640434,0.00189109945022374,0.0461587859735053,0.000348997730089418
DEL,C,1,5+,0.000923077959055665,0.00337731020848612,0.00109417471083516,1.11253692925372e-308,0.014666663964919,0,0.00195798992722566,0.000197113888200292,0.0244621961309336,0.00039010577443908
DEL,T,1,0,0.00140716138626854,0.00134504589601896,0.112141755729286,0.000418400336021375,0.00793927415293677,0.10951947813447,0.00112861530800234,0.0228401813500375,0.0375899112636479,0.0343382534442181
DEL,T,1,1,0,0,0.170136926258682,0,0,0.0458021948427955,0,0,0.00322142243051197,0.00907401251551221
DEL,T,1,2,0.012785091097764,0.00096145150826046,0.125034321720624,4.98980530835667e-77,0.00707633474685968,0.0889590480167615,0,0.0130973996067973,0.0167882873045617,0.00733809918695618
DEL,T,1,3,0.0243515796763169,0.00237781869001731,0.10042436224659,1.21004798400026e-109,0.020312770023263,0.118136811460857,0,0.0197693784343858,0.0156805706847763,0.00772010038716411
