Type,Subtype,Indel_size,Repeat_MH_size,W.1,W.2,W.3,W.4,W.5,W.6,W.7,W.8,W.9,W.10,W.11,W.12,W.13,W.14,W.15,W.16,W.17
DEL,C,1,0,0.0258607653087537,2.57243050082379e-56,0.0152583571434335,0,0,0.0020207202456927,1.09652188190052e-13,1.55351840419911e-25,2.39901373795936e-144,0.00341996032957369,2.12396505982797e-72,8.51651476429048e-175,6.673971900116e-245,1.23434296974052e-71,1.19433902825487e-147,0.0829542788156812,0.730148773144386
DEL,C,1,1,0,0.0173318352129073,7.19046313543695e-95,0.000497950023027633,0,0,0.0163805770710789,0,2.92079917653001e-286,0,3.89603359591821e-165,0,0,0,0,0.257910553520892,0.168094428822113
DEL,C,1,2,0,0.0205884212128928,0.00585482899405143,0,0,0,0,0,0,0,5.21571001642111e-44,0,0,0,0,0.242531214822944,0
DEL,C,1,3,0.0260333537823929,0.0204713358561232,0,0.00134691893210606,0,0,0.00496074023296892,3.15830083894131e-149,3.03923247247434e-184,0.00171805498617409,0.00377069858902937,7.73814362899936e-106,7.81537584206763e-130,5.9169415642185e-121,0.000153733794284695,0.0769254962448082,0.0151979041246462
DEL,C,1,4,0.0140517128233703,0,0.00179835786107478,0.000237013566197107,0,0.001539209274653,0,0.00639826479760295,0,0.00267251996179267,0,0,0,0.0796633076443804,0.000581984152127636,0.0465652139594652,0.0178966718446047
DEL,C,1,5+,6.26247578415152e-25,0,0.000189995908648585,0.00124579556739431,0,0,0,1.63180970998439e-238,0,0.00923582391942981,0,0,0,0.808812727963946,0,1.21185822000418e-33,4.84974716789302e-164
DEL,T,1,0,0.0172102622083374,0.0986081142482213,6.39350039070474e-160,1.63056294098109e-140,0,2.15606360159509e-156,0.0113630840393881,0.0270619486558791,8.57591191822605e-53,0.00612458853362734,2.80616850307355e-10,0.989157399925193,1.29826645378333e-188,2.27575164245183e-85,1.71961629272648e-106,0.0346544971016793,1.46589314146018e-41
DEL,T,1,1,0,4.43066804539032e-32,0,0,0,0,0,0,0,0,0.792200256140112,0,0,0,0,2.39606437749127e-65,0
DEL,T,1,2,2.94966524741663e-74,0.112554334197704,2.73019658818445e-15,1.15070481703601e-148,0,2.30677887614727e-205,9.07520141330694e-141,0.0560164629249652,1.12235168545474e-50,0.00312753025252074,0.00123376435258321,1.00367839898781e-122,0.962197054468035,5.61693378423586e-103,4.64544556469371e-291,0.0140758145948876,9.53575166270028e-99
DEL,T,1,3,0.0606586416381547,6.51362040455251e-07,3.31176681296515e-49,1.80967792097414e-06,0,0,6.59158690741252e-129,0.072753245758837,0.97806146011392,0.00899247355480303,6.16372979687262e-67,3.76600183892127e-161,1.36388182519619e-182,2.81091318301199e-87,4.14816969748046e-301,3.51638439091645e-34,4.28295127754766e-85
DEL,T,1,4,1.71252819675227e-169,1.854535416792e-79,3.55861810672348e-94,3.51466706686281e-51,0,0,5.39532039856685e-186,0.785630693715582,1.18437319414279e-203,0.028311962465477,3.38140581295939e-131,7.60063986067629e-282,4.87619773062468e-277,1.1125369292536e-308,9.37266092888053e-230,6.46751806285571e-94,1.1713632420319e-158
