MutationsType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	0.00224350	0.00000000	0.00156211	0.02976786	0.08691426	0.02360741	0.00354847	0.37165036	0.01067380	0.00281642
1:Del:C:1	0.00000000	0.00001242	0.00413029	0.01936716	0.23304585	0.00158869	0.00439986	0.09221974	0.00057068	0.00012137
1:Del:C:2	0.00000000	0.00000000	0.00483874	0.00000000	0.20876770	0.00390999	0.00789243	0.00000000	0.00120376	0.00000000
1:Del:C:3	0.00224154	0.00194376	0.00799579	0.00502956	0.07486371	0.00003606	0.00548403	0.00976519	0.00103406	0.00045771
1:Del:C:4	0.00345414	0.00058781	0.00275604	0.00083949	0.04390403	0.00173778	0.00041453	0.01387212	0.00216177	0.00117865
1:Del:C:5	0.01460939	0.00232480	0.00759615	0.00161168	0.02604132	0.00111954	0.00036704	0.00026420	0.00232090	0.00335559
1:Del:T:0	0.00558398	0.00095343	0.13146761	0.03338542	0.02372980	0.00032754	0.06590262	0.12016647	0.00524295	0.01646750
1:Del:T:1	0.00000000	0.00000001	0.00685774	0.00102712	0.00360855	0.00002296	0.42315928	0.00709711	0.00584199	0.00000000
1:Del:T:2	0.00631692	0.00005596	0.15458258	0.00385848	0.00248893	0.00765023	0.05935723	0.09187898	0.00142959	0.00573038
1:Del:T:3	0.01817068	0.00139772	0.12009292	0.00407146	0.00295851	0.01936984	0.07066851	0.11803528	0.00423821	0.01334035
1:Del:T:4	0.04205241	0.00324784	0.10730987	0.00725229	0.00260419	0.01427201	0.01814707	0.10724623	0.00312763	0.00975245
1:Del:T:5	0.83400279	0.00024948	0.01495430	0.00028253	0.00070912	0.00013090	0.00191503	0.00856894	0.00052381	0.06000028
1:Ins:C:0	0.00000001	0.00000002	0.00000004	0.00000012	0.00000012	0.00000002	0.00000047	0.00000024	0.00000008	0.52945390
1:Ins:C:1	0.00018677	0.00000725	0.00874355	0.00197768	0.00504546	0.00147167	0.00260569	0.00000000	0.00007607	0.01390339
