Type,Subtype,Indel_size,Repeat_MH_size,ID83A,ID83B,ID83C,ID83D,ID83E,ID83F,ID83G,ID83H,ID83I,ID83J
DEL,C,1,0,0.0022435,0,0.00156211,0.02976786,0.08691426,0.02360741,0.00354847,0.37165036,0.0106738,0.00281642
DEL,C,1,1,0,1.242e-05,0.00413029,0.01936716,0.23304585,0.00158869,0.00439986,0.09221974,0.00057068,0.00012137
DEL,C,1,2,0,0,0.00483874,0,0.2087677,0.00390999,0.00789243,0,0.00120376,0
DEL,C,1,3,0.00224154,0.00194376,0.00799579,0.00502956,0.07486371,3.606e-05,0.00548403,0.00976519,0.00103406,0.00045771
DEL,C,1,4,0.00345414,0.00058781,0.00275604,0.00083949,0.04390403,0.00173778,0.00041453,0.01387212,0.00216177,0.00117865
DEL,C,1,5+,0.01460939,0.0023248,0.00759615,0.00161168,0.02604132,0.00111954,0.00036704,0.0002642,0.0023209,0.00335559
DEL,T,1,0,0.00558398,0.00095343,0.13146761,0.03338542,0.0237298,0.00032754,0.06590262,0.12016647,0.00524295,0.0164675
DEL,T,1,1,0,1e-08,0.00685774,0.00102712,0.00360855,2.296e-05,0.42315928,0.00709711,0.00584199,0
DEL,T,1,2,0.00631692,5.596e-05,0.15458258,0.00385848,0.00248893,0.00765023,0.05935723,0.09187898,0.00142959,0.00573038
DEL,T,1,3,0.01817068,0.00139772,0.12009292,0.00407146,0.00295851,0.01936984,0.07066851,0.11803528,0.00423821,0.01334035
DEL,T,1,4,0.04205241,0.00324784,0.10730987,0.00725229,0.00260419,0.01427201,0.01814707,0.10724623,0.00312763,0.00975245
DEL,T,1,5+,0.83400279,0.00024948,0.0149543,0.00028253,0.00070912,0.0001309,0.00191503,0.00856894,0.00052381,0.06000028
INS,C,1,0,1e-08,2e-08,4e-08,1.2e-07,1.2e-07,2e-08,4.7e-07,2.4e-07,8e-08,0.5294539
INS,C,1,1,0.00018677,7.25e-06,0.00874355,0.00197768,0.00504546,0.00147167,0.00260569,0,7.607e-05,0.01390339
INS,C,1,2,2.98e-06,1e-08,0.0061258,0.00165508,0.00400998,1.919e-05,0.00362615,1.145e-05,5.36e-05,0.00048788
INS,C,1,3,0.00039927,0.00076358,0.00127317,0.00010602,0.00860824,1.04e-06,0.00032348,1.68e-06,0.00067884,0.00069202
INS,C,1,4,0.00267506,0.00137353,0.00192794,0.00060871,0.00807583,0.00027198,5.49e-06,0.00010131,0.00012126,0.00077122
INS,C,1,5+,0.00776726,0.02172424,0.0144032,0.00556837,0.00813933,2.118e-05,4.18e-06,0.00012497,0.00216668,0.00290359
INS,T,1,0,0.00106628,0.0022843,0.00103485,0.00361702,0.01744495,0.00643041,0.02415317,0.01364535,0.00427143,0.03811973
INS,T,1,1,0,1e-08,0.01049854,0.00448624,0.06723947,0.00016344,0.01174961,0.00421919,0.0002358,0.00272967
INS,T,1,2,0.00044772,5.55e-06,0.0377179,0.00020978,0.05470024,0,0.01456364,2.9e-06,1.146e-05,0.00128761
INS,T,1,3,0.00102174,0.00346923,0.02686966,0.00085435,0.03149617,4.09e-05,0.01613958,0.00010017,0.00034896,0.00022123
INS,T,1,4,0.00325143,0.01483455,0.02142125,0.00283241,0.00833262,0.00047271,0.01246762,0.00191683,0.0016641,0.00477556
INS,T,1,5+,0.00273346,0.9103197,0.0256003,0.01748145,0.0021584,0.00598448,0.0008532,0.00629178,0.0035743,0.1787742
DEL,repeats,2,0,2.272e-05,0.00011738,0.01914455,0.00715847,0.00873755,0.00012387,0.02766938,0.01246288,0.09029494,0.0002476
DEL,repeats,2,1,0.00277549,9.048e-05,0.01645743,0.00721577,0.01173029,0.00024335,0.00972858,0.00039711,0.21105717,0.00509714
DEL,repeats,2,2,0.00166181,0.00043992,0.00174444,0.00011322,0.01335162,0.00159144,0.00248405,4.851e-05,0.04684926,0.00188731
DEL,repeats,2,3,0.00094416,0.00013679,0.00014747,1.322e-05,0.00609325,0.00039222,5.21e-05,5.85e-06,0.00984603,5.923e-05
DEL,repeats,2,4,0.00087678,8.57e-06,0.00077865,0.00028103,0.00321899,0.00012905,0.00013153,0.00014944,0.003411,0.00038109
DEL,repeats,2,5+,0,0,0.02345596,5.146e-05,0.00077373,3.05e-06,0.01521818,0,0.00085258,0
DEL,repeats,3,0,0,7.98e-06,0.0113696,0.01418516,0.00230617,0.00078679,0.01913598,0.00086426,0.00488684,0.00141134
DEL,repeats,3,1,0.00414592,0.00404901,0.00719344,0.00170995,6.39e-06,0.00406062,0.00078298,0.00132545,0.09783627,0.00390382
DEL,repeats,3,2,0.00196627,0.00057387,0.0018227,0.00027222,1.1e-06,0.00049143,0.00059085,0.00041939,0.01476306,0.00145711
DEL,repeats,3,3,0.0004666,0.00028935,0.00105809,0.00044668,3.065e-05,0.00011769,0.00015953,0.00026726,0.00360479,0.00031392
DEL,repeats,3,4,0,1e-08,0.00648042,1e-08,1.23e-05,1e-08,0.00354254,0,0.00044128,1.08e-06
DEL,repeats,3,5+,0,1e-08,0.01041802,0,0.00017,3.383e-05,0.00457568,0,0.00021512,1.994e-05
DEL,repeats,4,0,0,3.639e-05,0.00638676,0.00746843,0.00095818,0.00228131,0.01403887,0.0003436,0.00644679,0.00033619
DEL,repeats,4,1,0.00186233,0.00042948,0.00183894,0.00061627,0.00098799,0.00248576,0.0003711,0.00260158,0.05725472,6.767e-05
DEL,repeats,4,2,0.00048317,0,5.002e-05,0,0,0.00053912,7.978e-05,3.424e-05,0.01039153,0.00043761
