Type,Subtype,Indel_size,Repeat_MH_size,ID83A,ID83B,ID83C,ID83D,ID83E,ID83F,ID83G,ID83H,ID83I,ID83J,ID83K,ID83L,ID83M,ID83N,ID83O
DEL,C,1,0,0.000667565113746539,1.39494190420919e-09,0.000241454946929752,0.0220900213466494,0.00766633112515316,0.0822523685917258,0.0229037344676908,0.0112762550157245,0.00142224308919275,0.476425646841526,0.00199715973076002,0.00295648161494833,0.00940103273194179,0.00286791180480165,0.0150103350813268
DEL,C,1,1,1.62814579596216e-10,1.1262585351526e-05,0.017317443485421,1.40129846432482e-47,0.0142906649624416,0.245845021232963,0.000823668886269432,0.0304163467683135,0.00822393929479268,0.111432393823967,0.000769838117571474,0.000378825504630947,1.83514853313582e-08,3.69182563190407e-05,0.0267662072224516
DEL,C,1,2,0,8.12007261430381e-11,0.0203330068266202,0,0,0.238170345723629,0.00392433692002669,0.000537989195216255,3.98720601424429e-09,0,5.00558128635475e-08,0.00386793636213101,0.000674251269441584,3.50086057920862e-10,0.00399834873370793
DEL,C,1,3,0.00130200112209423,0.000648112456838135,0.0135555527964607,0.0091583857479701,0.0045625798922265,0.0827319859713316,1.40129846432482e-47,0.004893583153546,0.0112121553132767,0.0103429248684552,0.0121819465888574,0.00267588740040083,0.000423157034952055,0.000415417978835104,0.00598779203765455
DEL,C,1,4,0.00170343200761636,2.25346740808163e-05,2.4699675195734e-05,0.0107837576624259,7.11603779018333e-05,0.0493975055590272,0.00142260450200411,0.0142009893905717,0.00872356045816592,0.0145321284048259,0.0105256202426712,0.000657290207451986,0.00158389560441719,0.00140060953533975,0.00354263997938034
DEL,C,1,5+,0.00823288770343041,2.79104932649187e-05,3.37592596294967e-05,0.00498111810172337,3.1313396175392e-06,0.023357934846494,0.000418168954129214,0.0684813336510655,0.0471444701848555,2.55461685583288e-09,0.0287532050991838,5.0977259547664e-05,0.0011589703226225,0.00353002680933741,0.00854177540005459
DEL,T,1,0,0.00101098844064947,5.52902164151847e-05,0.19084014877677,0.0441514619993314,0.0246669214412892,0.0173051749215211,1.3774763904313e-44,0.0478702814633595,0.0271407703419687,0.123033497706056,0.027741805819099,0.0325229833833873,0.00350527582589166,0.0169368500518613,0.0301465526283474
DEL,T,1,1,0,1.57387268484577e-08,0.0332069212920598,1.01973550714618e-10,1.59521467374854e-07,0.00509660200354507,1.19115263361332e-08,0.00108446848568014,1.62891188271175e-08,0.000115506971885737,2.38720976233367e-08,0.691019449234009,3.54871120454454e-05,3.89401126765776e-08,0.00230775880784452
DEL,T,1,2,0.00277851532438968,0,0.170223434917447,0.00852555402714271,0.000663191498120599,0.000230566188112056,0.00663519542812306,0.126334480032092,0.00928387686991838,0.0886167777795345,0.000467581322696731,0.00979859254557583,0.000824068696580382,0.0056721133145038,0.0305162844396207
DEL,T,1,3,0.00161701746289062,0.000491870571174552,0.0815723749696046,0.0602374397935222,0.000245936191058719,0.00192793482669438,0.0122909732504397,0.419541199579835,0.00602663998297964,0.0829569995277524,0.00221676720245212,0.044373646618184,0.00130881951810793,0.0129969942923804,0.0110791917407735
DEL,T,1,4,0.00338145996617972,0.000275264422667792,0.0177168885956755,0.701444635987282,0,0.0042539373968084,0.00484198552231317,0.0227373682763055,0.00561136812021771,0.0379853505600056,0.0266482874083743,0.00188833818529974,1.88407187113172e-05,0.00559935643834731,0.0073079211401951
DEL,T,1,5+,0.938688064217567,0.000153673102314879,0.004875568810803,0.0563474981617846,0.000108869384908642,0.000631588006799997,0.000102960583700684,0.0512216402397788,0.0303845458105208,0.000150205223326388,0.00932832959125266,0.00140273854134755,9.13747170515938e-05,0.0545115816733747,0.00332553438129
INS,C,1,0,0,1.75314217820855e-09,6.94710833298057e-08,1.78357519079938e-35,1.64378488938665e-07,1.7243842757253e-07,1.01980684388953e-08,2.73384714429037e-08,9.36495007256872e-09,6.66374140223525e-07,6.30162747097898e-09,5.97825763686982e-08,7.43206736880916e-08,0.590574098825455,8.49607483492697e-06
INS,C,1,1,0.000139495536163849,5.2750043703087e-07,0.00251441477414119,0.00028099752489652,0.000543324852048681,0.000333157353816205,0.00138615745509014,0.000513864310341887,0.000191823617077507,6.28494657576084e-06,3.53378709808134e-05,3.8883348388481e-05,5.54389358107344e-05,0.0152538927365094,0.0938042847730685
INS,C,1,2,8.04190643534736e-06,4.20923895726905e-07,0.00341340131009929,4.21317894646364e-05,0.000539830164487816,0.00146353591961088,9.48996370425448e-06,8.48998033933425e-05,1.13882918345709e-05,3.65107768781314e-05,5.8524785345071e-06,0.00101442238972425,2.0932167946679e-05,0.00020640847615141,0.0581803462572862
