Type,Subtype,Indel_size,Repeat_MH_size,ID83A (ID2 1),ID83B (ID1 1),ID83C (False Positive) (ID5 0.826),ID83D (ID8 0.991),ID83E (ID3 0.977),ID83F (ID6 0.998),ID83G (ID13 0.981),ID83H (ID9 0.994),ID83I (ID4 0.993),ID83J (ID14 0.984)
DEL,repeats,4,4,0,1.3e-07,0.00454882,8.815e-05,0.00021572,1.482e-05,0.00318643,0,0.00014668,0
DEL,repeats,4,5+,0.0001565,2.869e-05,0.00158988,1.032e-05,7.314e-05,0.00010255,0.0009038,0,0.00067761,6.824e-05
DEL,repeats,5+,0,0,0,0.00626731,0.29333797,0.00104657,0.01497046,0.02462992,5.809e-05,0.00221744,0.00060441
DEL,repeats,5+,1,0.00320982,3.63e-06,7.98e-05,1.5e-07,0,0.0074698,0.00062218,0.00019003,0.01174071,0.00042922
DEL,repeats,5+,2,0.00041609,9.196e-05,0.00034183,0.00032101,2.199e-05,0.00041435,0.0002499,5.714e-05,0.00293632,2.861e-05
DEL,repeats,5+,3,0.00011744,5.34e-06,0.00031107,4.5e-07,2.362e-05,0.0001815,8.685e-05,9.692e-05,0.00096286,0.00011026
DEL,repeats,5+,4,6.159e-05,1.56e-06,0.00013366,1.48e-06,4.211e-05,8.063e-05,2.62e-05,5.553e-05,0.00018559,2.95e-05
DEL,repeats,5+,5+,1.428e-05,2.196e-05,0.00055645,9.81e-06,5.85e-06,0,0.00066881,4.23e-05,0.0001566,6.13e-06
INS,repeats,2,0,0.0002213,0.00057365,0.00518265,0.00169118,0.00221842,0.00198391,0.0101564,0.00081041,0.00092467,0.02588022
INS,repeats,2,1,0.00022254,1.59e-06,0.02076659,0.00116368,0.00309052,6.166e-05,0.01116132,0.00113276,0.00032947,6.81e-06
INS,repeats,2,2,0.00096931,0.00018405,0.00845934,0.00031988,0.00135154,0.00039277,0.00401886,0.00039873,0.0001443,0.00108006
INS,repeats,2,3,0.00044932,0.00038121,0.00188664,0.00048027,0.00085553,0.00032012,0.0010013,0.00044578,0.00030758,0.00101654
INS,repeats,2,4,0.00205151,0.00221633,0.00386388,0.00108095,0.00023712,4.982e-05,1.671e-05,0.00012532,0.00047069,0.0035547
INS,repeats,2,5+,0.01496885,0.01294149,0.03639644,0.00891171,1.472e-05,2.885e-05,0.00060401,7.291e-05,0.0044099,0.00032547
INS,repeats,3,0,5.1e-07,4.664e-05,0.00384218,0.00033387,0.0003446,0.00100536,0.00274552,0.00046415,0.00022684,0.00813528
INS,repeats,3,1,0.00103573,0.00030805,0.00690242,0.0005035,0.00033873,8.461e-05,0.00570996,0.00056976,0.00055771,0.00297814
INS,repeats,3,2,0.00017272,3.343e-05,0.00159467,2.186e-05,0.00016078,0.00081991,0.00077424,4.95e-06,0.00112169,0.00034991
INS,repeats,3,3,1.03e-05,0.00014431,0.00011589,5.053e-05,6.74e-06,0.00029729,5.053e-05,2.092e-05,9.96e-06,0.00033457
INS,repeats,3,4,0.00010874,9.902e-05,0.00016212,0.00012079,2.039e-05,0.00014308,7.2e-07,4.088e-05,0.00016936,0.00094402
INS,repeats,3,5+,0.00208669,0.00096839,0.00240633,0.00052495,8.15e-06,1.8e-07,1.89e-06,2.01e-05,0.00030769,0.00189718
INS,repeats,4,0,5.63e-06,7.2e-07,0.00171053,0.00068701,0.00014738,0.0016533,0.00302029,7.88e-06,0.00041376,0.00525503
INS,repeats,4,1,0.00115247,0.00058073,0.00482156,0.00091884,1.715e-05,0.00066822,0.00487251,0.00097402,0.00200097,0.00179535
INS,repeats,4,2,0,2.572e-05,0.00032861,0.00013621,0.00014802,0.0004139,0.00025483,2.354e-05,8.551e-05,8.563e-05
INS,repeats,4,3,0.00022922,5.537e-05,4.831e-05,9.79e-06,3.96e-06,0.0003872,1.5e-07,3.3e-06,8.997e-05,0.00084057
INS,repeats,4,4,0.00015166,0.00035342,0.00039384,0.00024652,7.8e-07,4.65e-06,2.766e-05,0.00015424,0.00025317,0.00150163
INS,repeats,4,5+,0.00219272,0.00076429,0.00257478,0.0013286,1.556e-05,4.745e-05,0.00081673,3.7e-07,0.00033084,0.00020829
INS,repeats,5+,0,0,3e-08,0.00428651,0,6.853e-05,0.00866985,0.00397485,5.38e-06,5.64e-05,0.00284279
INS,repeats,5+,1,4.166e-05,0.00165335,0.00233693,0.01105495,0.00026782,0.00570913,0.01250285,0.00111912,0.0023901,0.0247344
INS,repeats,5+,2,7.94e-06,0.0002235,0.00043517,5.508e-05,6.4e-06,0.00132577,0.00030098,9.36e-06,6.893e-05,0.00054003
INS,repeats,5+,3,8.351e-05,0.00020056,0.00058675,7.955e-05,6.872e-05,5.958e-05,4.145e-05,0.0001764,4.55e-05,0.0001285
INS,repeats,5+,4,3.79e-06,0.00018948,0.00035969,4.054e-05,1.015e-05,2.381e-05,6.013e-05,0.00013613,1.859e-05,2.219e-05
INS,repeats,5+,5+,6.34e-05,0.00018157,0.00081138,0.00038385,7.596e-05,3.32e-06,0.00035439,1.514e-05,2.189e-05,0
DEL,MH,2,1,1.983e-05,5.884e-05,0.0182558,0.00016327,0.0098417,5.952e-05,0.0162055,0.00026903,0.20503549,0.00320094
DEL,MH,3,1,0,2.28e-06,0.01016035,0.01131893,0.00157425,0.00092963,0.01253631,0.00105003,0.00620646,0.00135539
DEL,MH,3,2,0.00253183,0.00127406,0.01141313,0.0036761,0.00070547,0.00397275,0.00360774,0.0003138,0.042219,0.00355765
DEL,MH,4,1,3.465e-05,5e-05,0.00902978,0.00529666,0.00021974,0.00252338,0.00522974,0.0018848,0.0118427,7.144e-05
DEL,MH,4,2,0.00047483,4.744e-05,0.00512137,0.00079231,0.00036638,0.00957614,0.00225833,0.00150882,0.03067033,0.00083154
DEL,MH,4,3,0.00055191,2.22e-06,0.0017059,8.015e-05,4.49e-06,0.00495664,0.00051167,0.0013318,0.0475238,0.00185254
DEL,MH,5+,1,0.00047703,0,0.00103957,0.33246489,0.00015948,0.06935512,0.00780378,2.35e-05,0.00014684,0.00141858
DEL,MH,5+,2,1e-08,1e-08,0.00099933,0.11257934,0.00109759,0.26977187,0.00421658,3e-08,2.31e-06,0.00122731
DEL,MH,5+,3,0,1e-08,0.00338437,0.02079846,0.00052727,0.24224768,0.00087887,6.99e-06,0.00021593,3.794e-05
DEL,MH,5+,4,0.00036588,0,0.00054178,6.079e-05,0.00101959,0.13736083,4.67e-06,0,0.0032216,1.648e-05
DEL,MH,5+,5+,0.00238007,0.00029082,0.00100165,0.0009345,0,0.11145055,0.00389633,0,0.00062982,0.0004996
