"ex.sig","gt.sig","sim"
"signeR.10","SBS1",0.99996382842572
"signeR.20","SBS2",0.999990166351249
"signeR.13","SBS3",0.985325252198925
"signeR.3","SBS4",0.999966378144962
"signeR.1","SBS5",0.999522839744931
"signeR.5","SBS7a",0.999782841344476
"signeR.12","SBS7b",0.999456728982379
"signeR.16","SBS7c",0.996540800571246
"signeR.22","SBS7d",0.955034097249125
"signeR.19","SBS12",0.93744240524678
"signeR.21","SBS13",0.999847086782901
"signeR.17","SBS17a",0.997833139626547
"signeR.8","SBS17b",0.999642572969162
"signeR.15","SBS18",0.997786629131796
"signeR.23","SBS28",0.97568622302355
"signeR.24","SBS38",0.985783507170029
"signeR.2","SBS40",0.999064877476734
"signeR.7","SBS44",0.960377607553123
