Type,Subtype,Indel_size,Repeat_MH_size,hdp.1 (ID2 0.998),hdp.2 (ID5 0.972),hdp.3 (ID6 1),hdp.4 (ID8 0.975),hdp.5 (ID1 1),hdp.6 (False Positive) (ID8 0.968),hdp.7 (ID3 0.983),hdp.8 (ID14 0.914),hdp.9 (ID9 0.998),hdp.10 (ID4 0.998),hdp.11 (ID13 0.999),hdp.12 (ID11 0.999),hdp.13 (ID12 0.993),hdp.14 (ID10 0.987)
INS,T,1,0,0.00144882386521873,0.00515638106434537,0.00701843866876487,0.00400973878671362,0.00216802637167131,0.00433354702611117,0.0215173834864306,0.0378333585468053,0.0124073626153243,0.00155992233228684,0.0380678167197191,0.000877971347990081,0.00563433225500657,0.00773122477509301
INS,T,1,1,9.34873736673525e-06,0.0127062457912079,0.00121620521035397,0.00574229361258089,3.03801129083747e-05,0.00454238864695558,0.0500961058987612,0.00281322021103458,0.0091812648485502,0.0012764826984927,0.00481282002550902,0.296301319367041,0.00253694475184178,0.0349093227359163
INS,T,1,2,0.000588248155259829,0.0319731726500649,0.000310344607982455,0.000638724189166964,0.000245179188041353,0.00173233073903155,0.039992913986919,0.0026275759515262,0.00217138482766574,0.000410011054110061,0.00369815147815377,0.161575910494124,0.00214214018165349,0.00167994508102447
INS,T,1,3,0.00145644693505691,0.0179445930539602,0.000925174384465047,0.00113906871168428,0.00381625852846749,0.000456814608969504,0.0251791524837604,0.000697487372391771,0.00169756401078985,0.000891847734379302,0.00792348990812041,0.114085827162393,0.0014067624382808,0.00327455390823055
INS,T,1,4,0.00451921939800307,0.0107671121426923,0.00146520182119401,0.00107917779630354,0.0156751102911155,0.00188754942200728,0.00794763474858191,0.00505959891114448,0.00138134183167352,0.00080426159518238,0.0149026261182804,0.0551893213909584,0.0025526718569729,0.0012404733663953
INS,T,1,5+,0.057450601143247,0.00301637438636853,0.0125849113190803,0.0161514601800024,0.897038721544264,0.0173119727399458,0.0215000169929044,0.0309019253822836,0.0302996690316573,0.00657279953909889,0.0095107240853938,0.0121468978054338,0.00999825529848496,0.0159656736417896
DEL,repeats,2,0,0.000207384595752968,0.0280148912014356,0.00146763661241373,0.00838763107451327,0.000578482977316725,0.00815581741112136,0.00667492256783262,0.000900848952847838,0.013127359467086,0.0676880517137852,0.021554907954241,0.000259982413101316,0.00368897457105289,0.00124826754414452
DEL,repeats,2,1,0.00285407051058024,0.0244243630168572,0.0026250751671085,0.00991182421128446,0.00159226282281288,0.00842632558246029,0.00954638006283008,0.00678951136291288,0.00389643451225352,0.223726318477156,0.00522331509877138,0.00150895940353391,0.00484379343353849,0.0150173820156343
DEL,repeats,2,2,0.00161164812971615,0.00477453352814596,0.00211962587939125,0.000836611968400338,0.000538084379273958,0.000614639986417402,0.0117269439402204,0.00449370176020667,0.00105388305765308,0.0494537680742092,0.00291475308849017,0.00106546586925407,0.00108981865950523,0.00531482982212287
DEL,repeats,2,3,0.000738511636521152,0.000257813493590281,0.000428178732999594,0.000215989389273582,0.000435695096720108,0.000114660167666096,0.00739861860233398,0.000539469166230628,7.66976440943503e-05,0.0118293228671483,0.000149877451448605,8.36264274994962e-05,0.000804638984689082,0.00125526231904767
DEL,repeats,2,4,0.000776854247136387,0.000894571162620053,0.00025234669844226,0.000304338857035915,9.54999288001117e-05,0.000162598585795344,0.00295747368128637,0.00031407721772266,0.000409542348759375,0.00306931831395268,9.30002401610248e-05,0.00018580875633754,0.0101825645748739,0.00124626903702934
DEL,repeats,2,5+,3.38359975793607e-06,0.0209322377590048,8.18984577752169e-05,0.000548875410449666,8.07593981223513e-06,0.000758486191003364,0.000444773995601764,0.000169040437649682,0.000104112777968586,0.00231785324887109,0.000775046799145419,0.0046902600498437,0.238529982060254,0.000549589456675863
DEL,repeats,3,0,1.19739549899646e-05,0.0181839288183907,0.00114764796867078,0.00974334490248453,0.000113148202788454,0.0110421572409208,0.00112094863535834,0.00142512378973749,0.00286799976942574,0.00493320698140332,0.00470363497889553,0.000777412348340471,0.00597033449615778,0.00454820249273793
DEL,repeats,3,1,0.00516005673311151,0.00536939137725575,0.00518138740795348,0.00146772617974151,0.00451780897405371,0.0018365400564326,0.000487414978089735,0.00551067880158914,0.00465624492683093,0.0964805122266578,0.00138948387304991,0.000831669004676936,0.00184092350800905,0.0287832988757398
DEL,repeats,3,2,0.00221790501199446,0.000921459989674908,0.000430775500826334,0.000750966931509491,0.000605149440342366,0.000635541686947501,0.000212600259593879,0.0021799775076003,0.000883184741122381,0.0193657719952728,0.000430462094271333,0.000248968748915179,0.000928751410403689,0.00285706577186841
DEL,repeats,3,3,0.000407107506216825,0.000551272844476403,3.06727130425798e-05,0.000386326000533088,0.000268440459562378,0.00015266701107818,3.78426302602654e-05,0.000465301669948412,0.000134175233685074,0.00425901121892985,4.82760330067913e-05,0.000283021200429458,0.00514958103921612,0.00353595863889674
DEL,repeats,3,4,1.97571839934864e-06,0.00508793093688042,1.33977793516248e-05,3.58168728130618e-05,4.23202194924482e-06,2.72499300757647e-05,0.000233935867159014,4.82610238065964e-05,2.49918800249011e-05,0.000767296892657963,0.000161617675820707,0.00143494807968898,0.0732389593397777,0.000584763181903118
DEL,repeats,3,5+,2.38276323458772e-06,0.00829020195307967,0.000103503051882241,9.6370604147881e-05,5.0824761208634e-06,6.37127024878461e-05,0.000194832103819999,2.03389770306421e-05,5.08468367632638e-05,0.000346434142919351,0.000923772307074275,0.00158499364529058,0.0838965909524056,0.000703874205968142
DEL,repeats,4,0,1.32634578350377e-05,0.0110301146214706,0.00174977415126038,0.0074302022900114,7.6365384902322e-05,0.00611510233595349,0.000336061732844272,0.000169110912275568,0.00217820230382063,0.00816484907103959,0.00205655516627758,0.000268885749342489,0.00195961279402327,0.00179485924014761
DEL,repeats,4,1,0.00172856242129593,0.00286144858527384,0.00255689329978443,0.00239000090738441,0.000894102719531458,0.000624375543212517,0.000300806152975002,0.00105215797462465,0.0036674370234914,0.0661465998470042,9.85199695264861e-05,0.000575083095723726,0.00466149846618115,0.00442649340942316
DEL,repeats,4,2,0.000458229298929993,0.000115348669782644,0.000563632313379751,0.000272023920921449,3.60882803126432e-05,0.000174710430031442,0.000117652486980129,0.000609929697191252,0.000678809835137576,0.0145225164185977,0.000200639762552186,0.00031910905700308,0.000706092788990593,0.000331152628986147
DEL,repeats,4,3,5.57201965750295e-06,0.00430159212149955,0.000218915240965926,5.73849748484385e-05,6.41822914120718e-06,9.04192846393338e-05,5.28768913805558e-05,0.000120680749366845,6.98884667540111e-05,0.00432204138532437,0.000226011318574646,0.000274854605896881,0.0320714410335822,0.000395304707383584
DEL,repeats,4,4,2.76955078409173e-06,0.00482326798284205,4.69346501753809e-05,0.000248524082549297,4.88538674140894e-06,0.000320685320472641,7.2795883706548e-05,1.34183687686565e-05,3.89131414367462e-05,0.000977829296456997,0.000287947481819787,0.000924623331436119,0.0520237143052819,0.000902725663929045
DEL,repeats,4,5+,0.000186770908396996,0.00129649018771549,1.7586031618713e-05,3.86595380279134e-05,3.71216496275226e-05,9.77991874589439e-05,2.26485680306816e-05,2.17766593987125e-05,5.29049427722877e-05,0.000286625016519716,8.90740326645489e-05,0.000255749270063787,0.0240926080126734,0.00153945003082697
DEL,repeats,5+,0,1.80384799069015e-05,0.0173513956801105,0.0202425328186396,0.306703997028316,2.46908444856977e-05,0.186042129815606,0.00263008007888405,0.00723166916572039,0.00161736841636162,0.00436198941271491,0.0165133023461806,0.00113450730835288,0.00700313271538464,0.00178007028749524
DEL,repeats,5+,1,0.00274599662510328,0.000271168953085915,0.00787946517473768,0.000379860886627989,0.000185693968518403,0.000445944211573052,7.15217937810997e-05,0.000550167214440093,0.000549032973165335,0.0118575515386902,0.0032751482181728,0.00107395712962433,0.00223456597683297,0.0194442751264805
DEL,repeats,5+,2,0.000345277205831955,0.000436643219784088,0.000468729448012802,0.00051640451764012,9.23923962555626e-05,0.000468950525581995,3.84127315150423e-05,0.000175495913380821,0.000152847566428235,0.00296800412606903,8.78836910274755e-05,9.55141920178656e-05,0.00310699420777691,0.00246535837729216
DEL,repeats,5+,3,0.000108275192253954,0.000277086867145498,0.000123894106965284,2.48396481616959e-05,3.96439887063628e-05,3.12906503987106e-05,7.74257969271603e-05,0.00020041574109404,4.1821875937403e-05,0.001416556338123,0.00011088416330512,9.74871613391916e-05,0.00184293781704062,0.000423683508419211
DEL,repeats,5+,4,5.57195635348503e-05,4.74989820322987e-05,6.58396341654974e-05,5.36491031072245e-05,1.51218851277322e-05,6.56660038865127e-05,5.57273976544402e-05,1.58567908243052e-05,2.22657194443997e-05,2.34268259407157e-05,0.000122989169791809,4.29932491982627e-05,0.000664257139873309,6.774939120477e-05
DEL,repeats,5+,5+,8.71379806697662e-06,0.0006117121671893,4.02370460281957e-05,5.65024017331042e-05,3.12015436439777e-05,3.12837725768843e-05,3.83522662304448e-05,8.00168902307383e-05,9.55152060921797e-05,0.00036862485019044,8.2440757896664e-05,5.12097923212534e-05,0.00349769268647776,0.000280790249683486
INS,repeats,2,0,0.000331021774036078,0.00656276407456018,0.00214468597444791,0.00209433891374744,0.000335812629081647,0.00207081930130154,0.00278129511776471,0.0256351874507356,0.00100820638235603,0.000258705374645164,0.00935021035544619,0.000245834474866743,0.00792041805899322,0.0250702725064377
INS,repeats,2,1,0.000208300604892301,0.019135524457281,6.28829183231699e-05,0.00205769263487419,3.90810690403867e-05,0.00195450845639714,0.00255390677713784,0.000110518308314113,0.00236573061626383,0.000364940265694437,0.0024154719684432,0.000142028816840267,0.00312767961206267,0.0393673925577594
INS,repeats,2,2,0.000960585929632943,0.0067190538374757,0.000663507603476319,0.000668625340978047,0.000137402345806662,0.000265494239227569,0.0011270815427961,0.0009324074903195,0.00050916546805505,0.000566403837330729,0.000639664636986983,0.000293822583106338,0.00297366244457164,0.0244909052937456
INS,repeats,2,3,0.000380873688149729,0.00122919646266386,0.00043410501997052,0.000283887263158492,0.000483107241824215,0.0001339937248198,0.00135817122263012,0.00153018736200804,0.000338193290644121,0.000112712628308375,0.000404322575902375,0.000384079685983202,0.00126653554031361,0.00358432251108422
INS,repeats,2,4,0.00223107794508387,0.000144182130810314,0.000163413828019558,0.000139939233600445,0.00264276676435951,0.00015931442587329,0.000362122270505816,0.00289974895669716,0.000210756694375689,0.0001432946796252,0.000153995649531705,0.000586721117290029,0.00195186545159414,0.00195154219797811
INS,repeats,2,5+,0.013421788780343,0.00108144134490984,0.000982431829516032,0.00189315477709535,0.0169119588661182,0.00179552416597151,0.000143099733897897,0.00119018957688458,0.00173908297999609,0.000179011377723551,0.00157421721550024,0.000654551303071314,0.0384669496822505,0.00633546740584783
INS,repeats,3,0,2.74207684031354e-05,0.00398096719768188,0.000854007519668852,0.000734754524161945,3.93416050008984e-05,0.000724035181475473,0.000331747102893347,0.00716312554458386,0.000111722790913243,0.000133869274769295,0.000423828819503448,8.88335680500845e-05,0.00971516740612468,0.0191986586020243
INS,repeats,3,1,0.00107379313792321,0.00505038739357299,0.000185954286967111,0.000430174643142726,0.000260153931098123,0.000811950938970037,0.000318690920369177,0.00279554517486242,0.00121990914159071,0.000394630885278358,0.00381143552379169,0.000374614428099878,0.00112189265716181,0.0365506966296177
INS,repeats,3,2,0.00021609396253869,0.000769645108747663,0.000764825256692492,0.000230528806619369,3.70514534101827e-05,0.000147278237677281,8.02072000186475e-05,0.000121441875326412,0.000169329012129531,0.000780858540754541,0.00047746138987707,7.74827508786581e-05,0.000558118548594276,0.00299276440498947
INS,repeats,3,3,2.38529539530461e-05,1.67208870318142e-05,0.00028382158134815,3.61500530252763e-05,0.000131665829930006,3.7965576481126e-05,1.50083474268914e-05,0.000617949709617056,1.27677261890454e-05,3.50392099813445e-05,1.22873975439835e-05,0.000153679325554173,1.64243659497483e-05,0.000689884656161847
INS,repeats,3,4,0.000109345030156838,5.71801458258036e-05,0.000213287196636487,7.7911002603059e-05,8.00095135313448e-05,5.86575034455222e-05,1.99880955083895e-05,0.000467190389922151,4.08426158202061e-05,0.000175968624075239,1.26617791879017e-05,9.76869557008449e-05,0.000109702368796432,0.000715665397947733
INS,repeats,3,5+,0.0017816187847968,0.000115197942117661,3.37836923201592e-05,6.1259080933018e-05,0.00119248726549835,9.42914983275355e-05,5.08297096020388e-05,0.00225009976035667,0.000162304065610826,7.05538502202377e-05,0.000160619324770259,0.000333119636614015,0.00180900445720105,0.00154924271569138
INS,repeats,4,0,4.07108139257004e-06,0.00208085965967028,0.00143967636477433,0.000916337739818863,1.15742762975519e-05,0.000502359545103203,6.608855606512e-05,0.00654227228038031,0.000177644424311152,0.000138635463101222,0.000926268184700397,0.00019477452831673,0.00522434289365719,0.0156329222071113
INS,repeats,4,1,0.00123513165712,0.00363268498281248,0.000517139885052092,0.0014414332987393,0.000634259271702339,0.000501637373811442,0.000133870140098971,0.000662870236156666,0.00138184390995395,0.00115858788037704,0.00299699225627088,0.000546924577878219,0.00327611869300474,0.0570196063540535
INS,repeats,4,2,1.52303136718773e-05,0.000437977530260988,0.000438529809504995,6.76781167236618e-05,4.20002867326489e-05,0.000140555166842082,6.01154497366622e-05,1.21639204278892e-05,5.52037144033346e-05,0.000298237400560344,0.000135737344743692,9.36910684677795e-05,0.00121408603206842,0.00661785646122347
INS,repeats,4,3,0.000142603695092749,4.45066672405849e-05,0.000304917106118843,2.82139839279537e-05,9.60378748118419e-05,4.19134462094169e-05,5.97958475180752e-05,0.000710553368030999,0.00014115453672374,0.000110596963662283,3.22736176116191e-05,6.30725825444162e-05,0.000367533924837763,0.000451462757320282
INS,repeats,4,4,0.00027525156728689,3.5581612717323e-05,8.80535688417665e-05,0.000100067486715325,0.0002705875188639,0.000159094335574849,2.95502483726017e-05,0.0019506530749679,7.16685624755258e-05,0.000335000045225303,2.55347480210906e-05,0.000130303385240741,0.000270304777352225,0.00186120967637175
INS,repeats,4,5+,0.00213645109909392,0.000565171911944107,0.00023479923268236,0.000742233356585059,0.000875647189043706,0.000527288210312594,0.000134068811748363,0.000382028852001749,0.000114378411570048,0.00018523951409744,0.000106641171340713,0.000195761012977393,0.00815051412913828,0.00672357748761675
INS,repeats,5+,0,3.25002828012045e-06,0.00461766309307846,0.00876810997773508,0.000201091980423181,8.01721797657576e-06,0.00021295111938562,0.000259512682543776,0.00253432392655411,0.000145548759029297,0.000100303898586352,0.00287935002431657,0.000960361547876848,0.00955053637950574,0.0662916801149541
INS,repeats,5+,1,0.000240018450031988,0.00454252658755705,0.00629711312975615,0.00955691285139879,0.00123521786287678,0.0101278436797101,0.000615877794166125,0.0285856076634446,0.00205264123964107,0.0022271173842179,0.0124065469020428,0.00123470418072199,0.00443558596094782,0.278876479269985
INS,repeats,5+,2,3.92560875938506e-05,0.000428469332640414,0.00117896087496966,7.61919344868458e-05,0.000150733552428597,0.000138285485639405,9.22138779601606e-05,0.00079551757699892,0.000126731197031468,0.000206419932071238,6.3491286996802e-05,0.000950846341403111,0.000914961140879844,0.0105147454851226
INS,repeats,5+,3,8.99012010520657e-05,0.000128407615838967,1.82185117032457e-05,8.20048658488865e-05,0.000241943412407433,3.66828627105227e-05,4.12632377889267e-05,5.65065550352351e-05,7.41748044703855e-05,4.05304294560328e-05,3.42223220658602e-05,7.44858354538591e-05,0.00028347525948174,0.00378277426762209
INS,repeats,5+,4,2.62945899243013e-05,8.28779772327592e-05,2.61450812179375e-05,6.71889798163681e-05,0.000218769886158083,3.0258977124767e-05,1.69734691763117e-05,0.000477282356348998,3.58965223469067e-05,9.21502696693907e-05,3.33871630140426e-05,0.000160609692474021,0.00164375364318778,0.00122288650378168
INS,repeats,5+,5+,0.000113175556281304,0.000345183649428603,7.12748492008716e-05,0.00015401786980168,9.04289270609289e-05,0.000285237026779938,9.75261851069452e-05,0.000297106927809359,0.00010072686163116,0.000162656576863874,3.03249131573779e-05,0.000183848274163817,0.00420138379931532,0.00474325678717998
DEL,MH,2,1,0.000296740116170545,0.0285972164158439,0.00057081584734798,0.00417936650390459,0.00102761794980292,0.00358943548272476,0.00815969082061441,0.00223245291403487,0.00494595239345198,0.19941532300072,0.00947540741698418,0.000396392013520084,0.00617192034616366,0.00262523894650696
DEL,MH,3,1,1.37616604560846e-05,0.012762590757513,0.000959757675591261,0.0103849330236884,6.89367352095966e-05,0.00916031641102932,0.000602791378999656,0.0014225867032056,0.00371754111635222,0.00716090676768672,0.000733394441377182,0.000284719452503511,0.0147569829121516,0.0052394861038804
DEL,MH,3,2,0.00257131805020976,0.00892777750501287,0.00425941141871266,0.00312704515938774,0.00139719563438871,0.00393307553354264,0.00043450785406688,0.0035239427181677,0.00202165346610197,0.0527150056973779,0.00120736160257768,0.00116545046011393,0.00605113927769357,0.0234007196624122
DEL,MH,4,1,0.000145485293988563,0.00867568919174662,0.00254354437052064,0.00592988116099835,6.62409304782914e-05,0.00556881414284576,0.000129296373214057,0.000130110254310366,0.00263256240057087,0.0109346463227365,0.00159306109157746,7.66710862844417e-05,0.00353216836028737,0.000656909288761295
DEL,MH,4,2,0.000473962879544351,0.00692908666126633,0.00868709853471256,0.00188499186189609,0.000113824516343979,0.0015950528542897,0.000433246720988131,0.00115423342275765,0.00281875045446383,0.030482686392997,0.000408066392341557,0.000357469574440507,0.00502430651213714,0.00101004549601448
DEL,MH,4,3,0.000593236511872091,0.00292142584121048,0.00481494490174169,0.00133876062632209,0.000106617929684954,0.00110625981273885,0.000202783288744577,0.00292482382858733,0.00178948168077352,0.0395022045522756,0.000724514876745787,0.000646184914177083,0.000542159023190275,0.00106580384452814
DEL,MH,5+,1,0.000561169228553473,0.0083271821208524,0.0661900409876148,0.223224525182753,4.59947214847431e-05,0.378259996844387,0.00196316958451759,0.00775447813039162,0.000395197847805351,0.000708605027363567,0.00848054099568277,0.000166903214866099,0.00658872736885066,0.00212141530276883
DEL,MH,5+,2,7.64528954846954e-05,0.00764107226079464,0.257390943085218,0.129755137355315,2.23156474778201e-05,0.0966950907211694,0.00257933674826,0.00478281686544058,0.000138544559546974,0.000454903556179104,0.00841737609268323,0.000253439147757171,0.00146982580565389,0.00130402589265818
DEL,MH,5+,3,2.0813095012427e-05,0.00681706882578528,0.220167338135549,0.0417800011058747,1.92175644240668e-05,0.0432348236554167,0.00106015511064441,0.00165091039615042,0.000716067363071095,0.0015760275322613,0.00338795228734417,0.000732645924182535,0.00328588034446544,0.000858358805971939
DEL,MH,5+,4,0.000391235922843397,0.00206936729295165,0.124385695683344,0.0147335160862242,8.80449555258838e-05,0.0148099690327104,0.000693631831209672,0.000278868094630114,0.000452256347261173,0.00391743835039393,0.000386294659818311,0.000369319877516067,0.00105022973969239,0.000568375423558602
DEL,MH,5+,5+,0.00201646656264491,0.000795701227227119,0.0996493301587255,0.0116281276406304,0.000586625738528159,0.0100526450147723,0.000179257974087231,0.00053752406655618,0.000371189377304923,0.000418117140001267,0.01187605771214,0.000568240138837102,0.00916657808871823,0.0343801180518153
