Signature,NumberOfPostSamples
low confidence hdp.1,3599
low confidence hdp.2,3000
low confidence hdp.3,1600
low confidence hdp.4,800
low confidence hdp.5,776
low confidence hdp.6,199
low confidence hdp.7,195
low confidence hdp.8,191
low confidence hdp.9,162
low confidence hdp.10,2
