Type,Subtype,Indel_size,Repeat_MH_size,low confidence hdp.1,low confidence hdp.2,low confidence hdp.3,low confidence hdp.4,low confidence hdp.5,low confidence hdp.6,low confidence hdp.7,low confidence hdp.8,low confidence hdp.9,low confidence hdp.10
INS,repeats,5+,2,0.000426930518749801,0.000920502086982148,0.000229298740888915,0.000276141203305895,0.000438819721765458,0.00021919554915325,0.000213693617220272,0.000108862136660248,0.000688781437755181,0
INS,repeats,5+,3,0.000198938772311073,0.000192985058238609,6.92177563609735e-05,0.000197515389303576,0.000472424503432255,0.000425665667296151,0.000147691295004039,9.99552345698643e-05,0.000168737621297454,0.00126662444585181
INS,repeats,5+,4,0.000232591567655282,0.000182992108416117,9.70958725782039e-05,8.34784497289016e-05,0.000248773262339154,0.000300956443394738,0.000328235763846651,8.74195945908054e-05,9.40504774444826e-05,0.000633312222925903
INS,repeats,5+,5+,0.000655831044456238,0.000369315200106398,0.000127460459881555,0.000537637064554088,0.000586778639104221,0.000942000030541034,0.000550216668161338,0.000204528862816224,0.000290450003872667,0.00316656111462951
DEL,MH,2,1,0.0295516283024567,0.00324256080906798,0.000514551314563506,0.0291767127519879,0.0408291572051262,0.0195453076245692,0.0383334384042947,0.0126481308536078,0.0565464664682386,0.00126662444585181
DEL,MH,3,1,0.0196457525285839,0.00087489789779223,3.54033962593298e-05,0.0103652736294179,0.00796759585519275,0.0219217818657518,0.0068707529503482,0.000798322335508487,0.00611051484337829,0
DEL,MH,3,2,0.0102989018353273,0.00528054722119988,0.00297232918301789,0.00720395632330567,0.00750577480228643,0.00524701334134187,0.0077811706325775,0.00185890345478939,0.0202900074133906,0.0151994933502217
DEL,MH,4,1,0.0110544329560608,0.00287485053726641,7.5277500464896e-05,0.00816971826777342,0.00710692193250333,0.0121546954295342,0.00679143177387308,0.000486250877082442,0.00609391770029986,0.00569981000633312
DEL,MH,4,2,0.00378942779048958,0.00588375801048485,0.000406233388705892,0.00608588282143783,0.00313454310547334,0.00415389881755295,0.00875315101893675,0.000590494620066195,0.0205555617026456,0.0101329955668144
DEL,MH,4,3,0.00426221670920989,0.00475192017559006,0.000547772873611506,0.00269295052361907,0.0036348628402892,0.00580120586184254,0.00125463607118661,0.000349348493100615,0.0171116545138697,0
DEL,MH,5+,1,0.0245922800263781,0.021305726063206,0.000343519977239074,0.0057501984662436,0.00517187377652494,0.0131383712466341,0.00478620427156374,0.00158081017841185,0.0143233344766921,0.00443318556048132
DEL,MH,5+,2,0.0107398275547998,0.57150424963818,2.67007474579085e-05,0.00514106153024064,0.0204426369639548,0.0276367729324992,0.00383878977194866,0.00343905386267602,0.0223480531551169,0.000633312222925903
DEL,MH,5+,3,0.00894314298010169,0.0522763303780648,0.000139448214521923,0.00504709089515697,0.00437628872706392,0.0102745129977552,0.00320481230922591,0.000823723500729211,0.0155653540170619,0.00126662444585181
DEL,MH,5+,4,0.00200173313993206,0.0514701415807187,0.000130893765983913,0.00266020616182438,0.0030327499804244,0.000836697088930402,0.00299289453924016,0.00134692152722362,0.00437887958219458,0.00189993666877771
DEL,MH,5+,5+,0.00172332511596478,0.0102714805875443,0.00148975844789667,0.000785296356365677,0.00383502336021716,0.0022759433362008,0.00165124195356219,0.000387285298300398,0.00109264525266384,0.00189993666877771
