"ex.sig","gt.sig","sim"
"signeR.13","SBS1",0.999782361571369
"signeR.15","SBS2",0.994477073038019
"signeR.8","SBS3",0.994243831779678
"signeR.3","SBS4",0.999593548937349
"signeR.4","SBS5",0.946687881708047
"signeR.2","SBS7a",0.99178999336769
"signeR.11","SBS7b",0.992055575500177
"signeR.17","SBS7c",0.998749062825808
"signeR.19","SBS7d",0.987215242110525
"signeR.5","SBS12",0.916628354018998
"signeR.22","SBS13",0.999584088619273
"signeR.18","SBS17a",0.999754710862812
"signeR.9","SBS17b",0.999099244505134
"signeR.14","SBS18",0.998655850346773
"signeR.28","SBS28",0.992468622711331
"signeR.1","SBS40",0.994297458492765
"signeR.10","SBS44",0.96661535461274
