Signature,NumberOfPostSamples
low confidence hdp.1,3473
low confidence hdp.2,3382
low confidence hdp.3,3200
low confidence hdp.4,3000
low confidence hdp.5,2789
low confidence hdp.6,2000
low confidence hdp.7,1000
low confidence hdp.8,599
low confidence hdp.9,400
low confidence hdp.10,337
low confidence hdp.11,200
low confidence hdp.12,200
low confidence hdp.13,167
low confidence hdp.14,94
low confidence hdp.15,13
