"ex.sig","ref.sig","sim"
"hdp.1","SBS1",0.995993520251035
"hdp.13","SBS2",0.999867955844944
"hdp.19","SBS3",0.97705333198611
"hdp.21","SBS4",0.991157272401877
"hdp.6","SBS5",0.985120249120736
"hdp.4","SBS7c",0.995237103645311
"hdp.7","SBS7d",0.97990249272372
"hdp.15","SBS12",0.99082025872553
"hdp.16","SBS13",0.992998313430184
"hdp.20","SBS16",0.990119170558106
"hdp.5","SBS17a",0.999132189726405
"hdp.2","SBS17b",0.995938938488209
"hdp.17","SBS18",0.993285362700005
"hdp.18","SBS22",0.989217573542258
"hdp.3","SBS28",0.979721725497852
"hdp.23","SBS29",0.954892087764662
"hdp.9","SBS38",0.990515669160207
"hdp.12","SBS40",0.98983099996826
"hdp.11","SBS41",0.991885957037648
"hdp.14","SBS44",0.988160282923858
