Signature,NumberOfPostSamples
hdp.1,8400
hdp.2,5000
hdp.3,4800
hdp.4,4200
hdp.5,3800
hdp.6,3475
hdp.7,3464
hdp.8,2800
hdp.9,2703
hdp.10,2602
hdp.11,2600
hdp.12,2600
hdp.13,2600
hdp.14,2600
hdp.15,2600
hdp.16,2600
hdp.17,2600
hdp.18,2600
hdp.19,2600
hdp.20,2600
hdp.21,2600
hdp.22,2600
hdp.23,2600
hdp.24,2600
hdp.25,2600
hdp.26,2600
hdp.27,2597
hdp.28,2573
hdp.29,2554
