Signature,NumberOfPostSamples
hdp.1,2800
hdp.2,2400
hdp.3,2204
hdp.4,1800
hdp.5,1730
hdp.6,1602
hdp.7,1400
hdp.8,1400
hdp.9,1204
hdp.10,1203
hdp.11,1202
hdp.12,1200
hdp.13,1200
hdp.14,1200
hdp.15,1200
hdp.16,1200
hdp.17,1200
hdp.18,1200
hdp.19,1200
hdp.20,1200
hdp.21,1200
hdp.22,1200
hdp.23,1200
hdp.24,1200
hdp.25,1200
hdp.26,1200
hdp.27,1200
hdp.28,1200
hdp.29,1200
hdp.30,1200
hdp.31,1200
hdp.32,1200
hdp.33,1200
hdp.34,1196
