Type,Subtype,Indel_size,Repeat_MH_size,ID83A,ID83B,ID83C,ID83D,ID83E,ID83F,ID83G,ID83H,ID83I,ID83J,ID83K,ID83L
DEL,repeats,4,3,3e-08,0,4.3e-06,0.00558052,2.37e-06,0.00014839,5.86e-06,3e-08,0.00210614,0.00368641,0.00013759,0.00017432
DEL,repeats,4,4,0,0,0,0.00434158,0.00012887,2.17e-06,7.913e-05,0,0.00641932,0.00075296,0.00087113,3.762e-05
DEL,repeats,4,5+,0.00011451,1.32e-06,0.00082442,0.00291189,2.615e-05,0,0,6.51e-06,0.00086452,0.00017921,0.00010351,2.022e-05
DEL,repeats,5+,0,0,0,0,0.0021994,0.31389533,0.00884674,0.00248618,4.6e-07,0.02057731,0.00246257,0.00020829,0.00138446
DEL,repeats,5+,1,0.00234435,2.4e-07,0.00662071,0.00028559,1.174e-05,0.00787596,0,2.568e-05,0.00068516,0.00899379,0.00041494,0.00066808
DEL,repeats,5+,2,0.00026344,3.327e-05,0.00122799,0.00066821,0.00047893,0.0004772,2.58e-06,3.055e-05,7.04e-05,0.00293333,8.382e-05,0.00020748
DEL,repeats,5+,3,6.399e-05,9.87e-06,0.00048136,0.00033295,0,0.00010381,1.611e-05,4.92e-06,0.00014002,0.00139497,7.461e-05,0.00017409
DEL,repeats,5+,4,6.844e-05,5.68e-06,0.00013717,7.394e-05,5.995e-05,7.037e-05,4.011e-05,2.64e-06,0.00011152,3.68e-06,1.962e-05,8.03e-06
DEL,repeats,5+,5+,2.3e-06,7.18e-06,0.00016497,0.00099688,1.653e-05,2.942e-05,7.4e-07,3.817e-05,0.00032833,0.00038014,7.782e-05,9.389e-05
INS,repeats,2,0,0.00010865,0.00023517,0.0019571,0.0072281,0.00194844,0.0020623,0.00307901,0.00025143,0.01050316,0.00015653,0.00133802,0.0243553
INS,repeats,2,1,0.00012977,2e-08,0.00019941,0.02820312,0.00168486,0,0.00313016,0.00133999,0.00892109,0.00020479,0.00018973,8.589e-05
INS,repeats,2,2,0.00040967,3.24e-06,0.00516175,0.01135357,0.00016145,0.00057272,0.0012371,7.347e-05,0.00255473,0.00047887,0.00047813,0.000857
INS,repeats,2,3,0.0002249,0.0004507,0.00152715,0.00166251,9.728e-05,0.00050239,0.00137754,0.00025718,0.00053235,5.465e-05,0.00045693,0.00142707
INS,repeats,2,4,0.00115672,0.00195683,0.0109364,0.00019932,0.00010135,2.786e-05,0.00015404,1.977e-05,5.53e-06,0.00054541,0.00149173,0.00297344
INS,repeats,2,5+,0.0047495,0.00972035,0.08742953,0.00136759,0.00246888,0.00012377,0,2.939e-05,6.463e-05,0.0058431,0.01116486,0.0059051
INS,repeats,3,0,2.665e-05,1.92e-06,0.00018862,0.00563114,0.00065147,0.00088982,0.00038832,1.796e-05,0.00170667,0.00010998,0.00027459,0.00738614
INS,repeats,3,1,0.00074184,0.00013852,0.00358979,0.00805628,0.00062177,6.799e-05,8.383e-05,0.00070601,0.00559289,0.00035415,0.00075204,0.00275014
INS,repeats,3,2,0.00017448,1.19e-06,0.00065947,0.00163026,0.00012721,0.00081459,2.167e-05,5.245e-05,0.00077368,0.00091886,6.453e-05,0.00014167
INS,repeats,3,3,1.631e-05,0.00013742,0.00010116,3.333e-05,1.335e-05,0.00029916,5.77e-06,0,7.6e-07,3.216e-05,0.00016076,0.00063839
INS,repeats,3,4,7.537e-05,7.463e-05,0.00037621,4.711e-05,5.65e-05,0.00022192,2.966e-05,7.18e-06,3.1e-07,0.00016691,0.00015276,0.00052272
INS,repeats,3,5+,0.00140605,0.00096087,0.00558847,4.801e-05,7.184e-05,8e-07,0,3.78e-05,4.805e-05,0.00016482,0.00065287,0.00225778
INS,repeats,4,0,2.58e-06,5e-08,5.08e-06,0.00349825,0.00066584,0.00145038,1.8e-06,4.776e-05,0.00170928,8.75e-06,0.00033824,0.0066129
INS,repeats,4,1,0.00078001,0.00040453,0.00514678,0.00502711,0.00091305,0.00040905,2.84e-06,0.00101768,0.00377006,0.00131977,0.00115013,0.00110788
INS,repeats,4,2,7.84e-06,4.953e-05,8.972e-05,0.000652,6.451e-05,0.00047069,1.571e-05,2.057e-05,0.00016762,0.00026156,9.092e-05,2.789e-05
INS,repeats,4,3,0.00013526,7.243e-05,0.00043402,2.309e-05,6.07e-06,0.00032032,5.618e-05,0.00015336,1.15e-06,7.708e-05,7.401e-05,0.00064383
INS,repeats,4,4,9.073e-05,0.00014445,0.00183537,3.127e-05,0.00013561,6.67e-05,5.8e-07,3.991e-05,0,0.00035222,0.0002306,0.00185225
INS,repeats,4,5+,0.0014944,0.00048225,0.00734118,0.00119112,0.00072413,0.00016361,1.781e-05,2.982e-05,0.00011325,0.00051025,0.00075317,0.0005882
INS,repeats,5+,0,0,4e-08,1e-08,0.00353413,1.264e-05,0.00876593,0.00031452,3e-08,0.00783678,9.6e-06,0.00101579,0.00358626
INS,repeats,5+,1,1.014e-05,0.00112814,0.00212947,0.00376018,0.01023263,0.00634605,9.317e-05,0.00131215,0.01303712,0.00239405,0.00383479,0.03411166
INS,repeats,5+,2,4e-07,0.00012919,0.00053613,0.00045735,3.374e-05,0.00120772,5.863e-05,6.709e-05,5.672e-05,0.00018468,0.00086419,0.00089393
INS,repeats,5+,3,2.896e-05,0.00020094,0.00060574,0.00032058,2.722e-05,2.21e-06,2.477e-05,7.602e-05,1.586e-05,4.003e-05,0.00011219,2.323e-05
INS,repeats,5+,4,2.5e-07,0.00021861,0.00028977,0.00023166,3.094e-05,8.08e-06,2e-07,4.44e-06,5.982e-05,0.00010033,0.00017743,0.00043769
INS,repeats,5+,5+,2.008e-05,2.422e-05,0.00095488,0.00089482,0.0003174,4.314e-05,3.536e-05,6.067e-05,6.441e-05,0.00013315,0.00016843,0.00027406
DEL,MH,2,1,5.4e-06,1.307e-05,5.295e-05,0.02861997,0.00013639,0,0.00706807,0.00037306,0.01401482,0.20041323,7.987e-05,0.00492647
DEL,MH,3,1,0,5.08e-06,1.07e-06,0.01402159,0.0118926,0.0005376,0.00070449,0.00266269,0.00970696,0.00742364,0.0001499,0.00108795
DEL,MH,3,2,0.00147455,0.00049425,0.01108659,0.01065262,0.00270775,0.00423629,0.00020029,0.00034639,0.0020457,0.05651557,0.00168383,0.0045921
DEL,MH,4,1,7.921e-05,1.09e-06,0.00016057,0.01253014,0.00641153,0.00247752,8.56e-06,0.0019717,0.0037006,0.01118122,1e-07,0.00022566
DEL,MH,4,2,0.00027405,1e-08,0.00123997,0.00847883,0.00024361,0.00904349,4.6e-05,0.00198577,0.00086033,0.03094997,9.74e-05,0.00150387
DEL,MH,4,3,0.00043527,1.42e-06,0.00127604,0.00223391,0.0001689,0.00506599,1.027e-05,0.00054218,0.00063699,0.03728969,0.000526,0.00338721
DEL,MH,5+,1,0.00041814,0,1.236e-05,0.00056394,0.36986324,0.05916789,6.379e-05,3e-08,0.00156186,1.298e-05,1e-08,0.00022348
DEL,MH,5+,2,1e-08,4e-08,4e-08,0.00015581,0.1062658,0.30574098,0.00179305,1.4e-07,0.00033772,1.1e-07,5.75e-06,0.00087816
DEL,MH,5+,3,0,1e-08,0,0.00202797,0.02377719,0.23545446,0.00095856,9e-08,0.0012023,7.615e-05,1.1e-07,7.658e-05
DEL,MH,5+,4,0.00029241,0,0.00066399,0.00292334,0.0015191,0.13159433,0.00040204,1.891e-05,0,0.0029994,2.061e-05,4.767e-05
DEL,MH,5+,5+,0.00112881,0.00011796,0.00986958,0.00374929,0.00014337,0.10474805,0,0,0.00339181,0.00021055,0.00046466,0.00036767
