Type,Subtype,Indel_size,Repeat_MH_size,ID83A,ID83B,ID83C,ID83D,ID83E,ID83F,ID83G,ID83H,ID83I,ID83J,ID83K,ID83L
DEL,C,1,0,0.00240836,0,0.00040679,0.00064451,0.02417603,0.02014904,0.0926215,0.40329641,0.00263323,0.00348814,4.527e-05,0.00565765
DEL,C,1,1,9e-08,1.663e-05,4.74e-06,0.00352288,0.01946272,0.00076064,0.24527519,0.10014311,0.00511201,5.192e-05,0.00018069,0
DEL,C,1,2,0,1e-08,6.8e-07,0.00354648,6.7e-07,0.00449565,0.22780971,0,0.0070521,1.592e-05,0.00357439,1e-08
DEL,C,1,3,0.00130997,0.00092357,0.01119672,0.01094657,0.00536093,4.28e-06,0.07291135,0.00851299,0.00625972,0.00125543,0.00136842,0.000643
DEL,C,1,4,0.00254455,0.00032967,0.01016661,0.0004027,6.426e-05,0.00187798,0.04689135,0.01206429,5.778e-05,0.00100862,0.00031794,0.00216798
DEL,C,1,5+,0.00886177,0.00080741,0.05502839,0.00143386,0.00040306,0.00064688,0.02572079,7.577e-05,2.965e-05,0.0029466,0.0024558,0.005559
DEL,T,1,0,0.00410799,6.403e-05,0.02579327,0.1494781,0.03640459,0.00028038,0.02983729,0.10597118,0.06351637,0.00334495,0.00469734,0.01889089
DEL,T,1,1,0,1e-08,0,0.00161595,0.00064924,1e-08,0.00161966,0.00747236,0.4905234,2.56e-06,4.009e-05,3e-08
DEL,T,1,2,0.00309566,7.13e-05,0.02027112,0.18694964,0.00251049,0.01067102,0.01013036,0.08441771,0.0361662,0.0006225,0.00029214,0.00960851
DEL,T,1,3,0.00755939,0.00040453,0.08296717,0.1344194,0.00080216,0.01894042,0.00351838,0.12621641,0.06496759,0.0002048,0.00575989,0.01673473
DEL,T,1,4,0.0174692,0.00023619,0.23781202,0.1013986,0,0.01329944,0.0028871,0.08783558,0.00939249,0.00027765,0.00012949,0.01462415
DEL,T,1,5+,0.91493197,0.00026119,0.02729647,0.01742688,0.00040851,0.0004877,0.00049277,0.00439756,0.00142733,0.00123879,0.00328658,0.01393607
INS,C,1,0,0,1e-08,0,7e-08,0.00222027,0.00120963,1.17e-06,1.5e-07,5e-08,1.4e-07,2.3e-07,0.53295672
INS,C,1,1,0.00017136,0,4.242e-05,0.00028518,0.00019187,0.00091093,0.00015394,0,0.00053068,0.00078792,0.13567824,0.02288281
INS,C,1,2,2.28e-06,1e-08,8.6e-07,0.00137687,0.00018583,4.05e-06,0.00055228,7.11e-06,0.00161496,0.00043511,0.08931733,0.00498986
INS,C,1,3,0.00031666,0.00065875,0.00176887,2.416e-05,2.7e-07,1.55e-06,0.00616306,0,0.00011589,0.00046424,0.03189411,0.00320358
INS,C,1,4,0.0014526,0.00114305,0.0118792,0.00034915,0.00029544,0.00027332,0.00640132,4.92e-06,1.607e-05,0.00035807,0.00973494,0.00284981
INS,C,1,5+,0.00308555,0.01504818,0.08296493,0.00027921,0.00144161,0,0.00704575,6.02e-06,8.26e-06,0.00503923,0.01203751,0.00503064
INS,T,1,0,0.00067441,0.00168559,0.00721367,0.00020953,0.00264878,0.00646667,0.01997078,0.01239133,0.02669489,0.0012964,0.00371634,0.03403873
INS,T,1,1,2e-08,0,0,0.00174545,0.00156026,1.963e-05,0.05141501,0.00474141,0.00623321,0.00152512,0.28195852,0.01391956
INS,T,1,2,0.00022452,0,0.00224651,0.03682795,0,0,0.0433222,0,0.00835926,0.00067026,0.14844736,0.00794405
INS,T,1,3,0.0006622,0.00309135,0.00598997,0.0197494,0.0001873,3.43e-05,0.02759488,0,0.01078367,0.00147406,0.10645622,0.00559435
INS,T,1,4,0.00085698,0.01301636,0.02977479,0.00925683,0.00081222,0.00071485,0.0075752,1.418e-05,0.01607939,0.00358863,0.05684938,0.00929542
INS,T,1,5+,0.00112191,0.94145922,0.15703365,0.00220654,0.00604679,0.0046691,0.00406509,0.01103992,0.00115659,0.02198541,0.05655653,0.11672484
DEL,repeats,2,0,1.618e-05,6.603e-05,2.918e-05,0.03138647,0.00729152,0.00065811,0.00674342,0.01099205,0.02742567,0.07087847,3.804e-05,0.00166221
DEL,repeats,2,1,0.00158645,2.457e-05,0.00987521,0.02168235,0.00625586,0.00087723,0.00860781,0.00029473,0.00725489,0.22377154,0.00160123,0.01002774
DEL,repeats,2,2,0.00128248,4.105e-05,0.00433991,0.00091128,2.001e-05,0.00155592,0.01405161,4.477e-05,0.00234537,0.04907132,0.00101943,0.00501337
DEL,repeats,2,3,0.00058775,0.00025524,0.0018812,8.37e-06,1.419e-05,0.00019233,0.00724536,0,0,0.00902014,8.937e-05,0.00073668
DEL,repeats,2,4,0.00049272,1.94e-06,0.00334961,0.00097077,7.66e-05,0.00018244,0.00306972,0.00020507,0.00014799,0.00318365,0.00011811,0.00029566
DEL,repeats,2,5+,0,0,0,0.01356178,4.633e-05,0,0.00057984,0,0.04316684,0.00060356,0.00449682,0.00024756
DEL,repeats,3,0,9.8e-07,1.913e-05,1.029e-05,0.0238886,0.01256392,0.00080604,0.00104505,0.00152869,0.01060048,0.00471478,0.00067169,0.00108956
DEL,repeats,3,1,0.00304522,0.00258062,0.0219085,0.00221583,0.00033207,0.00458565,3.33e-06,0.00118931,0.00056342,0.09822955,0.00242748,0.00776188
DEL,repeats,3,2,0.00173134,0.00017925,0.0068449,0.0001934,0.00039265,0.00039133,6.12e-06,0.00044148,0.00019428,0.01818844,0.00048976,0.00236348
DEL,repeats,3,3,0.00032973,0.00021434,0.00106866,0.0009607,0.00020803,5e-07,1.796e-05,1.882e-05,0.00011355,0.0043622,0.00028665,0.00063193
DEL,repeats,3,4,0,1e-08,0,0.0060862,0,0,0.00015921,1e-08,0.00792246,0.00032634,0.00114121,4.382e-05
DEL,repeats,3,5+,0,2e-08,0,0.01034431,1e-08,1.452e-05,7.011e-05,1e-08,0.00883126,4.154e-05,0.00111345,2.347e-05
DEL,repeats,4,0,2.7e-07,5.4e-06,1.51e-06,0.01477829,0.00786941,0.00152311,0.00035909,0.00125078,0.00640328,0.00822568,0.00011806,0.00018443
DEL,repeats,4,1,0.00095144,0.00016968,0.00864185,0.00042758,0.00017204,0.00235646,5.014e-05,0.00160294,0,0.0638201,0.00051827,0.00232745
DEL,repeats,4,2,0.00036255,0,0.00128307,5.791e-05,6.53e-06,0.00048106,6.1e-07,0.00019087,2.04e-06,0.01119895,6.929e-05,0.00079294
