"ex.sig","ref.sig","sim"
"hdp.1","SBS1",0.998924810614209
"hdp.2","SBS7a",0.940382069054848
"hdp.3","SBS2",0.999063120155291
"hdp.4","SBS17b",0.999278597863849
"hdp.5","SBS5",0.999147429223311
"hdp.6","SBS7d",0.979570633351713
"hdp.7","SBS28",0.984546285314239
"hdp.8","SBS13",0.997584115768996
"hdp.9","SBS18",0.997773271455229
"hdp.10","SBS41",0.993891458704366
"hdp.11","SBS22",0.988644827312111
"hdp.12","SBS44",0.994269815521858
"hdp.13","SBS3",0.997661557979758
"hdp.14","SBS12",0.992988718472567
"hdp.15","SBS7c",0.999342953419949
"hdp.16","SBS40",0.999220130028414
"hdp.17","SBS4",0.998927520884059
"hdp.18","SBS17a",0.998425932448905
"hdp.19","SBS16",0.990168172767111
"hdp.20","SBS35",0.982475372812256
"hdp.21","SBS29",0.951670910567132
