"ex.sig","ref.sig","sim"
"hdp.1","SBS1",0.999666388553461
"hdp.3","SBS2",0.993713083070686
"hdp.20","SBS3",0.987475021723786
"hdp.19","SBS4",0.991061304119344
"hdp.24","SBS5",0.995464502262241
"hdp.22","SBS7a",0.987440029108431
"hdp.7","SBS7c",0.994202886822431
"hdp.6","SBS7d",0.989432036828003
"hdp.31","SBS8",0.990191976636869
"hdp.13","SBS9",0.994092123664236
"hdp.2","SBS12",0.980635621825371
"hdp.25","SBS13",0.992811683667081
"hdp.4","SBS17a",0.994681462762233
"hdp.5","SBS17b",0.994954159799425
"hdp.21","SBS18",0.996742885322222
"hdp.29","SBS22",0.988770407038656
"hdp.11","SBS28",0.98216192313849
"hdp.34","SBS29",0.983281423448492
"hdp.30","SBS34",0.988800608705537
"hdp.17","SBS36",0.997230160759989
"hdp.26","SBS37",0.995321411425252
"hdp.15","SBS38",0.993098709941137
"hdp.8","SBS40",0.993226949335531
"hdp.32","SBS41",0.990858772593014
"hdp.14","SBS44",0.992748153071651
