"ex.sig","gt.sig","sim"
"ID83A","ID2",0.999954589776629
"ID83B","ID1",0.999970242414717
"ID83D","ID8",0.991106774094893
"ID83E","ID3",0.975893810457628
"ID83F","ID6",0.998307209840907
"ID83G","ID13",0.98078634686808
"ID83H","ID9",0.994764574206452
"ID83I","ID4",0.992819164072039
"ID83J","ID14",0.985243465224879
