"ex.sig","ref.sig","sim"
"hdp.5","SBS1",0.995956075075702
"hdp.6","SBS2",0.996946631511861
"hdp.11","SBS3",0.977549329617219
"hdp.7","SBS4",0.991827654329095
"hdp.2","SBS5",0.988414337816511
"hdp.1","SBS7a",0.919603010360511
"hdp.16","SBS7c",0.997307964232284
"hdp.17","SBS7d",0.980455316511662
"hdp.21","SBS12",0.991265955884207
"hdp.18","SBS13",0.992727432777533
"hdp.25","SBS16",0.990251811988848
"hdp.14","SBS17a",0.998039544748676
"hdp.8","SBS17b",0.996938402005025
"hdp.13","SBS18",0.993101746965116
"hdp.40","SBS22",0.98962607868465
"hdp.38","SBS28",0.980280479191283
"hdp.29","SBS29",0.955090334568703
"hdp.26","SBS38",0.990855338928463
"hdp.4","SBS40",0.990023304492523
"hdp.36","SBS41",0.991734340240554
"hdp.10","SBS44",0.987869723814219
