Type,Subtype,Indel_size,Repeat_MH_size,low confidence hdp.1,low confidence hdp.2,low confidence hdp.3,low confidence hdp.4,low confidence hdp.5,low confidence hdp.6,low confidence hdp.7,low confidence hdp.8,low confidence hdp.9,low confidence hdp.10,low confidence hdp.11,low confidence hdp.12,low confidence hdp.13,low confidence hdp.14,low confidence hdp.15,low confidence hdp.16,low confidence hdp.17,low confidence hdp.18,low confidence hdp.19,low confidence hdp.20,low confidence hdp.21,low confidence hdp.22,low confidence hdp.23,low confidence hdp.24,low confidence hdp.25,low confidence hdp.26,low confidence hdp.27,low confidence hdp.28,low confidence hdp.29,low confidence hdp.30,low confidence hdp.31,low confidence hdp.32,low confidence hdp.33,low confidence hdp.34,low confidence hdp.35,low confidence hdp.36,low confidence hdp.37,low confidence hdp.38,low confidence hdp.39,low confidence hdp.40,low confidence hdp.41,low confidence hdp.42,low confidence hdp.43,low confidence hdp.44,low confidence hdp.45,low confidence hdp.46,low confidence hdp.47,low confidence hdp.48,low confidence hdp.49,low confidence hdp.50,low confidence hdp.51,low confidence hdp.52,low confidence hdp.53,low confidence hdp.54,low confidence hdp.55,low confidence hdp.56,low confidence hdp.57,low confidence hdp.58,low confidence hdp.59,low confidence hdp.60,low confidence hdp.61,low confidence hdp.62,low confidence hdp.63,low confidence hdp.64,low confidence hdp.65,low confidence hdp.66,low confidence hdp.67,low confidence hdp.68,low confidence hdp.69,low confidence hdp.70,low confidence hdp.71,low confidence hdp.72,low confidence hdp.73,low confidence hdp.74,low confidence hdp.75
DEL,C,1,0,0.0446709145016472,0.0490978960127923,0.00338893591977776,0.0111635156476145,0.00344536526840723,0.0175561781939768,0.135366172295017,0.00716920759831661,0.0316704265843571,0.0177337534451555,0.0478423042959931,0.101439426243692,0.0221262724903722,0.0440930099194343,0.104144391038452,0.0767738475173933,0.0357101873628239,0.069130397256942,0.021803505631076,0.0872098003518974,0.0127835851390673,0.00428366520725398,0.0270059200673905,0.0191908597301156,0.0442922764184456,0.0220935020762214,0.0015209307177001,0.0174979450210821,0.0418695279281334,0.0728872691559355,0.0926702498812935,0.056869164199499,0.181825390201152,0.0129462333730808,0.0726207872760505,0.0524186188856525,0.000926887395836326,0.0242015441096347,0.0288679986659074,0.0588638380261603,0.055264327853457,0.00430641540240833,0.030947419730231,0.0239185251540342,0.012111875138228,0.176759180527433,0.0031075553144846,0.0722834227300805,0.160006988917574,0.055749502114353,0.07841097999394,0.10452366735647,0.102613572752322,0.163631629730599,0.048469221353777,0.019422878512569,0.05240771213015,0.0105404585865624,0.0731160590576545,0.00928485363952087,0.0460989131104995,0.0179774268399829,0.0240586085572918,0.0138180037941374,0.023418289971583,0.0103387084329913,0.0244199183105936,0.0147302777095109,0.0613242120693868,0.0233719759943341,0.040044649086089,0.0415626505496431,0.0296249656931596,0.0187505634183719,0.131105597767096
DEL,C,1,1,0.000632420780580444,0.00218767775685611,0.000476977104119501,0.000427045869388978,0.000243992364234551,0.00211938577351123,0.00175007282588352,0.000467847701931006,0.000897391221546101,0.000803401977750232,0.000236547742696065,0.00222300196583311,0.000297714947752943,0.000974486764526132,0.00147872698323873,0.00072521102062087,0.000310640660627796,0.000182347448783435,0.00141210594611098,0.000261412295928565,0.000890553521231099,0.00986467594854752,0.00426236077311868,0.00240199037047248,0.000778831320741861,0.000592227237754274,0.001385838986279,0.000281503961357866,0.000331660348709764,0.000415044673510086,0.00123832226208095,0.00170681914305235,0.000435585510391453,0.000734203320565625,0.000686679157294878,0.000366616372390382,0.000746298264839433,0.0014374291206862,0.00116520937700761,0.00114780497762468,0.000173837461973055,0.00220228781355389,0.00244444910719906,0.000132448188492982,0.000271002346225885,0.000758544328963547,0.00252559495559021,0.00044494643529452,0.000770207242800702,0.00138353019244599,0.000954034377994153,0.000276057812640585,0.000293476665887685,0.00107974821190633,0.00018801392070417,0.00100262401802421,0.000195153972048629,0.00119517671195757,0.000220627818520382,0.00226805585087533,0.0017040454262636,0.00108134898285611,0.00096149346312077,0.000244783061012178,0.000633125726990297,9.64431756808888e-05,0.00271573824628487,6.9120176947653e-05,0.000244319569997557,0.000223655272673053,4.65094646760616e-05,0.00197083169097359,4.84331864193345e-05,0.000180293879022807,0.00147309660412467
DEL,C,1,2,4.91753158842601e-05,7.33316856229655e-05,2.1065182763284e-06,7.44422006502974e-05,2.1523590674268e-06,0.000752888268281482,2.23285800664885e-05,2.0559637983421e-05,9.11699844099327e-06,5.5006264281944e-06,2.38408491901147e-05,4.43601291159506e-05,3.56607448147302e-05,9.61738142635384e-06,1.93610600367735e-05,2.62468189996538e-05,9.20043952734302e-05,6.81056736420058e-05,1.30108041717843e-05,7.77836963403263e-05,6.45213195167433e-05,2.54619216961035e-05,1.46246724073381e-05,6.99439079001935e-06,7.36336291011825e-05,1.17466559554567e-05,9.83320766126346e-05,1.16013753771727e-05,1.87854494386389e-05,4.46092727332423e-05,3.84893948763954e-05,3.17207274620165e-05,8.19005091394708e-05,3.93323207445871e-06,2.24464834606064e-05,3.84036588789061e-05,1.43650445111165e-05,2.95961073047229e-05,1.6973188303097e-06,1.85573259855487e-05,2.14799162782798e-05,3.88753365146317e-06,7.26313699729004e-06,7.58291155494173e-05,5.03409931069756e-06,3.67037578530749e-05,1.69503017153705e-05,3.74863297134578e-05,1.60459842250146e-05,1.28850308958881e-05,3.07092610942324e-05,2.65833449209452e-05,4.07606480399563e-05,2.2973366210773e-05,7.29033570077393e-05,3.38495617158749e-06,3.99178579190377e-05,8.0646201886476e-06,3.53004509632611e-05,0,1.68162377591803e-05,4.50562076190047e-05,8.50879170903336e-06,1.22391530506089e-05,2.20857811740801e-05,3.85772702723555e-05,0,7.68001966085033e-06,0,0,4.65094646760616e-05,0,3.2288790946223e-05,0.000180293879022807,0
DEL,C,1,3,0.0135049070122913,0.00418936682710843,0.00219061143001726,0.0189732858510613,0.00352665861658255,0.0195558224132082,0.0259528463545075,0.00383962833121206,0.0100860594002838,0.00531147585488939,0.0361912231483714,0.0123375110450727,0.0203675124342164,0.0116804215723233,0.0248991559410558,0.041113740019552,0.0137527445293623,0.0060758421015465,0.0185291199145103,0.00631869457296258,0.00361438873218793,0.0406517766965218,0.0418294880194684,0.0132977940565747,0.00614053179599015,0.0111188624538373,0.0170330455511858,0.0144403001753514,0.010462523676144,0.0322628535374083,0.0188871901742496,0.0250776751146826,0.0400201360487439,0.019901498758082,0.0325808416973206,0.0234915577276278,0.0176183850680151,0.00820821130544394,0.0274821378409595,0.0251197463007345,0.00996917881780535,0.0262719524165881,0.0204691340888072,0.00293610335407344,0.0055522759330787,0.0550556367796123,0.0365194250457658,0.0285792518054557,0.0645583431986422,0.0132248735857672,0.0268624143211615,0.0561481142184088,0.05227145504644,0.0858208383747109,0.00514544219723044,0.00496166875631294,0.0241724806287506,0.00175486135304972,0.0255310511591786,0.0358163819784062,0.0101906400820632,0.0370136745590124,0.0125887573335149,0.00845725475797075,0.00160490009864982,0.0254031324743461,0.0147518901538194,0.00375552961415581,0.0034204739799658,0.000223655272673053,0.000744151434816985,0.00151097096307975,0.0107037341986729,0.0153249797169386,0.0748953326097069
DEL,C,1,4,0.0153987321976884,0.0168997926875753,0.00218405703085383,0.00573828814741789,0.0032724582192952,0.00826203478783558,0.0180389596195135,0.0356153990451826,0.0741217038251887,0.0234532072134328,0.00609558180219841,0.015079046952599,0.0119099918154525,0.00691400260541573,0.00856591587390412,0.00931058355427576,0.0247344857840123,0.0390493452282874,0.0711112730233408,0.0764525120687805,0.0315294181371819,0.00890924764871278,0.0102146024429053,0.00611368041637608,0.00693767993989151,0.0175426517814783,0.00163948060445738,0.0418485495039218,0.0327731598680614,0.0504231100300203,0.00646436788755767,0.0399628298142304,0.00292859527585344,0.0907442527285159,0.0479195774564011,0.0382171833806385,0.0186177817361456,0.0776541318183714,0.0608997996315121,0.00352383001214474,0.0458960871585068,0.0647449291982934,0.00269381681077268,0.0420517943190849,0.00210425351187158,0.0222057735011103,0.00471218387687301,0.0550038545725988,0.0085257662848911,0.0182629206660595,0.00217012111732576,0.0115780691494148,0.00822549877446318,0.0118925459084435,0.0550842417475318,0.00359008451558569,0.0460740786736626,0.0100081936541117,0.0586781746136807,0.129161055590994,0.0178027903743855,0.00762576313951655,0.00316952491161493,0.057426106113457,0.0200465273790067,0.00599876552735129,0.0021725905970279,0.0152678790857705,0.0637674077693623,0.044656502777053,0.0488349379098647,0.0100950378837647,0.0082820748777062,0.0646353556296764,0.018530004651884
DEL,C,1,5+,0.236514676785484,0.00625368429593233,0.00724752274453808,0.00681575339564557,0.0132942495226889,0.00570931439615354,0.0631374375702752,0.266286808031955,0.0341045385431239,0.145837132573126,0.00572994458339977,0.048479027050487,0.00755194678626994,0.00548146009295535,0.00974340141764596,0.00342254715868675,0.207544400676927,0.00821379532205039,0.109119879814865,0.00937539691838718,0.0788558060027131,0.00324700125248405,0.0195356374017222,0.129852030748508,0.160560875778602,0.212102188075708,0.00920369857266855,0.334497337996176,0.110732127264294,0.206008119601386,0.00310616818459218,0.152778817060871,0.00506426842500626,0.18138361926838,0.0379482997934007,0.11996154883144,0.173948376134325,0.0432533655482477,0.0336366159196625,0.00186604222410239,0.00464116051491855,0.0135752675109094,0.00496475764525871,0.0103380360865706,0.00105028091952187,0.00712052902349652,0.00384771848938911,0.0489049917122615,0.0127030708448032,0.265757788799848,0.00300541301908888,0.00419812362482312,0.00295922304770083,0.0162804588547011,0.00452000813447983,0.00761953634224344,0.00586348979655199,0.0145937366933767,0.00315939036121186,0.0178845654074232,0.225444088812157,0.0103178715447521,0.00224206661533029,0.102625298329356,0.0182870268121383,0.00289329527042667,0.00408447032241245,0.105769230769231,0.0188126068898119,0.00428672605956685,0.00599972094321194,0.00063504576709149,0.0394407581408114,0.115478229514108,0.0574507675608622
DEL,T,1,0,0.0416685344547266,0.0681878951360384,0.00533032322532084,0.0328610952159839,0.00685683610567499,0.563184664391842,0.00330903927531561,0.0103469856285812,0.0891013121386756,0.0253135723033168,0.00930642085239293,0.00992907574671885,0.0752787868748944,0.0229869953992013,0.0146890072481147,0.00959359273305464,0.114110414132519,0.0743688848088255,0.0715542186231447,0.102601618491646,0.162201419628341,0.00417333021323753,0.00754413726132535,0.00453965105567215,0.00761540239679294,0.00536626399565113,0.0361292267284964,0.00481491199844951,0.00737523222702151,0.060754974469221,0.00488778305896686,0.0755791066141784,0.00641693097404223,0.0594494917280852,0.0155247209077541,0.0284630499394054,0.0255136871512201,0.0973456327580478,0.0530794031208601,0.0214103430287343,0.0460504428359484,0.0151506905231648,0.0329229929934938,0.134505685161556,0.0215784988919947,0.0111028867505551,0.00256514565959274,0.0156415785330458,0.00325198613626963,0.00307791175525528,0.0237894409276654,0.0178333346965818,0.0084945190515269,0.00343834714287902,0.0855309858452377,0.0167981834971201,0.0063247628213942,0.0170082839778578,0.00984000070600902,0.0474401682141423,0.00147982892280786,0.00244429926333101,0.0247222943105964,0.072663851661465,0.0733763269873522,0.0247666075148523,0.0283088554792735,0.0224640575079872,0.0609577327143904,0.0886793156148656,0.0869261894795591,0.00862786318048439,0.0316591595227717,0.0668890291174615,0.00333385020933478
DEL,T,1,1,1.88643929595016e-06,4.56688113496174e-05,1.09397335695038e-06,6.6139573356597e-06,1.25118931225417e-06,0.000270014555751548,1.97016882939604e-06,1.93229680295311e-06,2.40587458859545e-06,1.41951649759856e-06,3.48890475952898e-06,1.19892240853921e-06,3.13628700324989e-06,2.57209038146672e-06,1.66546753004503e-06,1.52155472461761e-06,3.22116044720981e-06,0,8.67386944785617e-07,4.92301875571686e-07,9.16043425237713e-06,1.6974614464069e-05,7.31233620366904e-07,2.04003064708898e-06,4.39603755827955e-06,2.61036799010148e-06,2.15962971999711e-05,1.36486769143208e-06,2.26720941500815e-06,2.14124509119563e-06,1.85045167674978e-06,8.1335198620555e-07,3.65161505717386e-06,1.3110773581529e-06,9.16182998392099e-07,7.91828018121776e-07,2.05214921587378e-06,5.38111041904052e-06,8.48659415154851e-07,8.93500880785676e-06,1.49859881011254e-06,4.85941706432896e-06,2.42104566576335e-06,1.01105487399223e-06,1.00681986213951e-06,4.28210508285873e-05,5.65010057179018e-06,1.62984042232425e-06,1.78288713611274e-06,0,4.09456814589765e-06,0,1.08695061439883e-05,0,0,2.70796493726999e-06,4.43531754655975e-06,1.61292403772952e-06,0,0,0,0,4.25439585451668e-06,0,0,0,2.1725905970279e-05,0,0,0,0,0,0,0,0
DEL,T,1,2,0.00632401596452011,0.0145107143827196,0.0053312071369113,0.0327087396597696,0.0113889415724917,0.00276928835766378,0.00218726267088283,0.0328633446465447,0.0246978221516724,0.0270763899938814,0.0903677503321147,0.0054027440136805,0.081178723521897,0.0370916680710653,0.0720726909958163,0.108413246655433,0.00250646547298513,0.0119109604626164,0.00256255016387831,0.00934930491898188,0.00450175601541821,0.0134535944352364,0.00220686306626732,0.00116602323128614,0.00711608579746503,0.00386399721734772,0.0121173607119242,0.0712529178312116,0.127037249602914,0.0330793816655175,0.0983481758062326,0.00248153690991313,0.0117853267673817,0.00775698918951164,0.0745163698997238,0.00131760182215464,0.0513735034701843,0.00438156915870375,0.00967896062984107,0.141647381939323,0.0993111440802849,0.00233349207429077,0.050047048987438,0.0330352069528222,0.0253409847168101,0.0585241418967279,0.0190577892286483,0.0642711272139345,0.00377080629287844,0.00125467988348711,0.151679182396633,0.0866862429145161,0.163708349411145,0.0380668678112508,0.00918198596418527,0.018454781047495,0.0797736213924236,0.00385327552613582,0.0508238242743551,0.00389822099369197,0.00143498562211672,0.000878596048570592,0.0392936001123161,0.00964445260387981,0.0472635717125315,0.0702106318956871,0.0372164769270879,0.0263885475546817,0.00952846322990472,0.0353375330823424,0.0434398400074415,0.00376647834274953,0.0119145638591563,0.0192914450554404,0.00581485501628159
DEL,T,1,3,0.0255136118745151,0.562430703845977,0.0128740602034238,0.0130709621802193,0.0194948694851647,0.135732416303766,0.00959172003713299,0.217175707071843,0.2413140329853,0.144894218739596,0.0425977826614691,0.0135642084894097,0.125405481253948,0.0363579513322478,0.0242571182082234,0.0545568662058892,0.00836011929567716,0.00737047760280583,0.0890682066832742,0.00581113133924818,0.288660019643157,0.00448372316343765,0.23066764554474,0.199141380243935,0.00758499647034818,0.357931374730724,0.0171368915760197,0.0557957912257433,0.245552706788932,0.0286234506307394,0.154604497411773,0.183003383544263,0.00488586094649862,0.0472046847416162,0.105924497359103,0.00998415948049747,0.0520288231197867,0.140736216621981,0.0332742383493914,0.173813413647607,0.181284998526378,0.114566588592033,0.0508371168896988,0.00952514796788081,0.0339029808244445,0.0114699243290859,0.00626596153411531,0.0132815696015203,0.00789640712584331,0.103550550794805,0.11456192215407,0.00529213051195433,0.00531247112787431,0.0043113350588884,0.00428594998829709,0.0219480558165733,0.00336197070029229,0.126914540832785,0.00182679833734876,0.0153566281569684,0.118739454817572,0.0390637320056771,0.0457219922484908,0.00588703261734288,0.292820648733012,0.0154887740143507,0.0388893716867993,0.102658822806586,0.0147813339848522,0.0033548290900958,0.00418585182084554,0.0598694871457978,0.0535348153888378,0.0499414044893176,0.00224841060629555
