Type,Subtype,Indel_size,Repeat_MH_size,hdp.0 (False Positive) (ID1 0.778),hdp.1 (ID2 0.999),hdp.2 (ID1 1),hdp.3 (ID5 0.997),hdp.4 (ID8 0.999),hdp.5 (ID3 0.997),hdp.6 (ID6 0.999),hdp.7 (ID9 0.999),hdp.8 (ID14 0.976),hdp.9 (ID13 0.998),hdp.10 (ID4 0.99),hdp.11 (False Positive) (ID5 0.368)
DEL,repeats,4,5+,0.000685862465158834,0.000121733513912344,3.44741681096381e-05,0.00147911338903711,2.17277561240055e-05,7.27237697087618e-05,0.000120043724562071,5.10446836989947e-05,5.68100820489705e-05,0.00026700001060643,0.000708408088422668,0.00224171587491899
DEL,repeats,5+,0,0.00381289702125326,0.000111425929374736,8.89399932591892e-06,0.0209294962017151,0.251086255774447,0.00136401758351521,0.0165932019689651,0.00199784952315922,0.00494853587403916,0.0126211372225519,0.00525801126681255,0.000799341458254636
DEL,repeats,5+,1,0.00373349114111798,0.00247936805659,6.73015389111617e-05,0.000184313401334531,0.000618686110262199,7.24336987726076e-05,0.00734671179741948,0.000814709880823625,0.000468059582640389,0.00295281044859732,0.0151609596539792,0.0217745634155514
DEL,repeats,5+,2,0.00097688101025657,0.000225877904958634,0.000100292522939987,0.000273817663540541,0.000327881189884762,3.4890499313036e-05,0.00042337839862401,0.000169183829419043,3.45366684075342e-05,0.000358986013235301,0.00283068693429747,0.00459084166829167
DEL,repeats,5+,3,0.000436387572961843,8.93782817534717e-05,1.81572977292841e-05,0.000179677495710773,2.81632992418987e-05,3.75069996650343e-05,0.000187590108676535,0.000147555553003784,0.000115311729923782,9.90196813826224e-05,0.000943572527879193,0.00161506470088146
DEL,repeats,5+,4,0.000263756720935226,3.87408128493562e-05,8.92863947746958e-06,2.77850119337712e-05,1.17648525832164e-05,3.38648082195897e-05,8.39734173582307e-05,7.02959311195402e-05,2.00449963837629e-05,3.44231316831791e-05,0.000132449780289812,0.000243660789215207
DEL,repeats,5+,5+,0.000182771842711543,1.73275636816334e-05,1.73415096624449e-05,0.000685717606318331,2.34915653445064e-05,2.76805434080427e-05,2.25669604510592e-06,7.86571027388074e-05,5.18375707579951e-05,0.000138732628677661,0.000149432682796211,0.000164310098079497
INS,repeats,2,0,0.00166503280202856,0.000238489760298617,0.000434640058412182,0.00623852002617711,0.00211013273647276,0.00224035868946825,0.00207754729947597,0.00151906881964163,0.0258112296082059,0.0103055743607388,0.000947013545031601,0.00145636263703497
INS,repeats,2,1,0.00287643380514269,0.000255698209699319,3.75680979261712e-05,0.0196133952301478,0.00162722198294462,0.00226632356313769,0.00029619313955979,0.00183629414009186,7.20414283869293e-05,0.00267440600398372,0.000754475963241256,0.00142902553512668
INS,repeats,2,2,0.00276929397047061,0.000679736774677816,0.000246352449554387,0.00730293945598736,0.000482350967212499,0.00105529954934637,0.000485978774465855,0.000694332773285367,0.00136013985681169,0.000521195049985411,0.00011968254467106,0.015375090425077
INS,repeats,2,3,0.00116975313629486,0.000316527434130017,0.00044023849845342,0.00122887093839133,0.000357665757442288,0.000813630291592995,0.000398918084300949,0.000442932825199038,0.00105514695029277,0.000692607821623647,0.000291455140310939,0.00218353122607341
INS,repeats,2,4,0.00536719800305301,0.00149437724184828,0.00222872031105282,5.50104003032605e-05,0.000121701050113804,0.000430004989131355,0.000154147883482445,0.000236841017324488,0.00419661922967992,0.000189677673057302,0.000168982415845142,0.0223840630675161
INS,repeats,2,5+,0.0294443514982252,0.0118505729419187,0.0145055354943768,0.000756091684874352,0.00218034058567375,0.000501931509337053,0.000324254016434517,0.000584575101234612,0.000638334054565354,0.00159940776192324,0.00015629102100581,0.212623908504841
INS,repeats,3,0,0.000645331960045373,3.58788889788251e-05,2.09877389811721e-05,0.00405002268977918,0.000499350287385426,0.000187220262054762,0.00101613332451347,0.000613422804309009,0.00747165986938528,0.000480126786174772,0.000219256757779432,0.000170801655241703
INS,repeats,3,1,0.00258191808780616,0.000676873522564642,0.000389359485978162,0.00577729355973984,0.000575469161727591,0.00039491110659565,0.000190287081602173,0.000951447666492475,0.00308139001935458,0.00389832793547,0.0005257865205283,0.022553824195173
INS,repeats,3,2,0.000694973139204752,8.39741238453298e-05,5.5165004428438e-05,0.00142839385418343,6.17385032720435e-05,0.000112169980106127,0.000815841441038083,8.40294987257023e-05,0.000259756500188642,0.000289179633465657,0.0010400851301618,0.00278814651279596
INS,repeats,3,3,0.000116375584740485,9.62064030646507e-06,9.40057422174295e-05,1.68000513101154e-05,5.01134349256075e-05,2.35044799539181e-05,0.00029817409645422,5.83047660915115e-05,0.000301480320676436,0.000146582422597688,2.86337482682112e-05,0.000297664465307553
INS,repeats,3,4,0.00040362444805798,7.65941757158407e-05,7.43430647551816e-05,2.34967956676879e-05,0.000107110125697237,3.58459524982469e-05,0.000145281137806537,6.76982319691932e-05,0.000824798116566431,9.91401114355094e-06,0.000146469203105318,0.00121569749002548
INS,repeats,3,5+,0.00315701310595346,0.00149743258448513,0.001089717808241,3.68774804809408e-05,0.000119868262059684,3.83504445097846e-05,4.28776464434133e-05,0.000126719079079672,0.00211848883046501,5.57667683078822e-05,4.3472639350584e-05,0.04143373703307
INS,repeats,4,0,0.000371337732062541,1.76032738746309e-05,5.38588524457073e-06,0.00256831219373446,0.000735977261554619,6.52933356059903e-05,0.00162240429358278,0.000149877352770392,0.00516327209886905,0.00132146837273748,0.000572560611884094,2.02264548272776e-05
INS,repeats,4,1,0.00333008502637639,0.000795763905067251,0.000644186080862263,0.00351254373285538,0.000763295020415074,0.000115707519187343,0.000747964988481682,0.0014845933971778,0.00188639733227156,0.00448562665299507,0.00150319863244512,0.00663553097304178
INS,repeats,4,2,0.000129830221645003,1.27834490917489e-05,1.8271817999539e-05,0.000324409382029834,0.000143266448981999,0.000102846382735494,0.000398073112368589,9.44381092869858e-05,6.35608791651097e-05,0.000120666411211866,8.78634287785996e-05,0.000484621877859864
INS,repeats,4,3,0.000404141434811571,0.000132985699150754,6.57164112286846e-05,1.08664143694387e-05,1.44928918073187e-05,1.28269242454906e-05,0.00039550255178558,2.73417929426656e-05,0.000866567742065257,6.48490849217713e-06,0.00010260848071687,0.0005949937169351
INS,repeats,4,4,0.000594476548946405,0.000123187908567598,0.000309487224270014,2.30440547414686e-05,0.000116297951341274,2.86065145871846e-05,3.44335140787633e-05,0.000165403459128534,0.00151993377082327,0.000116060661336433,0.000268315014872978,0.00174693986601732
INS,repeats,4,5+,0.00365119909880941,0.00163132495617171,0.000878331422414729,0.000611819856583646,0.000851523180356584,6.9605879895075e-05,0.000132066655614334,0.000102836577313254,0.000244750074178599,0.000733208764449907,9.93506561578291e-05,0.00295787832374764
INS,repeats,5+,0,0.000695936768477295,2.24248253681817e-05,1.75016897773501e-06,0.00470120427061408,0.000239346694046646,8.23976268301662e-05,0.00863072429416752,0.000171183496301883,0.00273696834978233,0.00251378023763031,0.000228488193168316,2.68637528515034e-06
INS,repeats,5+,1,0.00174991125856397,0.000104870800294531,0.00136397222354024,0.00430988935491113,0.0103406193171483,0.000740928448081135,0.00568764959409808,0.00193933800558769,0.0256576141732808,0.0147957752112095,0.00224815167051359,0.00146392855383909
INS,repeats,5+,2,0.000322262355626127,1.75477593584637e-05,0.00014008996247024,0.000301398358418104,8.29579931622803e-05,3.72374144530862e-05,0.00130268038963464,7.68803991827369e-05,0.000531893675141056,0.000254589638668885,7.92010055265252e-05,0.000429181192916152
INS,repeats,5+,3,0.00041738934147968,6.43876211524077e-05,0.000175150236586195,0.000172561022697506,6.07306993308534e-05,7.70638075202936e-05,6.79710807829366e-05,0.000206947104130824,0.000110194885248611,2.97633083305916e-05,3.88719431296476e-05,0.00067225111295864
INS,repeats,5+,4,0.00018089359103838,9.79458314224238e-06,0.000125991849700955,0.000140671096565228,4.54630692260645e-05,2.98731419597351e-05,3.92775184417867e-05,0.000149183084601973,9.19899666613132e-05,3.40809706772645e-05,5.68814457804964e-06,0.000100485696230796
INS,repeats,5+,5+,0.000452308829856376,5.6247353784181e-05,0.000116968821514779,0.000573620533204493,0.000325035398184007,7.66031825032773e-05,2.74221912966315e-05,6.69276361067268e-05,2.87651101298354e-05,0.000180867658739627,4.19756342099909e-05,0.000936910123667923
DEL,MH,2,1,0.00510460524443663,0.000327529380048204,0.000782468451393098,0.0303079968161108,0.00332580383922573,0.00885453676715445,0.00100706193844647,0.00478678416168811,0.00186729536688501,0.0106986299238323,0.200996706895954,0.000715532714506584
DEL,MH,3,1,0.00178189206408755,7.64483830222596e-05,1.00800183818395e-05,0.0142182661249289,0.00973443404690305,0.000715957620330814,0.00108596639709322,0.00248318726857753,0.00144945008584185,0.002522856240697,0.00615875085692096,6.01943848775935e-05
DEL,MH,3,2,0.00642698624301537,0.001983587337805,0.00169549040687488,0.00879673125675363,0.00378356155829873,0.000591874981310804,0.00395586529027839,0.00128943359775868,0.00352371128461369,0.000972917547350332,0.0417815785522401,0.0491871913952649
DEL,MH,4,1,0.00147687324706038,0.000105722874882143,6.81794555579634e-05,0.0093907310215955,0.00509890415543218,0.000229416948099797,0.0025086260678826,0.00259790547210034,2.47636614447818e-05,0.0013508036671443,0.0122727725188047,0.00119820568768418
DEL,MH,4,2,0.00193746654287581,0.000412896403913242,0.00019292686497904,0.0062037287689497,0.00206835681168104,0.000381397664988482,0.00911194723418683,0.00221086031260436,0.000690979478977356,0.000628232245448881,0.0293835711396431,0.00292376908019258
DEL,MH,4,3,0.00215964388225678,0.000419314645197275,9.86692544581979e-05,0.00352617949731992,0.00102493873853512,0.000103611848611723,0.00479154348119572,0.00275785873657873,0.00172045441886167,0.000447105955707935,0.0486769316950048,0.00600099300050696
DEL,MH,5+,1,0.00358716109852382,0.000449129184378658,5.0759213584323e-05,0.00799415132907303,0.292497701933794,0.00128007118400569,0.0672236887912702,0.000995896407393646,0.00778026248665323,0.0111436349448889,0.0021613942401137,0.00398809417935525
DEL,MH,5+,2,0.0017614220085996,8.65636821032777e-05,1.87395129688707e-05,0.00819446557516392,0.124332372219222,0.00179203128960818,0.248586873985283,0.000713047385331852,0.00465669181412711,0.0105709479371497,0.000435826823657114,0.00157792896499983
DEL,MH,5+,3,0.00120485183927681,6.18823045372786e-05,2.02369030337557e-05,0.00723769100927263,0.042489639743992,0.000984083352398353,0.223633507683321,0.000546680081344497,0.000988126835616226,0.00234267967651126,0.000960542577653189,0.000267735531998198
DEL,MH,5+,4,0.00135991535387111,0.000244417440624464,7.43067587233119e-05,0.00255880329111309,0.0137420320367007,0.00132156711349368,0.128069817160412,0.000606113762545759,0.000266435085822556,0.000651374761395617,0.00382614386917109,0.0037163787495095
DEL,MH,5+,5+,0.00450155329534227,0.00150893513249679,0.000592320906976741,0.00113176857991226,0.012160631666367,0.000355701637149763,0.104287415576018,0.000441573614391023,0.00149284468286744,0.0120471766694283,0.000350249984034259,0.0383355760114126
