Type,Subtype,Indel_size,Repeat_MH_size,hdp.0 (False Positive) (ID1 0.778),hdp.1 (ID2 0.999),hdp.2 (ID1 1),hdp.3 (ID5 0.997),hdp.4 (ID8 0.999),hdp.5 (ID3 0.997),hdp.6 (ID6 0.999),hdp.7 (ID9 0.999),hdp.8 (ID14 0.976),hdp.9 (ID13 0.998),hdp.10 (ID4 0.99),hdp.11 (False Positive) (ID5 0.368)
DEL,C,1,0,0.00999467605269847,0.00327497063538992,0.000433272777644272,0.0211767025190791,0.0342312140075376,0.110440698302977,0.0295870942769895,0.33596269760223,0.0112202186964548,0.0468838380937181,0.0125006177264054,0.0250625549451542
DEL,C,1,1,0.00431551739997019,0.000176909937938444,0.0005124575624049,0.0303032290275347,0.0210656452176435,0.213287915928342,0.00617477315929214,0.0962808316978572,0.00269698764095502,0.0141965042243459,0.00235634990569573,0.000712257313053496
DEL,C,1,2,0.00303300452060494,0.000132451313467864,1.65571849209296e-06,0.0276640945436169,0.0024717896275212,0.188625340774751,0.00808598269043655,0.00273131247393891,0.000446993178367448,0.00755640682531384,0.00335491971189812,2.80664636830266e-06
DEL,C,1,3,0.00548204150376021,0.00171126027068977,0.00176319919017691,0.0138973637147919,0.00579022670217927,0.0674319267964417,0.00105617581012656,0.0114162788033118,0.00101249647133104,0.00455437480573647,0.00134242825137125,0.0178622966128562
DEL,C,1,4,0.00828824646345452,0.00240051932639239,0.000707912011582075,0.00275512701379316,0.00143385843701998,0.0434178527508014,0.00261745677532436,0.0130818212519022,0.0022014272926394,0.00402884620686369,0.00229708955697603,0.0201389102790254
DEL,C,1,5+,0.0260513082115092,0.0111924152939183,0.00274049214218937,0.00232907962403016,0.000592284260431933,0.024661689989987,0.00189068764498711,0.000824318857186513,0.00431867951969791,0.00130021553745015,0.00221950058735575,0.00789329685392691
DEL,T,1,0,0.0283161613386554,0.00468901626319517,0.00157229515219524,0.111389197759857,0.0331929500035623,0.0285783605848246,0.00330649295295518,0.108053625432749,0.0186501149169628,0.0398042716098817,0.00732002120294139,0.0252146968799002
DEL,T,1,1,0.0105773661869173,0.000497316882522104,1.68857807083879e-06,0.0972388228466434,0.00998172677247709,0.00925761171137056,0.00110708022483435,0.0389391758947528,0.000686593961255263,0.514011103475277,0.00363585159234562,1.32159767851503e-06
DEL,T,1,2,0.0301177416519207,0.00562555443230691,0.000608655551616096,0.120532768847333,0.00845081753213716,0.00821251368531076,0.00992385601358129,0.0851388641943191,0.00714845988475809,0.0210353045345228,0.00479981706531666,0.0690226912411091
DEL,T,1,3,0.0611992108476803,0.0145774092030167,0.00215364635845787,0.0811564428312897,0.00960096511604577,0.012216400796648,0.0215285370029046,0.104163735040601,0.0153861721484856,0.0546997141367273,0.00697660989001326,0.0514590176929749
DEL,T,1,4,0.0824165776961085,0.0360125142145198,0.00439859081093961,0.0461601186270994,0.00129868474682613,0.0122961492650011,0.0170753792523997,0.0917958851668163,0.0117082897563344,0.0140690331104932,0.00469495079347198,0.0685336477411988
DEL,T,1,5+,0.189989145048139,0.834398313114451,0.000789753427170079,0.0269827329716452,0.0108546443987035,0.00946653402562445,0.00333452185316789,0.00392786617753989,0.0399699574059285,0.00631287052496972,0.00230413643061528,0.0264185404729371
INS,C,1,0,9.98259821806341e-05,2.8864431315373e-06,1.41815200372849e-06,0.000548512826033279,0.00261454110653833,0.00261841572726888,0.00218200152483487,0.000205364768979809,0.53669920789496,0.00289378377630303,0.000433211616638706,1.51750123203876e-06
INS,C,1,1,0.00598024031614332,0.000118452546665202,4.10414312487669e-05,0.0016176176530646,0.0021366234965883,0.00149764236558465,0.00177092698015974,0.000200448084806783,0.0161858408825255,0.00223637208789647,0.000257726136581292,0.00075493048527777
INS,C,1,2,0.00328606365893389,2.28465968048638e-05,1.05449157555205e-05,0.00323029290874095,0.00150798337423552,0.00189590258825239,0.000135392714461219,0.000367309423843792,0.000740750262400739,0.0018943783488686,0.000172009848664884,0.000169959020869772
INS,C,1,3,0.00282428511308395,0.000233102482251222,0.000833555096746776,0.000401341092947971,0.000144853744178181,0.00639991471498517,0.000106330912615275,0.000260804866381781,0.00103544880432709,0.000407295704072262,0.000874122724698649,0.00206511490209115
INS,C,1,4,0.00645063883383045,0.00184354970392066,0.0014926920874152,0.00014768239391636,0.000274341646717795,0.00743495795925287,0.000484088348856919,0.000464238459288972,0.00100337120148838,0.000298899958178597,6.57258270545116e-05,0.0258095171212867
INS,C,1,5+,0.0298998227984408,0.00580637881015423,0.0192909361999461,0.000154358491787649,0.000753740222302178,0.00978093683856978,0.0005273179304304,0.00113154500050675,0.0016235048685236,0.00113206007630478,0.000879291475020436,0.0226136102039972
INS,T,1,0,0.00425505407734622,0.000844907146353788,0.00219855527054752,0.00526215695495463,0.0048190575562862,0.0194727264214536,0.00699604312059674,0.0137332930658076,0.0405056413786046,0.0388410919018829,0.00381015052472262,0.00264561786818312
INS,T,1,1,0.0106201679774246,7.21341545719797e-05,1.21315807823177e-05,0.0148589654780621,0.00403646920061964,0.045072667876414,0.00130783228934564,0.0105794751157151,0.00386443007152673,0.00473880478415647,0.00122879444594819,2.89038296275445e-05
INS,T,1,2,0.0107111073106405,0.00044901743898471,0.000112836263278128,0.0299025859684551,0.00168994961436657,0.043464110201537,0.000717209316914482,0.00255495674687056,0.00188286084591744,0.00564229944994117,0.000291552361995997,0.00630000618207147
INS,T,1,3,0.0100823156986889,0.00101738137217338,0.00322519421106633,0.0213345874986738,0.00106073832780416,0.0247573417702003,0.000832034384261899,0.00182161399567522,0.000404265928058354,0.0117684771345374,0.000858429099726276,0.0153969057133871
INS,T,1,4,0.0165950628549559,0.00306889549596339,0.0131724375491515,0.0114892810938619,0.00126417468294531,0.00736182500741131,0.00114844899508907,0.0040393280738834,0.00653850978828544,0.01191216757065,0.00103275054301142,0.0467356914270298
INS,T,1,5+,0.277076427789225,0.0305785783448041,0.907966876269262,0.00050957984832118,0.0135841885354469,0.0300395283536782,0.0156939491144751,0.00472446501322157,0.138158613392125,0.0297666126790429,0.00364884412364824,0.0182698280756883
DEL,repeats,2,0,0.00414793760931504,0.000211038841679885,0.00055494023889431,0.0270455543668998,0.00828432779492071,0.00862651928577702,0.00110913751297475,0.0149630074347853,0.000828867272590622,0.0233468481337128,0.0890738713280135,0.00227137882257969
DEL,repeats,2,1,0.0101204455494147,0.0025581087739492,0.000755717470632126,0.0246404819148039,0.00992973731549522,0.0104616764334981,0.00167655444252157,0.00389601900895276,0.00649936682237571,0.00491531027712641,0.190133681467639,0.015362269421962
DEL,repeats,2,2,0.00398391157612644,0.00135084696460192,0.000754888108070135,0.00477594839484885,0.000444192170623807,0.0122985788907022,0.0022426834596404,0.00059006262210222,0.00214461097089519,0.00294911243020987,0.0460814352263334,0.00523563844946385
DEL,repeats,2,3,0.00138730363699743,0.000578361949778419,0.000268377851503377,0.000359306573992219,7.84758296499708e-05,0.0066891535711253,0.000618469201140665,0.00020119155800674,0.000166561304698533,9.45270646261197e-05,0.0121300450809614,0.0041709028007453
DEL,repeats,2,4,0.0016059866474851,0.000488024586483212,0.000103381086659942,0.000822405941207712,0.000303117182656695,0.00289731717784328,0.000220306564513759,0.000267047839287924,0.000274559649010337,9.45205052277436e-05,0.00323244682172535,0.00799914075311756
DEL,repeats,2,5+,0.00311623921631727,0.00011210152072216,1.21704522453013e-06,0.0227727643723045,0.000631567555826823,0.000145570273737319,0.000171010825433964,0.000227571949779844,1.85808932461447e-05,0.000763668019248762,0.0020676423439824,1.88529078129159e-06
DEL,repeats,3,0,0.00222308225670034,9.61162977328061e-05,4.11482043396945e-05,0.0174340904396378,0.0120302359720877,0.0011576736320754,0.00106805773664521,0.00212187522670737,0.00177814534420297,0.00416887826405493,0.00512890474654829,0.000212747382687278
DEL,repeats,3,1,0.0141140680799464,0.00316898900642386,0.00425125854891053,0.00585737121173322,0.00195020606251633,0.000271775896802997,0.00428298613290859,0.00385575083338504,0.0047896355007828,0.000724313932716551,0.101651938769704,0.0107132492151454
DEL,repeats,3,2,0.00441892598918638,0.00152936185569812,0.000644265889862102,0.000843873298539505,0.00029800694635315,6.84384229573592e-05,0.000576816040970026,0.00093153636766471,0.00149626465684224,0.000791066571060742,0.0141643683498784,0.0135686017485234
DEL,repeats,3,3,0.00151233844801817,0.000274441537649788,0.000267520895339462,0.000457501248764589,0.000314180647229389,8.94548227340036e-05,0.00015085155454542,0.000360128025971446,0.000537742867957281,0.000118498438707207,0.00374456457374461,0.00465250798351925
DEL,repeats,3,4,0.000753081655874967,2.80444690427426e-05,1.30538809206908e-06,0.00575151538414751,2.68825919243128e-05,4.23309074810244e-05,3.6371060508293e-05,3.42612118414733e-05,2.63486631968343e-05,0.000844564516637017,0.000767031581479139,1.13837967940883e-06
DEL,repeats,3,5+,0.00116147102016189,4.67594184343184e-05,1.08387492606924e-06,0.00879463760652708,3.53041284648742e-05,0.000105510900717252,0.000187303019690849,8.13588188275925e-05,4.07412371159464e-05,0.000313665876317834,0.000775113256476268,1.48569317783748e-06
DEL,repeats,4,0,0.00153118186516816,6.31669233343521e-05,5.15087833070915e-05,0.0110107856541459,0.00653384340943346,0.000189863633809808,0.00234986446608839,0.00129154909096518,0.000340777121947603,0.0040550528915941,0.0062840544370047,0.000170474374500329
DEL,repeats,4,1,0.00538727564963556,0.00138411054626873,0.000903728221760472,0.00258488070363179,0.00148403057551004,0.00133048750882146,0.00259629063877166,0.00348361397440391,0.000208734016071078,0.000566044519591672,0.0572746870509642,0.00170761562495028
DEL,repeats,4,2,0.00119427838651754,0.000355497453807743,3.19558359076613e-05,0.000113791244786852,0.000156949786536235,2.43217573385085e-05,0.000540645183497588,0.000528384079002906,0.000476154140887213,0.000168363760884512,0.0138736205404938,0.00140031645922153
DEL,repeats,4,3,0.000527409046973828,1.93447185786508e-05,2.51918721816388e-06,0.00377276467859111,6.66517346149741e-05,3.87771131671689e-05,0.000172090335083661,0.000118048296328549,2.20532802196247e-05,0.000434037487815496,0.00398451327972618,5.71681094422672e-05
DEL,repeats,4,4,0.000567563691389865,2.39264466055919e-05,1.84177893410163e-06,0.00482119795235387,0.000192405887519651,8.1676029634659e-05,5.96747090751809e-05,4.00840115479893e-05,1.28755179380638e-05,0.000363193022094144,0.000371311570252603,1.25416346765112e-06
