MutationsType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	0.00218320	0.00000000	0.00215731	0.02953630	0.08400140	0.02215825	0.00414836	0.37380801	0.01004993	0.00291769
1:Del:C:1	0.00000000	0.00000102	0.00534974	0.01917114	0.23432509	0.00099390	0.00368200	0.09734822	0.00075138	0.00006637
1:Del:C:2	0.00000000	0.00000000	0.00637764	0.00003599	0.21193288	0.00391351	0.00701664	0.00000000	0.00139585	0.00000000
1:Del:C:3	0.00229400	0.00188063	0.00837184	0.00461971	0.07543268	0.00002585	0.00548440	0.01062732	0.00163880	0.00056258
1:Del:C:4	0.00357687	0.00062080	0.00159862	0.00028838	0.04453935	0.00166497	0.00125108	0.01414355	0.00248226	0.00122324
1:Del:C:5	0.01487621	0.00217131	0.00541581	0.00042875	0.02658466	0.00113326	0.00222440	0.00022665	0.00386680	0.00342995
1:Del:T:0	0.00605868	0.00095816	0.13081743	0.03430111	0.02258078	0.00019230	0.06223516	0.11840840	0.00525698	0.01608690
1:Del:T:1	0.00000000	0.00000001	0.01014007	0.01160565	0.00418791	0.00000110	0.42923527	0.00577829	0.00595472	0.00000001
1:Del:T:2	0.00662589	0.00005196	0.15425692	0.00405452	0.00168927	0.00767293	0.05581375	0.08965325	0.00146224	0.00556433
1:Del:T:3	0.01934877	0.00131711	0.11320013	0.00335710	0.00195823	0.01935655	0.07027615	0.11586827	0.00574123	0.01320851
1:Del:T:4	0.04501160	0.00303305	0.08428774	0.00135014	0.00191827	0.01410158	0.02573285	0.10627644	0.00829588	0.01011241
1:Del:T:5	0.82696214	0.00023870	0.00976636	0.00039586	0.00082852	0.00015714	0.00213566	0.00806768	0.00074821	0.06173551
1:Ins:C:0	0.00000001	0.00000002	0.00000004	0.00000014	0.00000012	0.00000001	0.00000006	0.00000024	0.00000008	0.52403422
1:Ins:C:1	0.00018674	0.00000795	0.00800901	0.00206811	0.00518981	0.00137422	0.00262464	0.00000000	0.00152812	0.01389918
1:Ins:C:2	0.00000508	0.00000000	0.00571973	0.00175201	0.00414960	0.00001650	0.00353700	0.00000327	0.00075761	0.00048454
1:Ins:C:3	0.00040747	0.00070203	0.00138053	0.00007221	0.00871886	0.00000023	0.00049334	0.00000537	0.00104675	0.00074095
1:Ins:C:4	0.00271432	0.00129490	0.00200022	0.00020410	0.00820961	0.00028606	0.00053184	0.00010035	0.00066973	0.00066664
