Type,Subtype,Indel_size,Repeat_MH_size,hdp.1 (ID2 0.997),hdp.2 (ID8 0.999),hdp.3 (ID3 0.998),hdp.4 (ID5 0.974),hdp.5 (ID1 1),hdp.6 (ID6 1),hdp.7 (ID13 0.999),hdp.8 (ID11 0.999),hdp.9 (ID9 0.998),hdp.10 (ID4 0.998),hdp.11 (ID14 0.917),hdp.12 (False Positive) (ID5 0.972),hdp.13 (ID12 0.993),hdp.14 (ID10 0.987)
DEL,C,1,0,0.0045492302070727,0.0387629402747063,0.113770485272971,0.019830025986369,0.000249563084213638,0.0295865392799523,0.0509430913014816,0.00276689152185091,0.323595633678134,0.008302375693194,0.0128140531512169,0.0196955303840218,0.0485512707339695,0.0104456332932916
DEL,C,1,1,0.000120803657713665,0.0221275143365458,0.221007610076495,0.0268985322565237,0.000731547852525686,0.00562615295811257,0.0144859736739115,0.0012593946907266,0.094754595977965,0.00235214810490587,0.00168114720452664,0.0276110072305268,0.0115753663771485,0.0232933660504751
DEL,C,1,2,3.20849808273186e-06,0.00291648899143222,0.191955011980005,0.0277311062103588,8.34426106324301e-06,0.00787285296175719,0.00632635344738491,0.000197495048885426,0.00265673209102398,0.00145439040590681,0.000979763258556143,0.0265054750301849,0.00195027149566321,0.0173691661251686
DEL,C,1,3,0.00243436922599355,0.00578350950154305,0.0599496958421363,0.0132493664392864,0.00165264134023815,0.0008927296250999,0.00563039669496242,0.00040724220951161,0.0093461836786424,0.00126955066427864,0.000744977839589781,0.0154880378708949,0.00564630793015355,0.00725979457866423
DEL,C,1,4,0.00335339249675659,0.00102629372608301,0.0419612101549304,0.0022699711230323,0.000766280354882408,0.00291555518299867,0.00327480245549751,0.000247764926313102,0.0113246638392973,0.00168582792937714,0.00270347286980448,0.00272004448670162,0.0030812735630287,0.00409366498555905
DEL,C,1,5+,0.0137706135924769,0.000625804459832451,0.0224450606971462,0.00205806645172171,0.0032529451020832,0.00167082753190808,0.00136483193421708,0.000752636858024003,0.00107334578164807,0.00241343908357981,0.00530835730771279,0.00246585200504641,0.0343898909736074,0.00637409079107386
DEL,T,1,0,0.00734149767231765,0.035657417021078,0.0373413087894841,0.0675697749965694,0.000992301405751443,0.0039046663276832,0.0482397843808438,0.000652421827842718,0.0971159267548965,0.00420886454617268,0.023797203487012,0.149332044145524,0.0244657285627672,0.0329204674601398
DEL,T,1,1,3.82969540210085e-06,0.00948087585004547,0.0118748046379403,0.111413559260114,8.16260172975077e-06,0.000241013245862922,0.531053223537323,0.00104202898967038,0.0448581941653391,0.000783663395521118,0.000573438854081032,0.0944657656733206,0.00410194154577897,0.00111276091206574
DEL,T,1,2,0.00588731876075846,0.00854207901272263,0.0151570347464761,0.157562821231852,0.000726146345630518,0.0119756945812782,0.0215170469791629,0.000705501822642127,0.0791919471552367,0.000960858627703531,0.0122352668519036,0.0924029841599443,0.0216718675201552,0.00274459572871158
DEL,T,1,3,0.0164864108320161,0.00852014541448614,0.0159386192521789,0.0822751731353642,0.00278523329490019,0.0212420190951873,0.0593596144759198,0.00155095997980712,0.117117659022936,0.00123545390376543,0.0225239007729148,0.0777455012081311,0.0164381469064149,0.00703012297888489
DEL,T,1,4,0.0400311263424385,0.00133770852102557,0.0138044752826222,0.0543164458824927,0.00435786005045996,0.0177540962229825,0.0169865504495314,0.00118109857604484,0.088696494417062,0.0012635699598299,0.0206143199371596,0.0495496858034371,0.0372699990823623,0.00974917729501156
DEL,T,1,5+,0.773571839966019,0.00863450801395378,0.0073647034474982,0.0292246107784277,0.00353542028428367,0.00411834692217558,0.00856978573414935,0.00638034026899443,0.00194124309332768,0.00554989137376916,0.0661882883783294,0.0229257229545783,0.00585998309402104,0.00301710450077901
INS,C,1,0,3.11545776673668e-06,0.00298590609075133,0.00224569173178862,0.000322935993415392,7.46200646806568e-06,0.00218602022527806,0.00202473145453705,0.000310324383713159,6.40191438948699e-05,0.000192169477155575,0.574555533653047,0.000549898943575713,0.00136907504994366,0.000424952793637252
INS,C,1,1,0.000219668743192252,0.00202011525578857,0.00147839417311487,0.00141712291138639,2.08152378247345e-05,0.00160010381186532,0.0016330969681288,0.166278903774462,0.000243030710021587,8.54723607589703e-05,0.0165941947591671,0.00110024561965563,0.00254040344823541,0.00202943617633389
INS,C,1,2,7.20533177703961e-06,0.00134189344879532,0.00172290466518045,0.002840010345013,1.40925721405323e-05,0.000260235272174291,0.00168937600805301,0.0939207419509184,0.000689176855080807,0.000118332509450075,0.00120430166952669,0.00304060149307889,0.00393566341826028,0.00113267114707288
INS,C,1,3,0.000488930760448136,0.000129271621348276,0.00642594847634655,0.000532100837562385,0.000883475396712194,0.000210351568018122,0.000175484326548245,0.0382269133558384,0.000166065509549821,0.000432915315068682,0.00172111732180833,0.000399026994396144,0.00136487924672589,0.00277295273008539
INS,C,1,4,0.00255730055416701,0.00073027162942862,0.00616564788746613,0.000219369137031867,0.00178024177787657,0.00040151212549948,0.000147098434823379,0.0105911075646736,0.000212572335987156,9.7287624622929e-05,0.00210873924016658,0.000259448471921917,0.00403348779328179,0.00271000420930524
INS,C,1,5+,0.010691135128776,0.000970712545790569,0.00789383464908998,0.000323589105216012,0.0212441075635199,0.000360261145275001,0.00102485822488604,0.0017614065474236,0.000591014722269679,0.000383226003671253,0.00125799327698556,0.000486726946274911,0.0165045804573628,0.0116786600693399
INS,T,1,0,0.00143724835968628,0.00418932073038348,0.0200489359824999,0.00516421290748974,0.00219379877815907,0.00703433632601872,0.0382070044728842,0.000852302354141482,0.0124125942082936,0.00150900368074136,0.0374713538444684,0.00575076527426854,0.00573294349659437,0.0076380890437999
INS,T,1,1,9.95921370496869e-06,0.00512130275782111,0.0455392320450451,0.0126716172556594,3.1442944006525e-05,0.00122123061717951,0.0048016793781453,0.296284412853452,0.00918542467991561,0.00118712486537232,0.00270592943728427,0.0144461532098303,0.00254389995091687,0.0349342167846499
INS,T,1,2,0.000597147233375699,0.00119957990051588,0.0369363855238337,0.0319765923063138,0.000227880200761105,0.000307924610277164,0.00362841839733893,0.16168278820595,0.00215360333523022,0.000429452801966779,0.0027195559220893,0.029319643456869,0.00208857760173016,0.0017104701892498
INS,T,1,3,0.00143719821819861,0.000764493035466263,0.0239862668639252,0.0178057939683184,0.00374336877216021,0.000918718259570899,0.00789615702657919,0.114176505095742,0.00168996150754363,0.000901714856829805,0.000717290559707049,0.0195200804232141,0.00142206649058279,0.00319508993493375
INS,T,1,4,0.00450914487332507,0.00145575676939068,0.00731544227891196,0.0108135234468908,0.0156364973565728,0.00145440462601105,0.0149314814524429,0.0552049555982721,0.0013787529460856,0.000937655293150524,0.00492161758209591,0.0115143312486417,0.00254879505467093,0.001236244591807
INS,T,1,5+,0.0582645858299163,0.0167659734944046,0.0192627493097894,0.00193861184018833,0.896163336329607,0.0119658134724187,0.00901930309234919,0.0122813119826028,0.0309127003572242,0.0066030124853276,0.0348935459376219,0.00178518179887724,0.0100146829802604,0.0161387538244243
DEL,repeats,2,0,0.000209208114610663,0.00821453647004106,0.00680153362972993,0.0285571814701779,0.000569707806386451,0.00145244029361941,0.0215578480754032,0.000271657168678107,0.0130457449553744,0.069067378391481,0.00088627797236386,0.0296895706194393,0.00350085388480484,0.00129014300576572
DEL,repeats,2,1,0.00287621601527172,0.00916280573707969,0.00819308227036317,0.024356398792576,0.00152260438090995,0.00262049178059099,0.00520970966382418,0.00150571084541694,0.00388770536462003,0.220117286560687,0.00694903222370497,0.0272368363424819,0.00479914418046367,0.0149216150136848
DEL,repeats,2,2,0.00161572085661537,0.000716298755433513,0.0121902385132616,0.00485799148097179,0.000516458755463416,0.00211923809325801,0.00288600849058929,0.00105635434356095,0.00105021920900942,0.0499982282725167,0.00445725846743523,0.00382145532324706,0.00112354286164502,0.00526957553188986
DEL,repeats,2,3,0.000734681991266916,0.000160029280209465,0.00718978176644864,0.000258435413105871,0.000418355093307672,0.000433990810806548,0.000154112783833676,8.79129607983631e-05,7.88407775730118e-05,0.0115000515105034,0.000489820554395977,0.000211154542307297,0.000836285741347535,0.00124851251438716
DEL,repeats,2,4,0.000789729544932901,0.000219582154586624,0.00260897353393496,0.000895161518728672,9.52555486893832e-05,0.000252233202326234,9.43748775930882e-05,0.000193248649301474,0.000403993485417906,0.00315577716039121,0.000280727302497268,0.000808315684074906,0.0102054366265493,0.00126600938757525
DEL,repeats,2,5+,3.07423032132565e-06,0.000648830230602054,0.000357460257555528,0.0212209711577468,6.33775115239695e-06,7.4404258629203e-05,0.000770390009688787,0.00469416993067003,0.000104121560718193,0.00231249783311883,0.0001582246612122,0.0224331560191182,0.238444932763419,0.000562112190353109
DEL,repeats,3,0,2.0788103657054e-05,0.0103876304255753,0.000889049881694104,0.0182785565879954,0.000112482061918904,0.00113285116744293,0.00466380780737817,0.000765950569660749,0.00287352551516582,0.00472731967355427,0.00140723314443189,0.0170366806411397,0.00586961790140997,0.00438648621960346
DEL,repeats,3,1,0.00516560725809444,0.0016441305272453,0.000466681649651653,0.00537659930665327,0.00440017143102378,0.00519136607575783,0.00141210632775342,0.00081013810415494,0.00461164485604079,0.0978522840647548,0.0054678170387629,0.00621659062115479,0.00182766080163307,0.0287968365653276
DEL,repeats,3,2,0.00220746952315279,0.000697385100931452,0.00017679289181089,0.000908786542569279,0.00057655496587962,0.000424559430678784,0.000426715893097495,0.000244979787762451,0.000870533932260967,0.0190383809684451,0.0020697463209984,0.000938077462823484,0.000937295818812163,0.00283429234298618
DEL,repeats,3,3,0.000397443716315203,0.000266011622494433,8.59155463525077e-05,0.000536623984181577,0.000267789994122355,2.6479717568909e-05,4.94965702200441e-05,0.000281486334773904,0.000135016599044488,0.00443545679968548,0.000510545297719963,0.000750897466595172,0.00512354192924431,0.00345714080578531
DEL,repeats,3,4,1.8674918515918e-06,2.76284978734508e-05,0.000235294919547307,0.00514546952521165,3.4248500915739e-06,1.1589561110687e-05,0.000158953264349047,0.00143779343089478,2.47401511647773e-05,0.000755659758713201,4.30645779744648e-05,0.00649149837873418,0.073395243186812,0.000570558956719775
DEL,repeats,3,5+,2.27085226345113e-06,7.38499329178095e-05,0.000198115141762464,0.00832669836205883,4.14195983812192e-06,0.000100684958311064,0.000899285918981312,0.00159608422009189,5.0894262893687e-05,0.000344520053639274,1.78067211794825e-05,0.00831718467403184,0.0838932205377108,0.000709729488284838
DEL,repeats,4,0,2.10410396059271e-05,0.00673609718410547,0.000470946661567121,0.0110362577308954,7.29952934391424e-05,0.00175145562264133,0.00205082753811393,0.000267535663199565,0.00217954535287451,0.00823665539581179,0.000144340304682771,0.0122237397634966,0.00195928470257544,0.00173943053107837
DEL,repeats,4,1,0.00179714111589135,0.00148943902359054,0.000616704427147271,0.00281819131567383,0.000873211009197388,0.00255351063068388,9.49062676696258e-05,0.000581844168875315,0.00364887079050788,0.0658448354346216,0.00101564814483553,0.00246631086133953,0.00461149853655823,0.0044152454479471
DEL,repeats,4,2,0.000482532706622456,0.000217281657838298,0.000152186189336798,0.000122013790752118,3.00176169283551e-05,0.000557614519085799,0.000199764022227139,0.000308875612090399,0.000674450871676121,0.014575336483201,0.000649225996662,0.000153911524503119,0.000704351040166813,0.000306698064503932
DEL,repeats,4,3,4.9445078111209e-06,6.8302389892457e-05,0.000118254338939491,0.00427544817880828,5.70321383016358e-06,0.000220653974482707,0.000228507394548948,0.000276228292936127,7.1974751421886e-05,0.00435297479115088,0.000109975504357734,0.00351228351483376,0.032205509198405,0.000401623629386461
DEL,repeats,4,4,2.63911363394701e-06,0.000278727631272858,0.000129647371427781,0.00480002433466777,4.04033223896542e-06,4.25045344480927e-05,0.000288882968881382,0.000933321160321193,3.83848706086559e-05,0.00106680253508122,1.26764310835645e-05,0.00405237127657828,0.0522150616437308,0.000898977277595133
DEL,repeats,4,5+,0.000195731196982379,6.51454911895924e-05,3.4597731704267e-05,0.0013064829931621,3.14321460741146e-05,1.46420302613831e-05,8.90223302766907e-05,0.000254459250363098,5.34685028619165e-05,0.000265646703240098,2.07654599120489e-05,0.00195714445185718,0.0241856198479519,0.00155159053616252
DEL,repeats,5+,0,2.1215420557463e-05,0.246918938377301,0.00273123439921928,0.0175130632376821,2.13716489301163e-05,0.0202730294342777,0.0163666790944313,0.00114733969935241,0.00160889582143588,0.00432808516774954,0.0075258369823992,0.0158299998281097,0.00719269451607742,0.00183073605323233
DEL,repeats,5+,1,0.00275884314956942,0.000398323990863481,0.000133302694551644,0.000268067654165379,0.000180651949915597,0.00789481471482532,0.00327505365807914,0.00104382746478829,0.00054556004884036,0.0116826990766287,0.000475976914454611,0.000129597702861945,0.00221235379665413,0.019336659348147
DEL,repeats,5+,2,0.000351869561051506,0.000483752686239518,6.04547176450148e-05,0.000449537778766905,9.09185908953798e-05,0.000467211290056249,8.83170307205589e-05,9.73049975252233e-05,0.00015031648408991,0.00294491236087049,0.000158848982229164,0.0004534390079191,0.00312424169598096,0.00244071325299654
DEL,repeats,5+,3,0.000108044877614231,2.64288416942183e-05,5.82435421657832e-05,0.000289059871756959,3.48519147857307e-05,0.000121194139268535,0.000109282784649408,9.48320942380979e-05,4.19613590944028e-05,0.00142827541260903,0.000192793044477552,0.000171031035657536,0.00182051239615096,0.000408863714843603
DEL,repeats,5+,4,5.84900453578059e-05,5.90570627192681e-05,4.44342315172147e-05,4.65145298002304e-05,1.45390984043261e-05,6.56888259652341e-05,0.000121591711149572,3.99661137313201e-05,2.30142875350273e-05,2.12135137119791e-05,1.54451590718377e-05,7.13479821601234e-05,0.000667754312100782,7.07919466920552e-05
DEL,repeats,5+,5+,8.67782013138243e-06,4.25340525396948e-05,4.36138207930272e-05,0.000620182922673038,2.58731164002543e-05,3.84130368481334e-05,8.16215157561843e-05,5.54654722127476e-05,9.50597369851199e-05,0.000398998425365957,7.42534844306011e-05,0.000592706064303448,0.00350403958724796,0.000271503204642825
INS,repeats,2,0,0.000307220237671354,0.00207882212985436,0.00281397787807998,0.00662948081217862,0.000352770357364522,0.00213951724055383,0.00938588495205813,0.000243118865591836,0.00102359516332831,0.000232854006102927,0.0257261247020971,0.00755788040395717,0.00800854514175327,0.0251788049716058
INS,repeats,2,1,0.00020781640976422,0.00202208636716976,0.00192616423172369,0.019213645934535,3.28625545322423e-05,5.72292734417554e-05,0.00241903255296575,0.000151646422789278,0.00236143890332753,0.000371646820246061,9.49239389705033e-05,0.0189872342480593,0.00310435048072638,0.0397758228206287
INS,repeats,2,2,0.000980220956454593,0.000455387405308013,0.000868202458497283,0.00679542216152071,0.000127689361787684,0.000662437498658729,0.000632450807457366,0.000291278032638077,0.000490357364933611,0.000559072204775004,0.000950786620051421,0.00695566350012349,0.00293457585052622,0.0245410741109225
INS,repeats,2,3,0.000370351156276104,0.000200196958927408,0.0011698972638142,0.00123830460597532,0.000485311801839434,0.00043143459404953,0.000401315447438995,0.00037678053720202,0.000340851828814306,9.78159951287387e-05,0.001486996940447,0.00100807112368208,0.00126394686932085,0.00350038020504324
INS,repeats,2,4,0.00225197789323984,0.000139324809474532,0.000327220255417066,0.000145419279606984,0.00259544692933791,0.000158061556682193,0.000154682820461235,0.000570728593493792,0.000204737330978845,0.000126808921394342,0.00282535119007258,7.23268755854572e-05,0.00197583481526772,0.00193933733508946
INS,repeats,2,5+,0.0135312314448465,0.00181856955046312,0.000190961834557732,0.00106495669089428,0.0165631054118845,0.00096611553246291,0.0015119207074027,0.000663025337392059,0.00177531066241919,0.00019152868739321,0.00123937222404482,0.000556069865481439,0.0385489420631837,0.00657480204902463
INS,repeats,3,0,3.13278443636213e-05,0.000725656767074404,0.000268709798803345,0.00396344833405435,3.34011808077717e-05,0.000856420491629131,0.000430194082689378,8.67139773864235e-05,0.000110367939445625,0.000164919049366578,0.0072857176903966,0.00354680341281293,0.00974079027021206,0.0193253969929914
INS,repeats,3,1,0.0010593107963269,0.000634522770418231,0.00030283270375286,0.0050715729357705,0.000235351099644096,0.000184099299462982,0.00377891772865215,0.000369399295572267,0.00121059144793483,0.000378245830605855,0.00276610855444115,0.00664883324927874,0.0011453765783893,0.0368144267551727
INS,repeats,3,2,0.000212543637795472,0.000183070653443827,8.62217955611942e-05,0.00080236405905751,3.89176539244852e-05,0.000766260219500653,0.000476086862026721,7.78464959022869e-05,0.000169521395516863,0.000775996402224049,0.000114888639317316,0.00143088634069273,0.000570784637734739,0.00308266749686313
INS,repeats,3,3,2.61231579442983e-05,3.3519295123497e-05,2.10637643809396e-05,1.66474029179474e-05,0.000130616236643391,0.000282564045241914,1.16519351328076e-05,0.000148723900722675,1.18481577859221e-05,3.1454907984164e-05,0.000643294947000846,2.92666886596951e-05,1.63947125731051e-05,0.000692634842066586
INS,repeats,3,4,0.000112684636605894,6.49703968628547e-05,4.84098519786032e-05,5.46274753235428e-05,7.43806046501443e-05,0.000213497084492633,1.21640019338348e-05,9.58062682602988e-05,4.0905047378845e-05,0.000161962422919175,0.000510300998191586,3.53374964651032e-05,0.000111732685687797,0.000725416340108646
INS,repeats,3,5+,0.00178145685855066,7.34286663693218e-05,5.78108597975473e-05,0.000106473435496215,0.00119359011002076,3.00336084090506e-05,0.000162972505655222,0.000320640636820056,0.000160010431369301,6.18305911053974e-05,0.00219519412882001,7.38341489846927e-05,0.00180481698411415,0.00154857383388871
INS,repeats,4,0,3.70489881058636e-06,0.000706143284482727,6.38571744497791e-05,0.00205744576391119,8.93687700082432e-06,0.0014412513529307,0.00091282187347639,0.000197432601832721,0.000179785085729448,0.000117568058505499,0.00655227621742463,0.00287790495627284,0.00520427229115642,0.0156675449292553
INS,repeats,4,1,0.0012204655376728,0.000967755011915177,0.000166756908568431,0.00362492566539719,0.000614470952779919,0.000519558163645621,0.00298206449315179,0.000557090157182979,0.00138886276411915,0.00108572269595947,0.000670846504923368,0.00371855471380331,0.00333644055871626,0.0569402554181481
INS,repeats,4,2,1.87033320255932e-05,9.87514666728605e-05,7.04036024886732e-05,0.000429608604850804,4.20357157011054e-05,0.000441338964740019,0.000140721753904927,9.44823907429488e-05,5.66208031784237e-05,0.000270671844008119,1.15499388138259e-05,0.000346319701525828,0.00120738122594066,0.00662769489555875
INS,repeats,4,3,0.000149674012054204,3.305988921671e-05,8.07598830686576e-05,4.48284823149402e-05,9.09757564199053e-05,0.000306141203237384,3.18157731279729e-05,6.37459514014555e-05,0.000142439892006184,0.000102200346134394,0.000669163552616771,1.65021408691212e-05,0.000388655698060055,0.000451902000616614
INS,repeats,4,4,0.000260568040422922,0.000125752398741568,2.75764769106205e-05,3.77229964840745e-05,0.000262363715499893,8.43293065027619e-05,2.602845211259e-05,0.00012566844886392,7.20288146199264e-05,0.000377638766620456,0.00191676052745028,2.53622387472843e-05,0.000264413302778562,0.0018411939544482
INS,repeats,4,5+,0.00214117579093184,0.000626619255214299,0.000127722777776862,0.000567176646854582,0.000849208475794108,0.00023043686672266,0.000106326323496308,0.000194759867976939,0.000114006808544496,0.000234911278497888,0.000433034486244335,0.000742473977432285,0.00822905791086451,0.00684509857275793
