"ex.sig","ref.sig","sim"
"hdp.1","SBS1",0.99935207434802
"hdp.4","SBS2",0.975827424432111
"hdp.23","SBS3",0.986034835127402
"hdp.29","SBS4",0.985067376268028
"hdp.9","SBS5",0.995109035214083
"hdp.25","SBS7a",0.973789610810814
"hdp.6","SBS7c",0.993783790612684
"hdp.13","SBS7d",0.986954023729823
"hdp.20","SBS8",0.99083344253841
"hdp.22","SBS9",0.994037725512575
"hdp.2","SBS12",0.979841890296393
"hdp.3","SBS13",0.999424733809442
"hdp.17","SBS16",0.954578183151035
"hdp.7","SBS17a",0.993868536883264
"hdp.5","SBS17b",0.996622881016148
"hdp.26","SBS18",0.996456520164112
"hdp.19","SBS22",0.988945810966441
"hdp.18","SBS28",0.975218871731128
"hdp.35","SBS29",0.969325209970095
"hdp.15","SBS34",0.988458311124433
"hdp.37","SBS36",0.997539700428897
"hdp.14","SBS37",0.995305268388447
"hdp.31","SBS38",0.989942318347242
"hdp.28","SBS40",0.994364621802509
"hdp.36","SBS41",0.992467401236816
"hdp.32","SBS44",0.987656965319952
