Type,Subtype,Indel_size,Repeat_MH_size,signeR.1 (ID2 1),signeR.2 (False Positive) (ID2 1),signeR.3 (ID1 1),signeR.4 (ID5 0.983),signeR.5 (False Positive) (ID1 0.958),signeR.6 (ID8 0.99),signeR.7 (ID3 0.996),signeR.8 (ID6 0.997),signeR.9 (ID14 0.998),signeR.10 (ID4 0.99)
DEL,C,1,0,0.00498461482316348,0.00477366651041176,1.16151750483426e-05,0.0278817087580903,0.00101598565247589,0.0812219189421883,0.138157990159289,0.0556582461368327,0.00881323503055214,0.0181401506583381
DEL,C,1,1,1.39093009807599e-05,0.000100555683819533,0.000467830128736252,0.0224377469712725,0.000510984171841244,0.0316623336361757,0.201856438076685,0.00945801260784845,0.000815373088748699,0.00341691853870912
DEL,C,1,2,1.09368785509963e-06,1.90572736508768e-06,1.27299357035832e-06,0.0193924589343484,4.56817032900258e-06,1.19794430327906e-05,0.160509340703297,0.00615634517057618,0.000246294004056944,0.000655210943479557
DEL,C,1,3,0.00245835814526957,0.00252561912803517,0.00185898489037434,0.011288883239057,0.00202053607927048,0.00491546371135638,0.0606311489657456,0.00100866948246032,0.000384169568290718,0.000842332886771658
DEL,C,1,4,0.00382202248341143,0.00395974594793152,0.000529899407723781,0.00226600585556291,0.00154643902296664,0.00185258250855442,0.0406105702108281,0.00275767810941297,0.00182727474454038,0.00129400952015149
DEL,C,1,5+,0.0145757896397139,0.0146374489572571,0.00362502233488872,0.00153681156836622,0.0062518920485805,1.64059269023242e-05,0.0206235071458437,0.000939934353972463,0.00260115283190514,0.00204839211270498
DEL,T,1,0,0.00799247494829315,0.0078539950295541,0.00138442920692985,0.0986520259098679,0.00278109027261784,0.0442271372739691,0.0437976384007841,0.00952265204965362,0.0171450409342922,0.00809938101849216
DEL,T,1,1,1.02951177034275e-06,1.84673447720933e-06,1.30162157767756e-06,0.14813863024277,3.86450077468817e-06,0.010297290728898,0.00645814586740553,6.6003056831312e-05,0.000163991955581161,0.0426716732148044
DEL,T,1,2,0.0071115581315866,0.00701136736957241,0.0011385425196993,0.107931538623939,0.0023005061769754,0.0178373680876369,0.0231731962016877,0.0158540283498337,0.0103677038996493,0.000495028641118505
DEL,T,1,3,0.020459041229224,0.0200922477116091,0.00258097497676008,0.0889528018944422,0.00644688645024028,0.0233752899837373,0.0247681514925343,0.0285391173504572,0.0163661041080425,0.00425376665706152
DEL,T,1,4,0.047524252443203,0.0470120516389736,0.0048441437161138,0.05027691400334,0.014546747224005,0.0134873582731475,0.0201586549789852,0.0239158757864845,0.0136373516533954,0.00212788401817488
DEL,T,1,5+,0.816118825864053,0.814473603412951,6.00554177550623e-06,0.0206587006986909,0.200857040462974,1.05582738752459e-05,0.00713383287305981,0.00593858167959678,0.057442036274049,0.000309724049748243
INS,C,1,0,1.08963242883417e-06,1.87408260583413e-06,1.21940328888669e-06,0.000457458883439573,4.63465082192701e-06,0.00240363190942696,0.00177934857474082,0.0017032457334574,0.438887907954894,0.000240232626690385
INS,C,1,1,0.000217287171487161,0.000208761181500099,3.1625272065025e-06,0.00570786323736529,3.09779669330069e-05,0.00168058293187729,0.00521526090686085,0.0013809224946952,0.0113117690243403,9.33243664431391e-05
INS,C,1,2,2.0524517791543e-05,1.99301534102547e-05,1.89069621215986e-06,0.00545100460493009,7.11402743937456e-06,0.000982248164123928,0.00376242177199222,2.31737217483388e-05,0.000433626757941208,6.03323297730304e-05
INS,C,1,3,0.000419539487807408,0.000608185851762758,0.000413226679747533,0.00098188459315833,0.000760083258005019,3.92883369029297e-06,0.0071220861333883,1.26178764231318e-05,0.00157446912819294,0.000178261132486694
INS,C,1,4,0.0029011519793667,0.00304821723875571,0.00155518350442812,7.32489158740279e-06,0.00209293536484052,7.32391388819258e-06,0.00724208236179839,9.41831263045717e-05,0.00166792965620875,5.66553896886815e-05
INS,C,1,5+,0.00896803465447672,0.00902198402917451,0.0244168727395358,8.95510918549158e-06,0.0206049708771912,8.69583445321902e-06,0.00665820734557511,4.35551212941866e-05,0.00287697855842317,0.000586320136956197
INS,T,1,0,0.0013193642773296,0.00140177335820358,0.00208890539720002,0.0107056188545035,0.0019933873399285,0.0055984245399957,0.0149831678175128,0.00627159964875679,0.030666605756529,0.00499288266262455
INS,T,1,1,2.12327990193567e-06,7.97104014504959e-06,2.07353019124329e-06,0.0183148986184655,1.09953101208864e-05,0.00440918708585465,0.0508187690987381,0.000480724894359969,0.00241066451424864,0.000209707676291014
INS,T,1,2,0.000629197410025194,0.000727320317293488,4.05615361889062e-06,0.0291888290681609,0.000275484008301817,8.25834314951821e-06,0.0435706990887193,0.000103007867076193,0.00156495684406412,8.97139064089328e-05
INS,T,1,3,0.00105829871013869,0.001211253857312,0.00392858194142989,0.0198807462784295,0.00346554782041532,1.28039715128981e-05,0.0269690475741542,0.000467182694002239,0.00110459760452085,0.000197922536837065
INS,T,1,4,0.00346010328940822,0.00348275150977607,0.0165761606517815,0.0128191881772285,0.01344323739453,1.14983868713045e-05,0.007069763541847,0.000680536417722894,0.00508423104582373,0.000794562406208274
INS,T,1,5+,0.00122580110071449,8.75410357837593e-05,0.898532120885397,4.92355502921559e-06,0.673486469165794,1.1081041205313e-05,0.0191100807531871,0.00443487205012889,0.250882664272199,0.0144897471470207
DEL,repeats,2,0,0.000159757044848232,0.000160252563962782,0.000638577509644932,0.0278198037953685,0.000535562627595808,0.00915965698602479,0.00742782421330432,0.00201510859655423,0.000432205531214786,0.0677595574353516
DEL,repeats,2,1,0.00355617347388346,0.00364713861459533,0.00113734177695424,0.0220023109105553,0.00177798153246864,0.00899614789707539,0.0092805945675122,0.00195021360074653,0.00642123778562227,0.213369853227968
DEL,repeats,2,2,0.00184502246423791,0.00197608180184043,0.000231507176131291,0.00398200328616175,0.000822993268561648,6.35033324720443e-06,0.0111984512637281,0.00203311813355479,0.0026415945235036,0.0510763662190068
DEL,repeats,2,3,0.000739424714835177,0.000864269707331653,0.000112132831590742,2.7269217764539e-06,0.000533768973247077,3.25202240050764e-06,0.0061485661715282,0.000139955240464568,0.000552469516094346,0.0118477651826499
DEL,repeats,2,4,0.00087456414988276,0.000903544830917073,3.38041037010337e-06,0.000426521703365805,0.000218236389263285,3.52926116398649e-06,0.00313355738999619,2.92956071505208e-05,0.000107408666433466,0.00291200573256065
DEL,repeats,2,5+,1.04561074665557e-06,1.92223249952866e-06,1.31891008889314e-06,0.0200606242797744,4.70975875072895e-06,5.87450927266304e-06,3.20862854586013e-05,2.05399265891168e-05,4.6419448836058e-05,0.000929123450638332
DEL,repeats,3,0,8.76415698186142e-06,5.92633326120611e-05,6.23223915270383e-06,0.01616688629419,8.94725584998799e-05,0.0104658269479552,0.000722852159588291,0.00092763010373785,0.00105268331641115,0.00377356398551573
DEL,repeats,3,1,0.00500644270589583,0.00503466389832859,0.00500747192445304,0.00545023873260818,0.00500609371399516,0.00135128685857567,0.000330813002437323,0.00551097376243656,0.00484905420977776,0.0902230293805618
DEL,repeats,3,2,0.00232328908771795,0.00254203623605695,0.000243564961267199,0.000751179302285699,0.00116516993098477,4.63602585742032e-06,1.07554927249588e-05,0.000583533355853658,0.00122911488007782,0.0204474660638624
DEL,repeats,3,3,0.000414503921290475,0.000558138321036845,1.12144356110826e-05,0.000207269928708952,0.00042554564881636,2.90578363195826e-06,4.83028726922542e-06,1.01571403378115e-05,0.00054861834422185,0.00353588412957962
DEL,repeats,3,4,1.09803574138385e-06,1.80597004515089e-06,1.23760508104879e-06,0.00538597693232119,3.91675663742598e-06,4.78865658011467e-06,2.02476079340303e-05,1.18012080012547e-05,4.28455091507766e-05,0.000124573977491415
DEL,repeats,3,5+,1.13221745974191e-06,1.87725778490154e-06,1.44082366499181e-06,0.0077941660213225,4.50053491678914e-06,3.93623330978983e-06,1.79867613635811e-05,1.34916227144401e-05,4.98950043384907e-05,0.000292806006466837
DEL,repeats,4,0,1.07014602484889e-05,4.58465525645009e-05,4.69838994178059e-06,0.0102698946058079,7.30279466113262e-05,0.00639958573176329,5.41982631557024e-05,0.00214135490287317,8.35748205141857e-05,0.006123963936241
DEL,repeats,4,1,0.00213567982485492,0.00218632023012283,0.000769305235106395,0.00247141022411293,0.00118028802989594,0.00212181949041546,0.00102698082238354,0.00304252179881371,0.00071052872340388,0.0592084653021637
DEL,repeats,4,2,0.000547009194748746,0.000528751325729241,2.30191999586061e-06,1.48102157430931e-06,8.39556064335894e-05,2.85411620871238e-06,8.23838677245466e-06,0.000203460393647399,0.000617082384630225,0.0138076668983697
DEL,repeats,4,3,8.99329971061082e-06,5.2801419076787e-06,1.77386014109993e-06,0.00362953610326723,5.18957764240977e-06,4.52754555113036e-06,1.16324577085502e-05,1.77143173234093e-05,4.53760394543197e-05,0.00379423413602566
DEL,repeats,4,4,1.18699391731628e-06,1.74368313340728e-06,1.08480495434671e-06,0.00427105703533302,3.91666986373432e-06,3.51609684893915e-06,2.11360900071592e-05,1.37419218209571e-05,4.9537696295433e-05,0.000150264525972411
DEL,repeats,4,5+,0.000204124665869527,0.00021247438560709,1.84965578692512e-06,0.00103234169961671,4.450014496829e-05,2.936101699285e-06,6.16641564100556e-06,1.0459732403417e-05,3.36335023480198e-05,0.000230654382203699
DEL,repeats,5+,0,8.79712405468992e-06,7.95208905280697e-06,2.48852880138168e-06,0.0173566581698252,8.83835829193659e-06,0.226538167141149,3.22690051570753e-05,0.0179875249985604,0.00335394448060686,0.00333266992211713
DEL,repeats,5+,1,0.00298359826621303,0.00307963329401857,3.99403332322544e-06,0.00035723811541364,0.00084750120399751,4.093187847937e-06,5.81261747000632e-06,0.00768048150299534,0.000479642844249573,0.0148025680563864
DEL,repeats,5+,2,0.000405790528515162,0.000433264743791681,2.62187230157601e-06,7.36084081306189e-05,0.000162337329005282,2.97349308575588e-06,5.09573459852284e-06,0.000110639986436678,8.66902403005584e-05,0.00232113291076943
DEL,repeats,5+,3,0.000140240921599286,0.000153958467429542,1.63553787926575e-06,1.82102219042982e-06,2.97380347153522e-05,2.57914929133883e-06,4.35872706955647e-06,1.77359605980297e-05,4.68470273558958e-05,0.000713966621747528
DEL,repeats,5+,4,7.34525706289097e-05,8.34358785864981e-05,1.44285155845303e-06,1.43223716621285e-06,1.03379258460687e-05,2.5206610183597e-06,4.287986395647e-06,8.12531642857021e-06,2.10548558008426e-05,8.46157832645653e-05
DEL,repeats,5+,5+,1.92090798750978e-05,3.4164298147408e-05,1.83371554504993e-06,7.2342808036926e-05,3.13308748708727e-05,2.31623586880832e-06,5.35916910618935e-06,8.67907997018106e-06,6.48874082744823e-05,7.48034585580032e-05
INS,repeats,2,0,0.000326153868357095,0.00037816459106212,0.000277273986420079,0.00697475666817799,0.000401531363480879,0.00144928659851731,0.00230358968478388,0.00192980732559393,0.0228708989054194,0.00116395172195381
INS,repeats,2,1,0.000263140562739049,0.000265917509041091,2.78692547860238e-06,0.0170344044658112,4.13151472869782e-05,0.000975429852406314,0.00282182187522217,3.63195717252198e-05,7.32790746021479e-05,0.000142788326762009
INS,repeats,2,2,0.00103186913628428,0.00114500284251679,7.88908891089607e-06,0.00664242937187007,0.000439707116199294,4.94483176234794e-06,0.00120539188282219,0.000511405472563892,0.0011716619951706,0.000113777341873766
INS,repeats,2,3,0.000383536157164092,0.000476660502997016,0.000276298155128337,0.00113301185471909,0.000502721181477969,3.37081359826789e-06,0.000848420136681237,0.000141441703151905,0.000984253138209414,0.000159345451683908
INS,repeats,2,4,0.00198384146929803,0.00208403306134459,0.00261393469582233,1.81532054373718e-06,0.00263940779350043,3.30161854520982e-06,4.19894438833965e-05,1.47822010204411e-05,0.00306308498683881,7.07979258390045e-05
INS,repeats,2,5+,0.0135975569242559,0.0137217245312798,0.0182045668223916,0.000789968324982525,0.0170965311662294,0.00110984500202074,1.25779483323593e-05,0.000276860267137745,0.00101319773524912,0.000427263469070271
INS,repeats,3,0,5.04655566695497e-05,5.85048841446056e-05,2.53295680097623e-06,0.00374602555291271,1.54779267930175e-05,7.93247171426414e-06,2.84863397135962e-05,0.00117997192440671,0.00634446737106734,8.11121700536525e-05
INS,repeats,3,1,0.00122366428992532,0.00131571785524317,2.54684626421031e-05,0.00625779302257839,0.000545884230679,1.49113138119244e-05,0.000331628600685032,3.37090360200866e-05,0.0025868655136295,0.000481563736536484
INS,repeats,3,2,0.000206682938522336,0.000215250671389558,2.45882305133096e-06,0.000692534123053163,6.62540189281917e-05,3.25249914153175e-06,9.01221039903738e-06,0.000494530939273394,0.000162120297132299,0.000348718098170885
INS,repeats,3,3,4.09832475745584e-06,6.857864182661e-05,2.01318476435543e-06,1.48515376684478e-06,9.50918055117187e-05,2.51000383089225e-06,4.08629133817361e-06,1.86469492823101e-05,0.000230444300199671,3.84790941351106e-05
INS,repeats,3,4,0.00012934438327329,0.000165424603354675,2.40765291506967e-06,1.53317600067927e-06,7.44667831070546e-05,2.51080166945834e-06,3.68181361483883e-06,8.3673463555294e-06,0.000549601588529118,3.93666891684903e-05
INS,repeats,3,5+,0.00189397767308374,0.00222471989481565,0.000354930955221792,1.43217837915638e-06,0.0013783459606873,2.69566148857524e-06,4.72179838378502e-06,1.08551859255649e-05,0.00254418820694474,4.47167188734719e-05
INS,repeats,4,0,1.2003268591201e-05,1.3921643562718e-05,2.03985697276995e-06,0.00262612740581518,8.19257259972612e-06,2.10533840950752e-05,8.59373862182027e-06,0.00150993002698773,0.00567633463612673,0.000160615197569451
INS,repeats,4,1,0.00120999164918954,0.0012229273024945,0.000715558092414356,0.00370772318886096,0.000810158239337122,0.000738020359316748,0.00015250792805993,0.000334409535249813,0.00132997677136178,0.00118648386289652
INS,repeats,4,2,1.02225893532392e-05,4.33601640948766e-05,2.23244945895888e-06,4.63485458316145e-06,6.48080540465457e-05,2.89859660015513e-06,4.77091225318795e-06,0.000155514852140236,6.27442716127069e-05,8.95075557100246e-05
INS,repeats,4,3,0.0001236383381344,0.000186199845432271,1.93084626535964e-06,1.5799243764976e-06,0.000126883883796807,2.25014810671424e-06,3.87015586796081e-06,5.33728085292539e-05,0.000855854085950209,4.33675824442617e-05
INS,repeats,4,4,0.000258231789219983,0.000357983674503477,3.47569410934267e-06,1.4966771700619e-06,0.000283555432507938,2.05899102215018e-06,4.51804888536299e-06,8.04759475338117e-06,0.00166404540905717,9.65699519363188e-05
INS,repeats,4,5+,0.00219963260815805,0.0023837679679659,0.000632134312240914,0.000433658158005988,0.00138479942569395,0.000131773980980284,6.61524466751741e-06,2.86852798334094e-05,0.00045727386256481,0.000128353800719748
INS,repeats,5+,0,1.15477208357917e-06,1.86937224473053e-06,1.24251213791843e-06,0.00471860776011439,4.19466100137624e-06,5.7566948609087e-06,2.98214926237451e-05,0.00848845366297488,0.00252637989376028,0.000162505037407284
INS,repeats,5+,1,0.000127084900303658,9.31071351786094e-05,0.00148511730310446,0.00590232438695149,0.00111428857843996,0.00908535835104706,0.000217057012435439,0.00509087696877176,0.0252416040268589,0.00325912457943756
INS,repeats,5+,2,4.31424115784425e-06,9.98562839078044e-05,7.03196456949877e-06,3.71550844487961e-06,0.000190955893787652,2.65308923042772e-06,3.93028503025003e-06,0.001119590819714,0.000636896479758359,0.000125608138306964
INS,repeats,5+,3,8.57362029803198e-05,0.000181563343765614,3.1830813965431e-06,1.48380175636236e-06,0.000186510821373985,2.07788828202222e-06,4.7013963151011e-06,8.43431170914331e-06,6.76262287553142e-05,3.77872733855699e-05
INS,repeats,5+,4,3.92375615962341e-06,9.44998509450577e-05,4.6226710326544e-06,1.35251685457642e-06,0.000182654432729194,2.47945958715151e-06,3.84804548463773e-06,8.12264176737682e-06,9.28654295337487e-05,4.80153938708629e-05
INS,repeats,5+,5+,0.00010788544364842,0.000157769108052617,2.17683010300454e-06,0.000150487344441188,9.21202534435859e-05,2.56114821191781e-06,4.88526287462704e-06,8.35371784491289e-06,4.44921888628287e-05,7.93264985608877e-05
DEL,MH,2,1,0.000164834417782166,0.000194009772475755,0.00112003909578438,0.0267206150348167,0.00093426751927381,0.00388338287083227,0.00765418836681251,0.000136339116429475,0.0025058191380022,0.17562267358857
DEL,MH,3,1,3.14047314932651e-06,2.10508241653814e-05,4.82554659635996e-06,0.0123267049535067,5.08627871643238e-05,0.00898671170897967,0.000493187743906532,0.000838003791169597,0.0015351825332275,0.00568982313904335
DEL,MH,3,2,0.00294111491378344,0.00291878543531022,0.00158706546577017,0.00815706949875696,0.00184274285435692,0.00395972519676253,0.000434831169994021,0.00424198084920471,0.00327022206319673,0.0452678936088443
DEL,MH,4,1,0.000142688712704141,0.000168857979477369,6.0971058943071e-06,0.00829746791699938,7.62058720886206e-05,0.00553152071189584,1.66359723551999e-05,0.00263360405573341,5.54375441499022e-05,0.00958769891701622
DEL,MH,4,2,0.000550737678629607,0.000611050673695448,5.82829911998722e-06,0.0055464698394899,0.000236462713835158,0.00156106416141055,0.000513392785757888,0.00869302519577902,0.000868774173200992,0.0273717322305763
DEL,MH,4,3,0.000687698789444677,0.000753493701066255,9.56448117815622e-06,0.00333993567856653,0.000306259888780116,0.00112810218977935,0.000129888532834988,0.00484824920209082,0.00204280538288102,0.0453183154139847
DEL,MH,5+,1,0.000585397409554478,0.000547660419541591,3.64716156587653e-06,0.00653320646942912,4.91590649752263e-05,0.267462786737097,2.05315798632463e-05,0.0684089885059294,0.00338794992528503,0.000334485702846014
