Type,Subtype,Indel_size,Repeat_MH_size,W.1 (False Positive) (ID9 0.898),W.2 (False Positive) (ID5 0.489),W.3 (ID13 0.978),W.4 (False Positive) (ID14 0.887),W.5 (False Positive) (ID5 0.716),W.6 (ID2 0.999),W.7 (ID8 0.982),W.8 (ID1 1),W.9 (ID6 0.99),W.10 (ID3 0.975),W.11 (False Positive) (ID5 0.391),W.12 (False Positive) (ID5 0.255),W.13 (ID11 0.998),W.14 (ID4 0.997),W.15 (False Positive) (ID5 0.326)
INS,C,1,3,0,0,0,0.00174378769044176,0,0.000274315058531081,0,0.000688563084938638,0,0.00673081938935803,0,0,0.0380603346739287,0.000251605164071194,0.00472888368540257
INS,C,1,4,0,0,0,0.00228693697848824,0,0.00161167557427298,5.61874721187438e-05,0.00153749155630553,0.000217667873408991,0.00644980900520123,0,0.00324994285963125,0.010211753776244,0,0.0211706463402317
INS,C,1,5+,0,0,0,0,0,0.00640140606283685,0,0.0205948979882917,0,0.00671704161110761,0,6.98721095320749e-243,0,0,0.127234099499888
INS,T,1,0,0.0170299974444576,0,0.0422628705398478,0.0447693891981374,0,0.000800873155060568,0.00186755601351114,0.00213347522575853,0.00704041063045598,0.0212453151777155,4.01317779236029e-169,6.41787489167889e-144,0.000294959030973154,0.000921044990287097,0.0134124246710571
INS,T,1,1,0.00861292431281178,0,4.32534476236771e-09,0,0.0137115903086436,0,0.00197288747303262,0,0,0.051611400455997,0,0,0.319078162761232,3.16355085552636e-184,0
INS,T,1,2,0,0,2.76730044270228e-48,0.00145603209562561,0.0523407634663299,0.000411538215516638,0,2.53982117735712e-05,0,0.0447461576752617,1.24323637698764e-263,0.00591789357211467,0.170626326055374,0,0.00225965256172007
INS,T,1,3,0,2.57069380831707e-130,0.00831734652224931,0,0.0295938953364906,0.000712276513475622,0,0.0035388555522643,0.000122450512563765,0.0289584442749241,7.57012131529768e-141,6.09263599914426e-210,0.120841974701902,2.70886015985815e-233,0.0110783754533155
INS,T,1,4,0,2.34801243346952e-299,0.0190325246041276,0.00318853500976913,0.0148989666447723,0.00188272617352472,4.16412528129583e-135,0.0146598628168656,0.000830182150306747,0.00754514679541476,5.11726472396242e-124,1.69374477126483e-308,0.0580502289124886,0.000253728308059257,0.0459528629337323
INS,T,1,5+,1.17012393680158e-87,4.78037097284544e-241,1.75433950110838e-93,0,8.61115764823224e-33,0.00189069227776185,1.79405614421752e-31,0.925041462583221,3.73923916138275e-46,5.89464316892928e-50,4.18667469411725e-125,1.68677193868233e-88,6.01314451435358e-262,1.43793407947621e-130,9.00325375581804e-60
DEL,repeats,2,0,0.0164675854860801,2.02441709469865e-11,0.0291639273774712,0,0.0455384189566928,6.86639920819402e-05,0.00705554032801067,0.000193164669456726,0.000750523664770821,0.00651727475019447,5.47028050522122e-16,5.0025688219657e-269,0,0.0747836560237653,0.000460583338976843
DEL,repeats,2,1,1.73410356080613e-273,2.26849241462812e-282,0.0049217314668832,0.00495896562876051,0.0291444412127727,0.00179448907635278,0.0064325176070579,0.000399239730244139,0.000779528455369281,0.00895969819673854,7.74590206095184e-199,0.00215218079113478,0.000837691274399804,0.237844140635222,0.0244287127731756
DEL,repeats,2,2,0,0,0.00263887778807174,0.00426111272769426,0.00169573951095647,0.0013899402996847,0,0.000256142741380646,0.00163339125311585,0.0146525803931561,9.36281898393122e-237,5.24712940971249e-150,0.000571473900060512,0.0529230734419298,0.00927693166082776
DEL,repeats,2,3,0,0,0,0.000231116263123251,0,0.000481464168785592,0,0.000280361205612324,0.000206653245891733,0.00771206129406547,0,0,0,0.00987463176568238,0.00532510891754082
DEL,repeats,2,4,0.000128522640917404,2.2109547221182e-254,0,1.58459875110166e-53,0.0013065887974897,0.000502606506201518,1.55136772599818e-301,0,0.000251411108641717,0.00310557615033065,0,8.51709774270326e-35,0,0.00330465954850252,0.00772570487277835
DEL,repeats,2,5+,0,0,0,0,0.054341939196756,0,0,0,0,0,0,0,0.0037794119724295,0,0
DEL,repeats,3,0,0.00301020037296021,9.06842740817555e-77,0.00577278037173903,0.00142359046630346,0.0348258185874657,2.15103407320437e-06,0.0131243619486653,9.20704086957755e-05,0.000683462787690697,0.000599986498292925,0.000239142779828169,0,0.000483219373649686,0.00433709985214221,0
DEL,repeats,3,1,0.000165563596734627,1.06865237809978e-152,0.000709242536859229,0.0041244506774311,0.0025114576164541,0.00376745367216291,9.57069683313875e-303,0.0034519975145603,0.00499710687285176,2.84659380712686e-268,6.12891001375167e-63,3.5382348064381e-131,0,0.105406304643479,0.0386171638688592
DEL,repeats,3,2,8.2783888002892e-267,0,0.000151689643970385,0.00189305012439157,0,0.00166834035537136,0.000186813308503882,0.000275739581743998,0.00034043224601132,0,4.11424325808032e-269,0.00365898687191676,2.20119674054648e-05,0.0190831398202803,0.014200430351371
DEL,repeats,3,3,0,0,0,0.000618489235484072,0.0012341857250245,0.000328563169725747,0.000174954682979408,0.000244453923215889,0,0,0,2.19857294190235e-53,4.96005783144833e-05,0.00447859302606208,0.0023758144752292
DEL,repeats,3,4,0,0,0,0,0.0145802349499504,0,0,0,0,0,0,0,0.0010441084978597,0.000178786211899263,0
DEL,repeats,3,5+,0,0,0,0,0.0206189735833603,0,0,0,0,0,0,0,0.000814910095784719,0,0
DEL,repeats,4,0,0.00150119218737942,0.005709989812763,0.00245781211542145,0,0.0214225479560124,4.21446591237555e-07,0.00827334739523813,1.80958279579634e-05,0.00146664000764338,0.00023643739428412,0.000279533942936142,0,6.52497027320595e-06,0.0086075564393111,0
DEL,repeats,4,1,0.00181871574487759,0,0,2.53664804964315e-245,1.22728265203829e-256,0.00140380974098817,1.25347137048733e-18,0.000286673494048554,0.00252215485804087,1.20015793130065e-12,1.66880539389638e-308,0.0038226907551965,0.000370747035823262,0.0682656247381205,0.0128816192372488
DEL,repeats,4,2,0.000108919435571273,0,0,0.000434539236192644,0,0.000330111805793571,0,0,0.000530284828439018,0,0,3.33644806793817e-215,0,0.0122547941401842,0.00362613570177059
DEL,repeats,4,3,0,0,0,0.000132525729963995,0.00869010480985943,2.3448473788877e-06,0,0,0.000203929465686187,0,0,0,0.00013270155236296,0.00374008255077878,6.92209808874837e-06
DEL,repeats,4,4,0,0,0,0,0.0109990380781447,0,0.000205160678900564,0,0,0,0,0,0.000719301860436828,0.000472135219115022,0
DEL,repeats,4,5+,0,0,0,0,0.00423277714424524,0.00013665292702575,0,0,0,0,0,0,5.55268615396582e-05,0.000110780005199507,0.0021456119499258
DEL,repeats,5+,0,2.3703511680163e-271,0,0.0103170006267251,0.00250772639011016,0.0174046039866102,0,0.332057954655224,0,3.86694880155458e-55,0.00168393081658975,0,0,0,0.00124454758317423,0
DEL,repeats,5+,1,0,0,0.000988350086313843,0,0,0.00223007668823821,0,0,0.00844216016543669,0,0,0,8.64106599268674e-05,0.00966605154972143,0.0189311988372035
DEL,repeats,5+,2,0,4.27713180668247e-173,0,0.000108332352611562,0.000698879269510003,0.000238041041652233,0.000452560725117981,5.77015938299913e-05,0.000492108017823657,0,0,0.000589974135496972,0,0.00309432033136169,0.0028900357156965
DEL,repeats,5+,3,0,0,9.21411136954681e-272,0.000117223725675885,0.000516245165749495,9.80345899655762e-05,0,2.13708853363559e-05,0.000112904356120944,0,0,2.62600757479905e-23,1.22510284498247e-05,0.00145998372794339,0.000788612380884591
DEL,repeats,5+,4,0,0,4.29492446644835e-05,0,0.000144436781931866,5.78400442027988e-05,7.14866900444168e-05,0,7.41146327542228e-05,3.57544622772878e-05,0,2.67486555576479e-155,0,0,0.000589276806895728
DEL,repeats,5+,5+,4.45287390424532e-05,0,0,0.000118095452192031,0.00144516507173512,1.06144056181852e-05,0,3.49658735903479e-06,4.26415936614874e-05,0,0.000197681973948911,0,3.659981074779e-05,0.000371395886025354,0.000348604023782366
INS,repeats,2,0,8.55860143537556e-05,2.55991239128292e-240,0.0119406315963778,0.0336486978535674,0.0112969098665804,0.000199201868151465,0.00187368492238997,0.00033242288073716,0.00228068958674949,0.00306901357055743,4.93162128546282e-251,3.77747717537796e-31,0,0,0.00347531239053738
INS,repeats,2,1,0.00281811479416734,1.25593529844722e-78,0.00238558817718525,0,0.0397501509177534,0.000209111784221188,0.00176569818419631,0,0,0.00268962023474791,1.64744347855852e-192,0.000611530693260921,0,0,0.000973972013163579
INS,repeats,2,2,1.6688053939811e-308,4.03338593462354e-180,0.000219981785797902,0.00103635591462204,0.0140082242789454,0.000719290383027415,2.03038013620857e-59,7.52457898350484e-130,0.000670750578588548,0.00104904653690173,0.00272122004424173,0.00214382978171011,3.34616492660566e-05,0.000169940802732341,0.00771775315444894
INS,repeats,2,3,8.83064906117663e-225,0.00154683529625062,0.000322505940876998,0.00162400661129228,0.00157451436904924,0.000278697998987954,3.89278569087496e-82,0.00054911584184507,0.000486286502981562,0.00144647018450751,0.0015438710754538,1.27763806951645e-107,0.00016113327083268,0,0.00263690394441005
INS,repeats,2,4,0,0,0,0.00267145552254334,0,0.00144743971306393,0,0.00198975758797687,0,0.000173747973558046,0,3.22862286500604e-86,0.000348525701274754,1.79463175536848e-05,0.0229354387199904
INS,repeats,2,5+,0,2.65203112615979e-220,3.25269447485004e-126,0,0.000506062420284838,0.0079582380686692,0.000601899348726979,0.0140459707247819,0.000193744288821351,0,1.77681381939524e-308,2.08656461113929e-250,0,0,0.131842891079398
INS,repeats,3,0,0,3.67316535244126e-164,0.000198503975666333,0.0105883698625979,0.00813267633958946,2.92971572445797e-05,0.000756873149084888,4.90829542725778e-06,0.000974671196573792,0.000273364657704905,1.55457621802478e-305,0,0,0,0.00049796317309984
INS,repeats,3,1,0.000358994884587901,3.55578452568066e-207,0.00485524737421535,0.00320033918736277,0.010515341695943,0.000897162246599281,0.000523768720217718,0.000172282586386833,3.39841965233382e-05,2.89091941685385e-38,0.00486647735814871,2.6325954450519e-156,2.15895143968662e-05,7.10059684372714e-05,0.00516320175096192
INS,repeats,3,2,5.42727685460712e-234,0,0.000585502824942554,6.17037039664471e-05,0.00218819736179611,0.000170464461949064,6.08569086154766e-05,3.6404690752267e-63,0.000926341492354732,2.20212068297708e-160,0.000309160568046014,0,0,0.000865860457352936,0.00170172955402592
INS,repeats,3,3,0,0,0,0.000727950056589549,2.33410795826532e-05,0,0,0.000172666741797054,0.000317493223381366,0,0,0,0.000118560064337485,0,0.000252451190238165
INS,repeats,3,4,0,0.000134663812221321,0,0.000721937300674217,1.32965028660091e-267,5.84470600747374e-05,7.14595636318431e-05,9.04542660195133e-05,0.000229354299915321,2.4438475226489e-05,0,2.37914439284482e-247,4.34710038802736e-05,0.000175405977363056,0.00115948661860972
INS,repeats,3,5+,0,0,0,0.00267366145614822,0,0.001442998226612,0,0.00102982519803839,0,0,0,0,6.06103034540237e-188,0,0.0118284272693888
INS,repeats,4,0,0.00014209776262199,3.35215712453334e-45,0.00081128430515783,0.00913547483918033,0.0052180659213958,8.19345397031274e-06,0.000623903879549232,0,0.00165904369131569,0,0,0,5.99274869038522e-05,0,7.18034695131477e-05
INS,repeats,4,1,0.00154352200015893,1.64070836381802e-39,0.00356228586846071,0.000889042953562951,0.00718049417847664,0.000938548990148689,0.000750720785355132,0.000477659596740274,0.00053318706836728,0,8.10981254959985e-123,0.000184541037884772,0.0003524831554628,0.000917561993778455,0.00808761662361916
INS,repeats,4,2,0,8.98625417056152e-05,0.000112455350394317,0,0.00089289334435652,1.122149319238e-05,3.40081137147701e-05,5.88629467931814e-05,0.000518789502364369,7.68489989171031e-118,1.96725506709522e-49,3.1841346892964e-254,2.58907434355076e-05,0.000273513913410896,0.000150715618529915
INS,repeats,4,3,0.000149678353654299,0.000143021706800046,0,0.000896826062067516,0,9.12065062769413e-05,0,8.79603422035259e-05,0.000354042286888091,5.38264475447074e-05,0,4.29343302487706e-156,0,7.40596733351093e-05,0.001244452574247
INS,repeats,4,4,0,0,0,0.00234889761334045,0,0.000142675851142841,0.00013624935631097,0.000209547297335143,5.62002710720779e-05,0,0,0,0,0.00032403672528839,0.00319457232415458
INS,repeats,4,5+,0,0,0,0.00017744694437685,0.0013652231997302,0.00184500151421596,0.000546643829741469,0.000555977157656015,0.000162103561622179,0,1.55829027663172e-231,0,0,8.17405390187429e-05,0.0155434300804349
INS,repeats,5+,0,0,0,0.00246851117192623,0.00383300619509754,0.00971332425227442,0,0,0,0.00938376581282649,0.00014017695021652,0,0,0.000837945374256879,0,0
INS,repeats,5+,1,0.00175609512027558,0,0.0140067592702625,0.0478773981794707,0.00797888519426362,3.77637860352308e-05,0.0106292977914686,0.00146010161966532,0.00655348926932168,0,0,0.00131408668648369,0.000846942962578285,0.00217712209466684,0.00159894608850576
INS,repeats,5+,2,2.66070052895358e-32,0.000889244194096678,0,0.00101200561885406,0.000500761835411965,0,0,0.000189447294459428,0.00130515870559281,4.82852287431965e-05,2.98172583812202e-10,5.3077744464648e-219,0.000812687627601837,0.00015463788389433,0.000435194270404668
INS,repeats,5+,3,0,0,0,0,0.000275454221379116,6.31148151702627e-05,3.00323888418746e-200,0.000201344208371172,0,1.93107606301976e-05,0.000256158162162971,0.000337817608634834,0,0,0.000881813378388726
INS,repeats,5+,4,0,0,0,0.000464940908258115,0.000353969778714048,0,1.49404790980511e-05,0.000201392975294029,5.69145540147483e-06,0,0,0,0.000119581993594374,6.09974912926153e-05,0.000505781019394597
INS,repeats,5+,5+,3.47154786939177e-05,0,0,0.000290530749950647,0.00119541246751527,7.00866713190336e-05,0.00028365658441728,4.67228312528147e-05,5.28619404430557e-05,0,0,0,4.13628563509976e-05,2.22459625047408e-05,0.00141760022839645
DEL,MH,2,1,1.7709634073444e-250,2.67120133081269e-304,0.0114412232002467,0,0.0424776943443899,1.23990442014945e-05,0,0,0,0.00721951286241349,2.22138978357515e-166,3.28811705990201e-294,0,0.214411381429046,0
DEL,MH,3,1,0.00495588762959059,2.5113232183434e-300,2.14147037967961e-216,0.00123762557426995,0.0266284428054646,0,0.0120774537604006,2.67913205960316e-05,0.000345930947780902,7.81976199722224e-05,0,0,0,0.00697463148344166,0
DEL,MH,3,2,5.5506210067708e-105,2.3043394756535e-217,0.000583287637256521,0.00344343529348259,0.0135395817072295,0.00189384571203873,0.00250391641188288,0.00080717299943591,0.00460140764437549,0.000175595819686715,4.41511986058811e-224,0.00161179850827751,0.000683837694503471,0.0590846030180151,0.0185648235088954
DEL,MH,4,1,0.00121901989883044,0.00855573099826796,0.00140574738756309,0,0.0160051128803763,8.38713397878941e-05,0.00679375792832654,0,0.00248416367382548,0,0.000417634095320028,0.00144799789057701,0,0.011564700090569,0.000134441344163626
DEL,MH,4,2,0.000222647669645805,0.0118143254932314,0,0.000676238827689666,0.00840997905974804,0.000276808251399668,0.000135210409409409,0,0.00959015930296322,4.15325661166635e-182,0.000832152183334349,0.00498118221584975,0,0.0332349097760868,0.00192003860418357
DEL,MH,4,3,1.77285587997257e-308,0,0.000153831080918225,0.00360768326491196,0.00160185239791539,0.000426422361817943,7.89156414856206e-05,1.43077181406421e-05,0.00533699916851782,0,0.00488474658043482,0.00231143777630921,0.000503739567709859,0.0400255172796841,0.00196012331947365
DEL,MH,5+,1,0,0,0,0,0,0.000404653520917001,0.39569700297789,0,0.0523799111756098,0,0,0,0,0,0.00239366273761807
DEL,MH,5+,2,0,0,5.23066316188857e-52,0.00124986651938449,0.00195345009363999,0,0.114546249959059,0,0.325476797805437,0.0023783746883489,4.04695111976126e-281,2.92063822762567e-14,0,0,0.000288036841336542
DEL,MH,5+,3,0,0,2.75898684450012e-269,2.44538512131239e-16,0.00659765039236835,0,0.0251887586887877,0,0.25198238274462,0.00120213302680966,0,0,0,0,0
DEL,MH,5+,4,1.38117878820779e-196,5.02387750310052e-287,0,0,0.000271669909295037,0.000255940723447837,0.00221695294485931,0,0.142514319634723,0.000686952388168785,0,0.00101279047213027,0,0.00352950992127848,0.00227189982563157
DEL,MH,5+,5+,0,0,0.00599514376425602,0,0,0.00131224363645701,4.02727847178533e-165,0.000438390854862582,0.114102900748298,0,0,0,0,0,0.0221403711178255
