"ex.sig","ref.sig","sim"
"SBS96A","SBS7a",0.933215746447943
"SBS96B","SBS7b",0.984171018612052
"SBS96C","SBS2",0.998971269478506
"SBS96D","SBS4",0.985841139663541
"SBS96F","SBS40",0.916121859291263
"SBS96G","SBS3",0.937550559867846
"SBS96H","SBS44",0.993054543162637
"SBS96I","SBS1",0.999523719992978
"SBS96J","SBS17b",0.999436953591258
"SBS96K","SBS18",0.987821796842971
"SBS96L","SBS7c",0.99054554607977
"SBS96M","SBS17a",0.999657929405877
"SBS96N","SBS7d",0.963490357621523
"SBS96O","SBS13",0.998266383884598
"SBS96P","SBS22",0.960458214948379
"SBS96Q","SBS28",0.96252299871582
