Type,Subtype,Indel_size,Repeat_MH_size,W.1,W.2,W.3,W.4,W.5,W.6,W.7,W.8,W.9,W.10,W.11
DEL,C,1,0,0.0246828048143075,1.07608488801937e-104,2.16124660746041e-76,0.0217526637065095,0.00584660818111806,0.00477246017328462,0.0364183472374494,1.62823594277059e-75,0.00136097332418263,0.110585732936706,0.375885468597248
DEL,C,1,1,0.000493416221699463,0.000629672480108311,0,0.0271837236981166,1.97068741880781e-47,3.05071572938523e-05,0.0215475986276449,8.95860815159571e-143,0,0.233941161240703,0.107645441063941
DEL,C,1,2,0.00738619748266273,0,0,0.0259923914330988,0,0,1.81766552259067e-34,0.00531721808070543,1.2986171121181e-124,0.206132828558759,0
DEL,C,1,3,3.59358079087766e-86,0.00187949100865813,2.94194191829585e-247,0.014171748911839,0.000230123765595132,0.00248280018043412,0.00467413393624778,0.00371800800153854,0,0.0737531669026521,0.0105831422735684
DEL,C,1,4,0.00206264714040973,0.000615837483454282,0,0.00235171331536454,0.000583726819684867,0.00388743158737452,0.000398956729131296,0.00261804498418009,0.00182415759066033,0.0499386717306723,0.0137311020993035
DEL,C,1,5+,0.00102019925869124,0.00338314670655649,3.79586889607289e-197,0.00298195636520253,0.00198545301565402,0.0146297391870643,0.000427712288405649,0.000278489519404859,0.000231782438582076,0.0255049093858882,2.28912858235528e-223
DEL,T,1,0,2.00117863923663e-99,0.00122519818599193,0.000241313757150095,0.108847472877208,0.00270656957818524,0.00791291506488935,0.0342919657242724,0.0340584998939022,0.0211722198782913,0.0326273973530121,0.11442941950105
DEL,T,1,1,9.34884795803285e-296,0,0,0.0881879863910206,0,0,1.08662748365644e-47,0.712968835497336,0,4.25534787911338e-08,7.89618301873989e-58
DEL,T,1,2,0.0108822630429729,0.000841515985579806,4.78557342095803e-167,0.124171286962948,3.14730714144204e-271,0.0070580263911294,0.00774717898413822,1.64573890527039e-43,0.0116386307217541,0.010949038992073,0.0952457283498112
DEL,T,1,3,0.0223110837671352,0.00223706588676801,1.91676988547296e-116,0.0949704143857676,0,0.0202523170860081,0.00763279876571207,0.0480771028020496,0.0181478165018533,0.0112246513764069,0.123061660016631
DEL,T,1,4,0.0178075482319501,0.00431828641880259,0.00024276973941883,0.0571871048826904,6.08026704011472e-185,0.0471402646531234,8.7924018351616e-27,2.71494133306444e-26,0.00910971303642851,0.00862004184313898,0.105012698653715
DEL,T,1,5+,1.96482617394892e-14,4.88321129986598e-29,2.54509042246892e-106,0.0316553938056348,5.12012042724198e-117,0.815046243616606,0.0111172435974325,6.34741373946946e-77,3.11777197058605e-188,0.00857172888708395,2.8402698157855e-69
INS,C,1,0,8.12465769512496e-284,0,0,0,0,0,0,0,0.702961650074945,0,0
INS,C,1,1,0.0019065922079254,0,0.17769133600044,0,5.18658828055378e-229,0.000209423611349779,1.72147576110658e-107,1.98682098118692e-68,0.0179581658993377,0,0
INS,C,1,2,0,0,0.100075433244629,0.00298694376482554,0,1.9339574147333e-05,0,5.87279761042663e-286,0,0.00085500342115293,0
INS,C,1,3,0,0.000606928533509089,0.0376267377577025,0,0.000214945211120679,0.000478501821241449,0,0,0.00193556223677919,0.00672370821263483,0
INS,C,1,4,0.000158237780492716,0.00173649062369085,0.0118881895528439,0,0,0.00293139252025137,0,0,0.00111349439077069,0.00826076803507393,0
INS,C,1,5+,0,0.0244072930507312,0.00146090216472457,0.000354415055030536,7.76184334012893e-05,0.00904750110165087,1.46480881451715e-123,0.000155121870828319,0,0.00769816789613626,1.87377342886091e-85
INS,T,1,0,0.00634791057661707,0.00231010236988488,0.000380626854760153,0.00447079106720748,1.81697354520648e-59,0.00132466803689594,0.00331435352588446,0.05557726530041,0.0489529759770827,0.0192930971181619,0.0103612126071993
INS,T,1,1,9.0306353711522e-92,0,0.327796428840413,0.0121341094967944,4.07075298125333e-260,0,0.0023976168845042,1.32403350693994e-161,0.00104626780857991,0.0451137588725729,0.0112703299318887
INS,T,1,2,0.000101666051562197,6.6921065290716e-05,0.169505265536029,0.0305805715188025,0,0.000672735612175967,0,5.00553874676105e-135,0.00104373085089314,0.0451029078489373,0.000487272356913898
INS,T,1,3,0.000577992514813068,0.00426493524871992,0.112525956377844,0.0189515114381035,0,0.00108824421629671,2.24586589417036e-43,0.00976551392504006,0,0.027626025793191,0.000405538447890841
INS,T,1,4,0.00102748873429573,0.0168506788214824,0.0503489582115431,0.0113079902175916,3.41241735088794e-216,0.00348593023159604,9.5283467753919e-42,0.0148330637048463,6.16737510149731e-185,0.00612144997167634,3.22828306722838e-22
INS,T,1,5+,6.76503109894717e-18,0.900558292460318,8.27535298801171e-126,1.21128305938191e-06,1.2508527062899e-100,0.00316297986569575,0.000260478095256679,1.48876383828913e-82,7.9520824923049e-139,5.29399226582661e-14,2.52855876427051e-28
DEL,repeats,2,0,0.000816012361601062,0.000171224216921063,0,0.0291748899928145,0.0745241199798323,0.000106030876277924,0.00936940496532837,0.025497874445276,0,0.00640081964533767,0.0120790262250681
DEL,repeats,2,1,0.00123771725438157,0.000103540121324146,0.0020384184324829,0.0255639323022317,0.237072066965175,0.0033061490855081,0.0118906870396888,0.00290304511865277,0.00562296326494891,0.0100945945949757,0.000367525629099568
DEL,repeats,2,2,0.00232408687326681,1.66965860794345e-12,0,0.00468408842730692,0.0577470223546985,0.00184211762425552,8.93233354490051e-262,0.00379090532129578,0.00310951461665946,0.0139812843404981,0
DEL,repeats,2,3,0.00019910859966209,0.00010186145481744,0,0,0.0141860971791981,0.000779320451497349,0,0,0.000680746492607041,0.00812929769832444,0
DEL,repeats,2,4,0,0,0,0.000838701430853746,0.00275700998362041,0.000865166378832753,0,0,0,0.00378505346427702,0
DEL,repeats,2,5+,0,0,0.00393016659593824,0.0268023281779727,1.16379969638936e-132,0,0,0,0,0,0
DEL,repeats,3,0,3.1954734486573e-26,7.05354619060719e-05,0,0.0184599652327289,0.00476473000188884,1.18770506127698e-05,0.0122214879316984,0.00114887937694363,0.00114024577479591,0.000325288463537214,0.0018995191700437
DEL,repeats,3,1,0.00560179292363433,0.00468961339672838,1.11751071240803e-06,0.00612943090225387,0.100563456595606,0.00487044325640135,0.00155370596713963,1.74023130075979e-09,0.00344828708857096,5.45654582653355e-14,0.0038179712633321
DEL,repeats,3,2,0.000760497937935068,0.000421424116474432,1.34680901280747e-19,0.00067628171410078,0.0238093347224327,0.00234965610152887,0,0.000683282742097927,0.0010380490878386,0,2.69811561153623e-187
DEL,repeats,3,3,0,0.000108799672972366,0,0.000216913392246942,0.00448926092328072,0.000454528131056399,0,0,0.000564332349703806,0,0
DEL,repeats,3,4,0,0,0.00054255489983209,0.00713482104562426,0,0,0,0,0,0,0
DEL,repeats,3,5+,0,0,0.00102950136514268,0.0104614321127731,0,0,0,0,0,0,0
DEL,repeats,4,0,0.0020577875293444,2.69656302012301e-05,0,0.0116773010890305,0.00755721774200656,8.4278120932535e-06,0.00743491979612633,0.00110413059488965,0,1.89538863747003e-31,0.000340789984797772
