Type,Subtype,Indel_size,Repeat_MH_size,W.1 (ID6 0.991),W.2 (False Positive) (ID9 0.886),W.3 (ID2 1),W.4 (ID1 1),W.5 (False Positive) (ID14 0.887),W.6 (False Positive) (ID5 0.434),W.7 (False Positive) (ID5 0.835),W.8 (False Positive) (ID5 0.386),W.9 (False Positive) (ID9 0.26),W.10 (ID4 0.989),W.11 (False Positive) (ID5 0.329),W.12 (ID13 0.974),W.13 (ID11 0.996),W.14 (ID3 0.98),W.15 (ID8 0.984)
INS,C,1,3,0,0,0.000224952013593841,0.000784364831517433,0.000786405873559106,0,0,0,0,0.000615877255721711,0.00462389235897987,0,0.0377801601180123,0.0067246508036522,0
INS,C,1,4,0.000158033789712764,0,0.00167884979600592,0.00123801959235892,0.000798514851751181,0,0,0,0,0,0.0269094257589532,0,0.00924836767062823,0.00777500918299787,0
INS,C,1,5+,0,0,0.00416756841844533,0.0189489222673388,0,0,0,0,0,0.000457437323183697,0.1085587029378,0,0,0.00937215642647858,0
INS,T,1,0,0.0068849301774784,0.0188067215371697,0.00071837225480855,0.00211456104431606,0.054947508467074,8.90356968770463e-51,0.00173799439562675,5.02409442448552e-111,0.00151567032800184,0.00377517462819219,0.0100584175048062,0.052353584962981,0.00243627747036796,0.0205376715499863,0.00341490922553905
INS,T,1,1,1.6688053938804e-308,0.00889068649413312,0,0,0.00163164175452042,0,0.0162547824914692,0,0,2.40761692495815e-296,0,0,0.320369381447197,0.0499080886336036,0.000896193603120885
INS,T,1,2,0,0,0.000264918569858833,2.24591239204749e-259,0.000872224669966171,0,0.0454295642628126,0,6.08364936407625e-136,0,0.00681583956009437,3.18492465683168e-179,0.173422474848776,0.0491674734943641,0
INS,T,1,3,0,1.65679183486481e-289,0.000965884539195778,0.00383843166646883,0,6.70476823092133e-202,0.0314685065607114,1.50123237463934e-305,1.43840629543955e-165,0,0.00626310617591105,0.0118270414310891,0.102818547061114,0.0281257436722683,0
INS,T,1,4,0.000301813455289494,0.00400665790780711,0.00268229316410411,0.0135281936135081,0.00495293704428482,3.14935610916828e-154,0.0169785379029954,1.71502303712836e-221,1.67960327330898e-106,0.000375753137607118,0.0355185145835693,0.0136405455684844,0.0552656823973786,0.00695665748335973,1.73695275690632e-189
INS,T,1,5+,7.46368283884907e-25,4.72606337034797e-81,0.00359955025278637,0.923329088772481,9.74206496995532e-163,1.13643106324083e-193,5.42203921219525e-40,1.0810350751376e-111,1.05710317294495e-112,1.59559496519547e-138,2.56797640537632e-67,1.89344912692503e-120,0,1.89441763762249e-43,2.27614944854361e-25
DEL,repeats,2,0,1.63403450039017e-253,0.0201661659489087,1.17846787455117e-269,0.000408072023986214,0.000262212811406146,8.9224720586758e-95,0.035886200611406,1.81528236546296e-40,2.63264131409218e-227,0.0962601228192413,1.20344636253754e-150,0.0291830713354692,3.69640383595949e-173,0.00853789962939371,0.00723392266610873
DEL,repeats,2,1,0,0,0.00234138260084084,3.90654976481542e-127,0.0069005050502785,7.07777489791823e-303,0.0215835801688956,0.0479938635742237,1.11511154583136e-10,0.20498012412872,0.0139734032030173,3.24488522694346e-112,0,0.0111054407977778,0.00634446070104905
DEL,repeats,2,2,0.00183210449796459,0,0.00135178040976501,0.00052338392842027,0.00249737347886219,0,0.00435291676334517,0,1.0092715819358e-157,0.04832747789871,0.00997747527445431,0.00245075399114831,0,0.0139704781546384,0
DEL,repeats,2,3,0.000421938916396532,0,0.000557062885959757,0.000163512900905913,0,0,0,0,0,0.0118007595434729,0.00519167422734048,0,0,0.00710338226453186,0
DEL,repeats,2,4,0.000108620569745382,4.34233964289088e-177,0.000544532896383344,9.74598961533751e-05,0.000228511413468057,7.42194536840326e-205,0.00098810472043833,4.6001089674912e-188,2.05319104891101e-205,0.00340202022880294,0.00500738372174179,0,0,0.00327499113738426,0.000246106903732631
DEL,repeats,2,5+,0,0,0,0,0,0,0.0391439466309801,0,0,0.000342882836075527,0,0,2.0850544033265e-267,0,0
DEL,repeats,3,0,9.05737123463827e-05,0.00227563367459064,8.67604456869794e-162,6.06319891032461e-05,0.00202485985018649,1.03073625093141e-154,0.0277740444090834,0.000999150161826478,9.86794612324212e-06,0.00461281079189609,0,0.00327717622863235,0,0.000974051820886922,0.0154896034028518
DEL,repeats,3,1,0.0044309897284316,0.00094839234385517,0.00307281939897461,0.00415985220837534,0.00488979526430188,7.29482161328757e-168,0.00351641934366631,1.09774151100976e-271,1.26805338962837e-20,0.110680020491969,0.0384404644674753,0,0,6.78320670641539e-291,4.95693764361547e-274
DEL,repeats,3,2,0.00025487208868995,0,0.0015618708117811,0.000322663754623566,0.00173511374422096,0,0,0,0.00998576601772534,0.0143566976930967,0.0130254825720777,0.000266007699326811,0,0,0
DEL,repeats,3,3,8.91307388655972e-05,0.000126819837336905,0.000240965571476865,0.000297125062397842,0.000536431543709656,0,0.000533480335067021,0.000495092923437943,2.2299972090306e-66,0.00386752457181607,0.00531307519064055,0,0,1.38855117781316e-05,0.000279107686791254
DEL,repeats,3,4,0,0,0,0,0,0,0.00981609229607136,0,0,0.000316974289164784,0,6.36979705559983e-127,0,0,0
DEL,repeats,3,5+,1.30340515732207e-05,0,0,0,0,0,0.0150324089841419,0,0,2.59991039714967e-05,0,0,0,0,0
DEL,repeats,4,0,0.00224261876421961,0.00106179809335745,8.94698528567824e-06,5.53455798194434e-05,0.000164904490085258,0,0.0175397655810971,0,3.17595015034529e-05,0.00635487148708583,0,0.00438404602922998,8.72703940532798e-134,0,0.00796532622341783
DEL,repeats,4,1,0.00241518331933109,0.000259098251041032,0.00145300559138163,0.000463443690829063,0,5.82521324157592e-170,2.24359019127348e-191,0.00112150266882193,0.0175369490026874,0.0605219211745117,0.00973003303604019,0,0,0.001072021802255,0.000340557933907304
DEL,repeats,4,2,0.000555455537231759,0,0.000395356699103722,0,0.000419504050070069,0,0,0,0,0.0126592442323899,0.00308799022497549,3.11336353641622e-05,0,0,0
DEL,repeats,4,3,0.000134541145456276,0,0,0,0,0,0.006304706207257,0,0,0.00362917544199211,0,0,3.05872413375784e-256,0,0
DEL,repeats,4,4,0,0,0,0,0,0,0.00821302442981381,0,0,2.85801296240259e-60,0,0,0,0,4.77651673952056e-05
DEL,repeats,4,5+,9.27988355048967e-05,0,0.000134563791875233,6.05651380426228e-18,0,0,0.00245723233955712,0,3.54705662345341e-223,0.000691133879947395,0.00181973004533348,0.000182968908833235,0,0,0
DEL,repeats,5+,0,2.39906355474432e-24,3.13334759886051e-110,0,0,0,0,0.0235899787614916,0,3.89984183589583e-132,0.00232023658491394,0,4.52996750907517e-38,0,0.000131315783501132,0.335098585392593
DEL,repeats,5+,1,0.00794334054149233,0,0.00248581803697252,0,4.97478916118575e-05,0,0,0,0,0.0131674492484685,0.0152880648777761,0.00195123782508689,0,0,0
DEL,repeats,5+,2,0.000431255702556057,0,0.000196655752884233,5.22392802106185e-05,0,0,4.18978833937955e-05,0.00129830247979652,1.66880542115356e-308,0.00290769042983319,0.00406897230481138,0.000258016513540283,0.00137866847927372,0,0.000187605645450042
DEL,repeats,5+,3,0.000188327823814878,0,0.000110622682123023,1.46750136689134e-214,9.83307664109333e-05,0,0.000280656249367229,1.2184925649214e-174,0.000512136114221323,0.000965102491389247,0.00109984743851638,0,0.000176834541125822,0,0
DEL,repeats,5+,4,6.44896498016751e-05,0,4.19086297243847e-05,0,0,0,0,0,0.000802929932106027,8.35920266151413e-05,0.000643828020328156,0,0.000124510974735329,9.87689826690077e-06,0
DEL,repeats,5+,5+,0,0,2.88656973687713e-05,3.22345018339872e-05,1.5040916760635e-05,0,0.00116633243364011,0,0.000105179410156724,0.000153426547276554,1.87760386062303e-17,3.97019201649791e-101,0,0,0
INS,repeats,2,0,0.00209783912527333,0.000600701814253036,0.000235593738594566,0.000408537330567149,0.0356266235081595,9.50613385114498e-40,0.00900400425156475,0.000429981570276222,0.000608214127754215,0.00068609641112202,0.00158398786465132,0.0138448239681894,0.000480282317905667,0.00224246351321837,0.00200092142481541
INS,repeats,2,1,4.10785462036846e-28,0.00022484636998347,0.000217076963521589,0,0,0.00312390437881696,0.0316822939244579,0.00267454141285252,0.00154770371004639,0,0.000521933413165801,0.0010616880786587,0,0.00251538212933245,0.00156472288197726
INS,repeats,2,2,0.000278017458917336,0,0.000720929490627916,0.000178463118160893,0.00156525676427227,7.50613186496536e-157,0.0111439959219115,0.00633140693932688,0,0,0.00602235598749216,0,0,0.00105545274904188,0.000146128375501825
INS,repeats,2,3,0.000403225055547034,0.000107923184586917,0.000295346897641402,0.000393058144243165,0.00131011092082687,0.00192166272732316,0.00175661875864369,1.69806105506317e-133,3.8220595351166e-15,0.000207951863914249,0.00373263368308827,0.00070431480484628,0,0.000893513928323838,0.000268819221309753
INS,repeats,2,4,2.63413544618072e-165,5.04684504363928e-135,0.00137325971096555,0.00202376961294857,0.00532218664478191,0,0,0,0,1.53443523788821e-05,0.0215572616908651,0,0,0.000290606005563133,0
INS,repeats,2,5+,0,0,0.00966796687551608,0.0133897090953083,0,0,8.64716438332347e-284,0,0,0,0.15451778279599,2.107898146959e-184,0,0,4.57227284286899e-129
INS,repeats,3,0,0.00107511522894464,8.79747450767735e-187,2.14347666504833e-05,1.61722224657314e-05,0.0103327392693949,0.0032066429572029,0.00626743621312215,0.00134264531929389,0.000426087856083474,0,0,0,0,8.810083934914e-05,0.00027917701846801
INS,repeats,3,1,5.97099288089521e-29,9.69015233353066e-05,0.000745131360230391,0.000242452125291698,0.00405416140503868,0.00195105787875666,0.00876309492805727,0.00153322329764795,0.00022886922430066,0.000277950037703079,0.00741776040189819,0.00497626588231319,0.00173286574597551,0.000268514550962798,0.00034838395486052
INS,repeats,3,2,0.00083980548071946,0,9.5727382903549e-05,2.47682707476187e-05,0.000298801338945641,0,0.00212863610373113,0,0.00158013590989232,0.00106916056472812,0.0014751910675801,0.0001051081242667,0,3.46469077979012e-05,0
INS,repeats,3,3,0.000354854278376643,0,4.98701855010717e-274,0.000134569740156863,0.000369171709857892,0,0,0,0,0,0.000188644435916534,0.000204212593855496,0,0,2.61933807398911e-05
INS,repeats,3,4,0.000159683493059798,0,8.6045373628219e-05,7.9263401648568e-05,0.001108533957665,0.000180812620536506,2.1769359843232e-124,0,1.44550211075209e-53,0.0001268726344523,0.00120158497122947,0,0,2.02005216730116e-05,0.000101294640319457
INS,repeats,3,5+,0,0,0.00140875474721048,0.00073021375177732,0.00279646319148925,0,0,0,0,0,0.018460482698537,0,0,0,0
INS,repeats,4,0,0.00180847931206136,0,9.51099235759244e-06,0,0.00719262856524292,0,0.00419963676292389,0,0,0.00053213227335274,0,0.00132707119561362,6.63001953328674e-232,0,0.000694702055479223
INS,repeats,4,1,0.000557770771558899,9.90871612527614e-05,0.000795421456154162,0.000516418226950766,0.00227191878710026,0.000523339318295971,0.00435543159851118,0.00406660774296257,0.0030383210376221,0.00150126547019605,0.00871140256149847,0.00588342869095081,0.000217711800794918,0,0.000666239759908892
INS,repeats,4,2,0.000477573133761514,0,1.75627577833207e-05,3.67507796391652e-05,3.41070908259148e-05,0,0.000569626469677504,0,1.66880539405298e-308,0,9.46719436896974e-05,6.70975783389178e-05,0,8.99256454139042e-05,0.000142641069998966
INS,repeats,4,3,0.000416928216996366,0,0.000146888105234616,6.71415191906741e-05,0.00116560145200707,0,0,0,0,6.86185291743778e-05,0.00112340428125193,0,0,0,0
INS,repeats,4,4,0,0.000254145861017823,0.000144627801727113,0.000322775970116943,0.00203425263706547,7.95580519713494e-254,0,0,3.89359788004575e-142,0.00027762153860665,0.00131211390899606,1.33831851903104e-05,0,0,0.000134502797315937
INS,repeats,4,5+,0,0,0.00151546358307466,0.000767110941969581,2.34447895089036e-262,0,0.000728884681045704,0,0.00132498165564096,0,0.0141898510434479,0.000876795396065351,0,0,0.000808004414346216
INS,repeats,5+,0,0.00955235317326318,0,0,0,0.0037713705168676,0,0.00728797606886129,0,0,0,0,0.00265080690561378,0.00177120073604404,0,0
INS,repeats,5+,1,0.0057293538233125,0.00173901044161786,8.02454608214805e-05,0.00165066280264478,0.0344902279682735,1.36994380579431e-116,0.00472469758364391,0,0.000689900490259174,0.00215788464369305,2.51676247809327e-157,0.020189471820265,0,0.00012065987178507,0.0122263790117159
INS,repeats,5+,2,0.00146334930528284,0,1.80087978593558e-05,0.000247935364965915,0.000613590899208493,0,0.000503900181594904,1.76321289335625e-183,0,0,0,0.000246163422878024,0,0,0
INS,repeats,5+,3,7.03011304316843e-05,0.000177104818720165,6.22663181575318e-05,0.000191939556255018,6.98308521481309e-05,0,0.000289140273940411,0,0.00028880592543961,0,0.00103445952656094,0,3.92463753177165e-05,4.88991197340713e-05,3.96432093990773e-82
INS,repeats,5+,4,5.62966753115146e-06,0.000343373305149047,2.78936988574681e-06,0.000189910987609889,0,3.84688926134406e-255,0.000269565875918201,0,0,0,0,0,0,0,0
INS,repeats,5+,5+,0,0,5.80044376664935e-05,0.000131284524295412,0,0,0.00104906025219231,0,1.15034368908305e-119,0,0.00100516773090733,3.64175380479873e-248,0.000167304079047464,3.315735901967e-05,0.000404165863522151
DEL,MH,2,1,0,3.95791011800774e-144,3.6891596749552e-05,0.000132573251390869,0.00212449353218538,2.72124306475968e-239,0.0372301258733428,5.39287867584725e-292,0,0.222613193647933,2.44137060408569e-178,0.0106332303016547,5.63681258963482e-66,0.00979623199582084,1.47719624746323e-103
DEL,MH,3,1,0.000501914233557272,0.00237003783633745,9.73511885757474e-08,0,0.00167945673994186,1.92217948524049e-13,0.0230249183215201,0,0,0.00661709899144551,0,0.000852526834698513,0,0.000495309964217966,0.0123836179084175
DEL,MH,3,2,0.00403708139076003,1.33678627001927e-189,0.00216693965035071,0.00133613431101983,0.00400771031414767,0,0.0120600172996357,3.88156015447081e-157,0.00688929263293349,0.0441082406625379,0.0160882461949929,4.22824864703283e-210,0.000399534954763462,0.000425508398579282,0.00315739002527008
DEL,MH,4,1,0.00251326969610599,0.00227494348607399,5.78214480302132e-05,1.06794208437288e-05,0,0.000933635071011077,0.0143477325968722,0.00226444911168766,3.95590936112752e-17,0.013065442954568,0.000656135575465399,4.13926542995024e-05,0,1.22061614362836e-207,0.00591036053895023
DEL,MH,4,2,0.0104254937262956,0.00175994603025874,0.00041080782563212,0.000174847319841597,0.000532923681272947,4.92520330866299e-113,0.00800341090723616,0.00154244375827878,0.00248308722786467,0.0323061361225061,0.00131425717862398,1.66880539388041e-308,2.66929942885076e-223,0.000147953465558989,0.000635561974542202
DEL,MH,4,3,0.00544240064033556,0.00109726552078476,0.00036539354760001,0,0.00188461877145315,0,0.0029558563390145,0,0.00370414775387906,0.0510555123350728,0.00438943049681224,0,0.000424526328354282,0,3.20386703506188e-276
DEL,MH,5+,1,0.0559461775811607,7.77591626607313e-262,0.00053193571573361,1.8187392792759e-209,0.00138355627570177,0,1.60178851321913e-153,5.07698382479902e-09,0,1.66880539388042e-308,0.00199020996642891,3.95860385710185e-272,0,1.3747429134442e-145,0.383095020883803
DEL,MH,5+,2,0.290006263410854,1.42843559051198e-240,3.31165050255997e-05,0,0.00186827547228745,1.27921895626141e-272,0.00465306843992083,0,1.66880539388069e-308,0,5.53919587967674e-118,0.00335095152828893,0,0.00123370164778616,0.128365740032444
DEL,MH,5+,3,0.265525643182776,2.8627519195199e-288,0,0,0,1.66880556940518e-308,0.00763555172487602,2.33284238546622e-142,0.000414344117534947,9.71897203415143e-162,0,0,0,0.000700944054028337,0.0222230972747374
DEL,MH,5+,4,0.151445524125581,0,0.000167032267636161,2.1450102884863e-227,0,0,0.00169082665065683,1.53893455949739e-158,0,0.00348981401527415,0.00469422329367541,0,3.19094494416341e-116,0.00134302006108988,5.12217122689697e-63
DEL,MH,5+,5+,0.122645344716919,0,0.00160289638026035,0.000838419050699195,0.000586014459610007,0,0,0,0,6.10555222604462e-05,0.0161142805628613,0.0121326418237852,0,0,1.08007990894136e-43
